,Planet Name,RSM Estimate 1.95-1.9695um,RSM Estimate 1.9695-1.989um,RSM Estimate 1.989-2.0085um,RSM Estimate 2.0085-2.028um,RSM Estimate 2.028-2.0475um,RSM Estimate 2.0475-2.067um,RSM Estimate 2.067-2.0865um,RSM Estimate 2.0865-2.106um,RSM Estimate 2.106-2.1255um,RSM Estimate 2.1255-2.145um,RSM Estimate 2.145-2.1645um,RSM Estimate 2.1645-2.184um,RSM Estimate 2.184-2.2035um,RSM Estimate 2.2035-2.223um,RSM Estimate 2.223-2.2425um,RSM Estimate 2.2425-2.262um,RSM Estimate 2.262-2.2815um,RSM Estimate 2.2815-2.301um,RSM Estimate 2.301-2.3205um,RSM Estimate 2.3205-2.34um,RSM Estimate 2.34-2.3595um,RSM Estimate 2.3595-2.379um,RSM Estimate 2.379-2.3985um,RSM Estimate 2.3985-2.418um,RSM Estimate 2.418-2.4375um,RSM Estimate 2.4375-2.457um,RSM Estimate 2.457-2.4765um,RSM Estimate 2.4765-2.496um,RSM Estimate 2.496-2.5155um,RSM Estimate 2.5155-2.535um,RSM Estimate 2.535-2.5545um,RSM Estimate 2.5545-2.574um,RSM Estimate 2.574-2.5935um,RSM Estimate 2.5935-2.613um,RSM Estimate 2.613-2.6325um,RSM Estimate 2.6325-2.652um,RSM Estimate 2.652-2.6715um,RSM Estimate 2.6715-2.691um,RSM Estimate 2.691-2.7105um,RSM Estimate 2.7105-2.73um,RSM Estimate 2.73-2.7495um,RSM Estimate 2.7495-2.769um,RSM Estimate 2.769-2.7885um,RSM Estimate 2.7885-2.808um,RSM Estimate 2.808-2.8275um,RSM Estimate 2.8275-2.847um,RSM Estimate 2.847-2.8665um,RSM Estimate 2.8665-2.886um,RSM Estimate 2.886-2.9055um,RSM Estimate 2.9055-2.925um,RSM Estimate 2.925-2.9445um,RSM Estimate 2.9445-2.964um,RSM Estimate 2.964-2.9835um,RSM Estimate 2.9835-3.003um,RSM Estimate 3.003-3.0225um,RSM Estimate 3.0225-3.042um,RSM Estimate 3.042-3.0615um,RSM Estimate 3.0615-3.081um,RSM Estimate 3.081-3.1005um,RSM Estimate 3.1005-3.12um,RSM Estimate 3.12-3.1395um,RSM Estimate 3.1395-3.159um,RSM Estimate 3.159-3.1785um,RSM Estimate 3.1785-3.198um,RSM Estimate 3.198-3.2175um,RSM Estimate 3.2175-3.237um,RSM Estimate 3.237-3.2565um,RSM Estimate 3.2565-3.276um,RSM Estimate 3.276-3.2955um,RSM Estimate 3.2955-3.315um,RSM Estimate 3.315-3.3345um,RSM Estimate 3.3345-3.354um,RSM Estimate 3.354-3.3735um,RSM Estimate 3.3735-3.393um,RSM Estimate 3.393-3.4125um,RSM Estimate 3.4125-3.432um,RSM Estimate 3.432-3.4515um,RSM Estimate 3.4515-3.471um,RSM Estimate 3.471-3.4905um,RSM Estimate 3.4905-3.51um,RSM Estimate 3.51-3.5295um,RSM Estimate 3.5295-3.549um,RSM Estimate 3.549-3.5685um,RSM Estimate 3.5685-3.588um,RSM Estimate 3.588-3.6075um,RSM Estimate 3.6075-3.627um,RSM Estimate 3.627-3.6465um,RSM Estimate 3.6465-3.666um,RSM Estimate 3.666-3.6855um,RSM Estimate 3.6855-3.705um,RSM Estimate 3.705-3.7245um,RSM Estimate 3.7245-3.744um,RSM Estimate 3.744-3.7635um,RSM Estimate 3.7635-3.783um,RSM Estimate 3.783-3.8025um,RSM Estimate 3.8025-3.822um,RSM Estimate 3.822-3.8415um,RSM Estimate 3.8415-3.861um,RSM Estimate 3.861-3.8805um,RSM Estimate 3.8805-3.9um
0,TOI-5704b,0.016811065341207562,0.016645313741713564,0.016481859818370026,0.016320675464252418,0.01616173205126775,0.01600500052715153,0.0158504515034627,0.01569805533534841,0.015547782193770123,0.015399602130843374,0.01525348513887289,0.015109401203615718,0.014967320352272929,0.014827212696655219,0.014689048471930137,0.014552798071337362,0.01441843207721185,0.014285921288631834,0.014155236745981906,0.014026349752702469,0.013899231894460882,0.013773855055972105,0.01365019143567785,0.01352821355846393,0.01340789428659244,0.013289206829010771,0.013172124749173463,0.01305662197151789,0.012942672786711754,0.012830251855785367,0.012719334213251375,0.012609895269305945,0.012501910811197923,0.012395357003845127,0.012290210389770474,0.012186447888424655,0.012084046794955483,0.011982984778483564,0.011883239879928406,0.01178479050944019,0.011687615443476579,0.01159169382156062,0.01149700514276283,0.011403529261937053,0.011311246385736967,0.01122013706844792,0.011130182207654863,0.011041363039769742,0.010953661135439352,0.010867058394857071,0.010781537042989375,0.010697079624736512,0.010613669000045015,0.010531288338978094,0.010449921116762267,0.010369551108817985,0.01029016238578488,0.010211739308550596,0.010134266523291104,0.010057728956529923,0.009982111810222592,0.009907400556872371,0.009833580934682472,0.009760638942748595,0.009688560836298953,0.009617333121979571,0.009546942553194701,0.009477376125502151,0.009408621072063247,0.00934066485915518,0.00927349518174468,0.009207099959121874,0.0091414673306012,0.009076585651286873,0.00901244348790383,0.008949029614694737,0.008886333009386994,0.008824342849224539,0.008763048507067418,0.008702439547561641,0.008642505723374007,0.008583236971494462,0.008524623409608155,0.00846665533253104,0.008409323208713786,0.008352617676810711,0.008296529542314034,0.00824104977425258,0.008186169501954447,0.008131880011872131,0.00807817274447128,0.008025039291179679,0.00797247139139643,0.0079204609295633,0.00786899993229264,0.007818080565553283,0.007767695131915836,0.007717836067851807,0.007668495941087876,0.007619667448017387
1,TOI-672b,0.038723956473725465,0.0383929366862912,0.03806515811482053,0.03774063885685606,0.037419392215551316,0.03710142708699492,0.0367867483194396,0.03647535704648242,0.036167250996058026,0.035862424777016046,0.035560870144887895,0.03526257624833108,0.034967529857660405,0.03467571557674164,0.03438711603943002,0.034101712091679566,0.03381948296033455,0.03354040640955333,0.03326445888574548,0.03299161565185187,0.0327218509117055,0.03245513792518628,0.03219144911483184,0.03193075616449054,0.03167303011058863,0.03141824142654308,0.03116636010078293,0.030917355708848498,0.030671197479976597,0.030427854358562843,0.03018729506086164,0.029949488127258984,0.029714401970429925,0.029482004919670162,0.029252265261671396,0.02902515127799095,0.028800631279446334,0.028578673637659962,0.028359246813938577,0.02814231938569417,0.02792786007057214,0.027715837748440803,0.027506221481410156,0.027298980532011973,0.02709408437966437,0.026891502735559354,0.026691205556076146,0.026493163054826612,0.026297345713430956,0.026103724291125573,0.025912269833272362,0.025722953678857345,0.025535747467060214,0.025350623142946623,0.025167552962362744,0.0249865094960847,0.024807465633280304,0.024630394584335434,0.024455269883093107,0.02428206538855071,0.0241107552860572,0.02394131408804971,0.02377371663436615,0.02360793809216584,0.023443953955497056,0.023281740044526808,0.02312127250447631,0.022962527804280444,0.02280548273498822,0.022650114407940267,0.0224964002527367,0.02234431801500836,0.022193845754022664,0.022044961840131987,0.021897644952080422,0.02175187407418305,0.02160762849339934,0.021464887796299997,0.021323631865945266,0.021183840878691657,0.02104549530092425,0.02090857588573038,0.02077306366952933,0.020638939968651907,0.020506186375889756,0.020374784757014697,0.02024471724727632,0.020115966247883213,0.019988514422473548,0.019862344693578268,0.019737440239085868,0.01961378448870699,0.01949136112044433,0.019370154057078537,0.019250147462661547,0.019131325739026293,0.019013673522320942,0.018897175679558793,0.01878181730519178,0.018667583717716707
2,TOI-199b,0.0013526785800011061,0.0013383651951900655,0.0013242779568552238,0.001310412834490612,0.001296765838907985,0.00128333302576591,0.00127011049860816,0.0012570944114604855,0.0012442809710290696,0.0012316664385414468,0.0012192471312656445,0.00120701942373994,0.0011949797487436355,0.0011831245980353509,0.0011714505228828415,0.0011599541344071197,0.0011486321037603923,0.0011374811621559372,0.0011264981007663019,0.0011156797705050925,0.0011050230817051113,0.0010945250037053425,0.0010841825643581147,0.0010739928494657364,0.0010639530021559435,0.0010540602222046086,0.0010443117653123383,0.0010347049423422314,0.0010252371185244635,0.00101590571263317,0.001006708196140497,0.0009976420923521686,0.0009887049755285264,0.0009798944699945487,0.0009712082492420318,0.0009626440350267646,0.0009541995964631589,0.0009458727491188765,0.0009376613541108986,0.0009295633172054723,0.0009215765879232173,0.0009136991586505244,0.0009059290637590278,0.0008982643787339413,0.0008907032193119473,0.0008832437406299916,0.0008758841363853414,0.0008686226380075167,0.0008614575138426012,0.000854387068350686,0.0008474096413162704,0.00084052360707217,0.0008337273737374002,0.0008270193824686335,0.0008203981067258537,0.0008138620515520245,0.0008074097528668739,0.0008010397767747914,0.0007947507188867958,0.0007885412036565216,0.0007824098837301284,0.0007763554393100365,0.0007703765775323568,0.0007644720318578179,0.0007586405614762547,0.0007528809507240331,0.0007471920085147463,0.0007415725677827518,0.0007360214849391322,0.0007305376393403185,0.000725119932768932,0.0007197672889264256,0.0007144786529377377,0.0007092529908674554,0.0007040892892472774,0.0006989865546145415,0.0006939438130618628,0.0006889601097972285,0.0006840345087145429,0.0006791660919745919,0.0006743539595958034,0.0006695972290547856,0.0006648950348966335,0.000660246528354324,0.0006556508769773997,0.0006511072642695178,0.000646614889334721,0.0006421729665322148,0.0006377807251394597,0.0006334374090233311,0.0006291422763192911,0.0006248945991181956,0.0006206936631605978,0.0006165387675385998,0.0006124292244046887,0.0006083643586875808,0.0006043435078150657,0.0006003660214433296,0.0005964312611927678,0.0005925386003903546
3,WASP-176b,0.17529044832500498,0.1733382538754397,0.17141958873247384,0.16953374344831967,0.16768002312162156,0.16585774735514308,0.16406625017942314,0.16230487994690104,0.16057299920038137,0.15886998451949752,0.15719522634828573,0.155548128806647,0.1539281094883067,0.152334599247463,0.15076704197607443,0.14922489437365125,0.14770762571106377,0.1462147175897662,0.14474566369767064,0.1432999695628179,0.14187715230572157,0.14047674039127714,0.13909827338102257,0.13774130168631743,0.13640538632305435,0.13509009866843746,0.1337950202201632,0.13251974235845532,0.13126386611122723,0.13002700192265082,0.1288087694253569,0.12760879721645324,0.12642672263751492,0.12526219155866952,0.12411485816687504,0.12298438475846338,0.12187044153599261,0.12077270640947645,0.11969086480193658,0.1186246094593617,0.11757364026502526,0.11653766405810641,0.11551639445665272,0.11450955168480932,0.1135168624042344,0.11253805954971689,0.11157288216889354,0.1106210752660038,0.10968238964961474,0.10875658178428825,0.10784341364605043,0.10694265258162339,0.10605407117137354,0.10517744709582785,0.10431256300574304,0.10345920639561734,0.10261716948057438,0.10178624907653963,0.10096624648363038,0.10015696737268191,0.09935822167483137,0.09856982347408354,0.09779159090278307,0.09702334603991056,0.09626491481215803,0.09551612689765336,0.09477681563232794,0.09404681791882805,0.09332597413787322,0.09261412806205119,0.09191112677195437,0.09121682057456763,0.09053106292389933,0.08985371034375911,0.08918462235262353,0.08852366139053057,0.08787069274797965,0.08722558449672775,0.08658820742245492,0.08595843495927069,0.08533614312595932,0.0847212104639395,0.08411351797691588,0.08351294907211686,0.08291938950312451,0.08233272731422496,0.08175285278624382,0.08117965838382296,0.08061303870409864,0.08005289042673469,0.07949911226528962,0.07895160491985616,0.07841027103094299,0.07787501513459243,0.07734574361865168,0.0768223646801884,0.07630478828403973,0.0757929261224183,0.07528669157556651,0.07478599967345854
4,TOI-1801b,0.003438514595958535,0.003408469567289921,0.003378737987067063,0.0033493204643218226,0.0033202172233584896,0.003291428136439832,0.0032629527540414113,0.0032347903328550165,0.0032069398617054524,0.0031794000855366405,0.003152169527608165,0.003125246510032859,0.003098629172778941,0.0030723154912482937,0.003046303292534138,0.0030205902704563557,0.002995173999462469,0.002970051947476941,0.0029452214877752616,0.00292067990995476,0.0028964244300660013,0.0028724521999664195,0.0028487603159533686,0.0028253458267270683,0.00280220574073273,0.0027793370329275238,0.0027567366510121254,0.00273440152116707,0.002712328553328871,0.0026905146460393034,0.0026689566908986713,0.002647651576651606,0.002626596192931941,0.0026057874336912995,0.0025852222003342495,0.0025648974045812943,0.002544809971079203,0.002524956839777762,0.002505334968088446,0.0024859413328425406,0.0024667729320626158,0.0024478267865602706,0.0024290999413743223,0.0024105894670604622,0.0023922924608426534,0.0023742060476379108,0.002356327380963005,0.0023386536437319254,0.002321182048952286,0.002303909840329171,0.0022868342927820865,0.002269952712882328,0.00225326243921755,0.00223676084268771,0.002220445326739028,0.0022043133275402222,0.002188362314105765,0.0021725897883704275,0.0021569932852190314,0.0021415703724751408,0.0021263186508520614,0.0021112357538693783,0.002096319347737975,0.0020815671312161264,0.0020669768354398387,0.0020525462237285705,0.002038273091369942,0.0020241552653848423,0.002010190604274232,0.001996376997750623,0.0019827123664552457,0.001969194661661858,0.0019558218649697915,0.0019425919879867833,0.0019295030720028214,0.0019165531876561173,0.001903740434592976,0.0018910629411213527,0.0018785188638595805,0.0018661063873816272,0.0018538237238585227,0.0018416691126972304,0.0018296408201781626,0.0018177371390906822,0.0018059563883682512,0.0017942969127231574,0.0017827570822814597,0.0017713352922185343,0.0017600299623956501,0.0017488395369977844,0.001737762484173382,0.0017267972956758555,0.0017159424865072124,0.0017051965945647128,0.0016945581802897223,0.0016840258263194955,0.0016735981371425502,0.0016632737387567978,0.0016530512783310704,0.0016429294238708065
5,TOI-836c,0.008163342118840204,0.008083250679717897,0.00800425849672262,0.007926352612654227,0.00784951978562689,0.007773746537728823,0.007699019199230713,0.007625323948721554,0.007552646849511596,0.007480973882622783,0.007410290976652702,0.007340584034774031,0.007271838959115779,0.007204041672745614,0.007137178139454155,0.007071234381531675,0.007006196495704805,0.0069420506673897086,0.00687878318340499,0.006816380443278314,0.006754828969263154,0.006694115415178301,0.006634226574173506,0.006575149385510341,0.006516870940445762,0.006459378487298641,0.006402659435766843,0.006346701360564772,0.006291492004440028,0.006237019280625326,0.00618327127477677,0.006130236246445265,0.006077902630124209,0.00602625903591286,0.0059752942498317654,0.005924997233823475,0.005875357125468669,0.005826363237447457,0.005778005056768069,0.005730272243790483,0.005683154631064817,0.005636642222002623,0.0055907251894027005,0.0055453938738462836,0.0055006387819753165,0.005456450584671109,0.005412820115144009,0.00536973836694587,0.005327196491915973,0.005285185798072225,0.005243697747453279,0.005202723953921409,0.0051622561809350626,0.0051222863392943645,0.00508280648486883,0.005043808816311321,0.005005285672763749,0.004967229531559095,0.004929633005923896,0.004892488842684991,0.004855789919983904,0.004819529245001957,0.004783699951698865,0.004748295298566934,0.004713308666404448,0.004678733556107402,0.0046445635864845215,0.004610792492095625,0.004577414121113356,0.0045444224332121886,0.0045118114974843325,0.004479575490382123,0.004447708693690348,0.004416205492527425,0.004385060373375975,0.00435426792214322,0.0043238228222531655,0.004293719852768198,0.0042639538865415815,0.0042345198884021955,0.004205412913369027,0.004176628104896681,0.004148160693153123,0.004120005993326675,0.004092159403964663,0.004064616405342203,0.004037372557861314,0.004010423500480004,0.003983764949171144,0.003957392695410471,0.003931302604694302,0.003905490615085407,0.0038799527357870336,0.003854685045746115,0.0038296836922829397,0.0038049448897480775,0.0037804649182072293,0.0037562401221513542,0.0037322669092327673,0.0037085417490282206
6,TOI-3807b,0.20015613931375303,0.1979516356157662,0.19578434046481588,0.1936534920025634,0.1915583425803425,0.1894981588435145,0.1874722217689436,0.1854798266612473,0.18352028311272983,0.18159291493162835,0.17969706004264582,0.1778320703633368,0.17599731165969068,0.17419216338375806,0.17241601849586483,0.1706682832738404,0.16894837711126648,0.16725573230660068,0.16558979384482791,0.16395001917317353,0.1623358779720901,0.16074685192273283,0.15918243447200564,0.15764213059599708,0.15612545656266788,0.15463193969455064,0.15316111813198535,0.1517125405975378,0.15028576616203643,0.1488803640126608,0.1474959132234473,0.14613200252852507,0.14478823009835368,0.143464203319191,0.14215953857598643,0.1408738610388609,0.13960680445329504,0.13835801093417424,0.13712713076369104,0.13591382219326237,0.13471775124946336,0.13353859154396722,0.13237602408758647,0.1312297371083757,0.130099425873749,0.12898479251667236,0.12788554586585246,0.12680140127988831,0.12573208048534384,0.12467731141874151,0.12363682807234926,0.1226103703437423,0.12159768388911729,0.1205985199802129,0.11961263536484523,0.11863979213095487,0.11767975757410601,0.11673230406836867,0.11579720894051182,0.11487425434743784,0.11396322715678603,0.11306391883063488,0.11217612531223177,0.11129964691567144,0.11043428821848503,0.10957985795700435,0.10873616892450756,0.10790303787204313,0.1070802854118338,0.10626773592325854,0.10546521746131383,0.10467256166746071,0.10388960368285746,0.10311618206387595,0.10235213869984215,0.10159731873294135,0.10085157048026873,0.10011474535790651,0.09938669780700429,0.0986672852218359,0.09795636787972184,0.09725380887279547,0.09655947404159189,0.0958732319103443,0.09519495362399892,0.09452451288687148,0.09386178590290915,0.09320665131751135,0.09255899016086881,0.09191868579277075,0.09128562384885992,0.09065969218826862,0.09004078084260432,0.08942878196628061,0.08882358978810265,0.08822510056409885,0.08763321253158948,0.08704782586440678,0.08646884262925938,0.08589616674324317
7,TOI-4087b,0.12607540002753945,0.12466097486543537,0.1232711191317997,0.12190530214162695,0.12056300469486193,0.11924371898900975,0.11794694851074931,0.11667220790955628,0.11541902285590755,0.11418692988650009,0.11297547623853808,0.11178421967491411,0.11061272830200125,0.10946058038148301,0.10832736413748544,0.10721267756022246,0.1061161282071226,0.10503733300233045,0.10397591803536595,0.10293151835966836,0.1019037777915643,0.10089234871021556,0.09989689185903318,0.09891707614889139,0.09795257846351321,0.09700308346734755,0.09606828341611871,0.095147877970316,0.09424157401176764,0.09334908546344928,0.09247013311264381,0.09160444443754157,0.09075175343735237,0.08991180046597916,0.08908433206928786,0.08826910082599246,0.08746586519215512,0.08667438934932083,0.08589444305622024,0.08512580150407484,0.08436824517544564,0.08362155970656263,0.08288553575314168,0.08215996885961359,0.08144465933168972,0.0807394121122573,0.0800440366605138,0.07935834683428016,0.07868216077542979,0.07801530079839863,0.07735759328166315,0.07670886856214475,0.07606896083249608,0.07543770804115156,0.07481495179512046,0.07420053726543424,0.07359431309518709,0.07299613131010484,0.07240584723157668,0.07182331939208611,0.07124840945297778,0.07068098212449866,0.07012090508805245,0.06956804892060207,0.06902228702118217,0.06848349553942217,0.06795155330607114,0.06742634176544697,0.06690774490973668,0.0663956492151351,0.06588994357974995,0.06539051926320393,0.06489726982792489,0.06441009108205055,0.0639288810239024,0.06345353978798278,0.06298396959247583,0.06252007468817027,0.06206176130878222,0.06160893762265523,0.061161513685761046,0.060719401395982024,0.06028251444865594,0.05985076829330579,0.059424080091556315,0.05900236867618416,0.05858555451127418,0.05817355965344878,0.057766307714139924,0.05736372382286903,0.05696573459151782,0.05657226807954487,0.05618325376012446,0.055798622487201986,0.055418306463405675,0.05504223920880666,0.05467035553051848,0.0543025914930799,0.05393888438961398,0.05357917271376201
8,TOI-2818b,0.1630443281481236,0.16125488615143596,0.15949547827508034,0.15776549620564714,0.15606434259624868,0.15439143116866044,0.15274618677526758,0.15112804542555533,0.14953645428125908,0.14797087162405775,0.1464307667991531,0.14491562013773682,0.14342492286116082,0.14195817696921445,0.14051489511465967,0.13909460046607636,0.13769682656071955,0.1363211171489655,0.1349670260317516,0.1336341168923176,0.13232196312328717,0.13103014765012913,0.12975826275192542,0.12850590988015687,0.12727269947624825,0.12605825078853028,0.12486219168908058,0.12368415849100317,0.12252379576653254,0.12138075616634433,0.12025470024039714,0.11914529626058597,0.11805222004545256,0.11697515478716097,0.11591379088091797,0.11486782575698984,0.11383696371543296,0.11282091576367624,0.11181939945697214,0.11083213874186049,0.10985886380265976,0.10889931091099184,0.10795322227842977,0.10702034591224842,0.10610043547425098,0.10519325014273094,0.10429855447751554,0.1034161182880727,0.10254571650465596,0.10168712905249624,0.10084014072894341,0.10000454108355109,0.09918012430109216,0.09836668908739343,0.09756403855800241,0.09677198012960732,0.09599032541416833,0.09521889011570817,0.09445749392970855,0.0937059604450606,0.09296411704851432,0.09223179483157398,0.09150882849978619,0.09079505628435863,0.09009031985608344,0.08939446424145717,0.08870733774100609,0.0880287918497356,0.08735868117962657,0.08669686338417934,0.08604319908492811,0.08539755179985128,0.08475978787368016,0.08412977641002525,0.0835073892052735,0.0828925006842099,0.0822849878373498,0.08168473015988681,0.08109160959223848,0.08050551046217037,0.07992631942840911,0.07935392542572778,0.07878821961148876,0.07822909531355038,0.07767644797954852,0.07713017512749094,0.07659017629763609,0.07605635300562025,0.0755286086967997,0.07500684870176881,0.07449098019303854,0.07398091214282106,0.07347655528189624,0.07297782205955743,0.07248462660456259,0.07199688468708555,0.07151451368165988,0.07103743253104677,0.07056556171102157,0.07009882319608103
9,TOI-3235b,0.1407379222345196,0.13965393202507492,0.13857715817384889,0.13750783764935506,0.13644618335203948,0.13539238577082296,0.13434661453078553,0.1333090198392201,0.1322797338366848,0.13125887185941065,0.13024653361887337,0.12924280430395213,0.12824775561085075,0.12726144670549897,0.126283925122838,0.12531522760721178,0.12435538089768128,0.12340440246187465,0.12246230118174131,0.12152907799440041,0.12060472649094546,0.11968923347598114,0.11878257949048529,0.11788473930031206,0.11699568235260217,0.11611537320221706,0.11524377191006088,0.11438083441517684,0.11352651288227786,0.11268075602630481,0.11184350941549298,0.11101471575432706,0.1101943151476794,0.10938224534733744,0.10857844198205063,0.10778283877215233,0.10699536772973521,0.1062159593453349,0.105444542761921,0.10468104593707547,0.10392539579407975,0.10317751836258758,0.10243733890960605,0.10170478206137226,0.1009797719166752,0.1002622321522266,0.0995520861205489,0.09884925694085687,0.09815366758337778,0.09746524094756394,0.09678389993452896,0.09610956751410357,0.09544216678688207,0.09478162104151604,0.09412785380761356,0.0934807889044974,0.09284035048609408,0.09220646308220126,0.09157905163636555,0.09095804154058892,0.09034335866706734,0.08973492939715418,0.0891326806477279,0.08853653989512607,0.08794643519682932,0.08736229521099188,0.08678404921401656,0.08621162711627772,0.08564495947608938,0.08508397751208463,0.08452861311408731,0.08397879885255359,0.0834344679867283,0.08289555447157271,0.08236199296354847,0.08183371882533527,0.08131066812958698,0.08079277766174572,0.08027998492200358,0.07977222812649543,0.07926944620773284,0.07877157881435638,0.07827856631028025,0.07779034977322269,0.07730687099271412,0.07682807246759958,0.07635389740308184,0.07588428970733994,0.07541919398775876,0.07495855554679515,0.07450232037752753,0.07405043515889442,0.0736028472506544,0.0731595046881192,0.0727203561766387,0.07228535108588155,0.07185443944395233,0.07142757193132195,0.0710046998746092,0.07058577524025834
