,Planet Name,TSM Estimate 3.9-3.939um,TSM Estimate 3.939-3.978um,TSM Estimate 3.978-4.017um,TSM Estimate 4.017-4.056um,TSM Estimate 4.056-4.095um,TSM Estimate 4.095-4.134um,TSM Estimate 4.134-4.173um,TSM Estimate 4.173-4.212um,TSM Estimate 4.212-4.251um,TSM Estimate 4.251-4.29um,TSM Estimate 4.29-4.329um,TSM Estimate 4.329-4.368um,TSM Estimate 4.368-4.407um,TSM Estimate 4.407-4.446um,TSM Estimate 4.446-4.485um,TSM Estimate 4.485-4.524um,TSM Estimate 4.524-4.563um,TSM Estimate 4.563-4.602um,TSM Estimate 4.602-4.641um,TSM Estimate 4.641-4.68um,TSM Estimate 4.68-4.719um,TSM Estimate 4.719-4.758um,TSM Estimate 4.758-4.797um,TSM Estimate 4.797-4.836um,TSM Estimate 4.836-4.875um,TSM Estimate 4.875-4.914um,TSM Estimate 4.914-4.953um,TSM Estimate 4.953-4.992um,TSM Estimate 4.992-5.031um,TSM Estimate 5.031-5.07um,TSM Estimate 5.07-5.109um,TSM Estimate 5.109-5.148um,TSM Estimate 5.148-5.187um,TSM Estimate 5.187-5.226um,TSM Estimate 5.226-5.265um,TSM Estimate 5.265-5.304um,TSM Estimate 5.304-5.343um,TSM Estimate 5.343-5.382um,TSM Estimate 5.382-5.421um,TSM Estimate 5.421-5.46um,TSM Estimate 5.46-5.499um,TSM Estimate 5.499-5.538um,TSM Estimate 5.538-5.577um,TSM Estimate 5.577-5.616um,TSM Estimate 5.616-5.655um,TSM Estimate 5.655-5.694um,TSM Estimate 5.694-5.733um,TSM Estimate 5.733-5.772um,TSM Estimate 5.772-5.811um,TSM Estimate 5.811-5.85um,TSM Estimate 5.85-5.889um,TSM Estimate 5.889-5.928um,TSM Estimate 5.928-5.967um,TSM Estimate 5.967-6.006um,TSM Estimate 6.006-6.045um,TSM Estimate 6.045-6.084um,TSM Estimate 6.084-6.123um,TSM Estimate 6.123-6.162um,TSM Estimate 6.162-6.201um,TSM Estimate 6.201-6.24um,TSM Estimate 6.24-6.279um,TSM Estimate 6.279-6.318um,TSM Estimate 6.318-6.357um,TSM Estimate 6.357-6.396um,TSM Estimate 6.396-6.435um,TSM Estimate 6.435-6.474um,TSM Estimate 6.474-6.513um,TSM Estimate 6.513-6.552um,TSM Estimate 6.552-6.591um,TSM Estimate 6.591-6.63um,TSM Estimate 6.63-6.669um,TSM Estimate 6.669-6.708um,TSM Estimate 6.708-6.747um,TSM Estimate 6.747-6.786um,TSM Estimate 6.786-6.825um,TSM Estimate 6.825-6.864um,TSM Estimate 6.864-6.903um,TSM Estimate 6.903-6.942um,TSM Estimate 6.942-6.981um,TSM Estimate 6.981-7.02um,TSM Estimate 7.02-7.059um,TSM Estimate 7.059-7.098um,TSM Estimate 7.098-7.137um,TSM Estimate 7.137-7.176um,TSM Estimate 7.176-7.215um,TSM Estimate 7.215-7.254um,TSM Estimate 7.254-7.293um,TSM Estimate 7.293-7.332um,TSM Estimate 7.332-7.371um,TSM Estimate 7.371-7.41um,TSM Estimate 7.41-7.449um,TSM Estimate 7.449-7.488um,TSM Estimate 7.488-7.527um,TSM Estimate 7.527-7.566um,TSM Estimate 7.566-7.605um,TSM Estimate 7.605-7.644um,TSM Estimate 7.644-7.683um,TSM Estimate 7.683-7.722um,TSM Estimate 7.722-7.761um,TSM Estimate 7.761-7.8um
0,TOI-5704b,0.7604677553226797,0.7509283103971222,0.741582460052447,0.7324248968356312,0.723450492084921,0.7146542890130617,0.7060314960775325,0.6975774806265973,0.6892877628096148,0.6811580097412601,0.6731840299089317,0.6653617678129821,0.6576872988303457,0.6501568242918729,0.6427666667640479,0.635513265526693,0.6283931722379529,0.6214030467784519,0.614539653266839,0.6077998562394804,0.6011806169867787,0.5946789900394525,0.5882921197983935,0.5820172373014707,0.5758516571214698,0.5697927743896013,0.5638380619387068,0.5579850675612753,0.5522314113770922,0.5465747833057896,0.5410129406397383,0.5355437057129162,0.5301649636616074,0.5248746602729492,0.5196707999175535,0.5145514435625785,0.5095147068617653,0.5045587583192931,0.4996818175240099,0.49488215345137615,0.49015808283010315,0.4855079685706056,0.4809302182529521,0.4764232826716703,0.4719856544348897,0.4676158666158397,0.46331249145434683,0.45907413910626615,0.4548994564388676,0.4507871258704567,0.4467358642521531,0.44274442179023493,0.4388115810075385,0.43493615574203337,0.4311169901813353,0.42735295793158473,0.4236429611193468,0.41998592952522074,0.416380819747892,0.4128266143974305,0.40932232131667856,0.4058669728296311,0.40245962501575405,0.3990993570092029,0.395785270322092,0.39251648819065593,0.38929215494368447,0.3861114353922624,0.38297351423988757,0.3798775955124218,0.3768229020070099,0.3738086747591457,0.37083417252742695,0.3678986712951991,0.3650014637884625,0.3621418590094402,0.35931918178536437,0.3565327723317085,0.35378198582944426,0.3510661920159137,0.3483847747886184,0.34573713182156285,0.3431226741938037,0.3405408260295384,0.3379910241495259,0.33547271773333254,0.33298536799205153,0.33052844785112157,0.3281014416428978,0.3257038448086043,0.32333516360941816,0.32099491484627024,0.31868262558808796,0.3163978329083086,0.3141400836291889,0.3119089340737403,0.3097039498251206,0.30752470549304844,0.30537078448709326,0.3032417787967272
1,TOI-672b,1.9739951989831233,1.9503161120269348,1.9270901187572007,1.9043057721733136,1.8819519659913646,1.860017924046109,1.8384931899493744,1.8173676170115627,1.7966313584291012,1.7762748577412755,1.7562888395564824,1.7366643005467328,1.7173925007096684,1.698464954894848,1.6798734245903226,1.6616099099664166,1.6436666421713841,1.6260360758739014,1.6087108820469735,1.5916839409881873,1.5749483355694596,1.5584973447107702,1.5423244370722184,1.5264232649573213,1.5107876584218718,1.4954116195826463,1.4802893171188374,1.4654150809610607,1.4507833971615314,1.4363889029396475,1.4222263818972292,1.408290759397748,1.3945770981040568,1.3810805936692137,1.3677965705751762,1.354720478114257,1.3418478865082786,1.3291744831610053,1.316696069038379,1.3044085551729379,1.2923079592876046,1.2803904025342308,1.268652106343548,1.2570893893821684,1.2456986646124257,1.2344764364521195,1.223419298030089,1.212523928534186,1.2017870906483101,1.191205628075752,1.180776463145016,1.1704965944955141,1.1603630948405934,1.1503731088043425,1.1405238508302047,1.1308126031584793,1.1212367138703232,1.1117935949958708,1.1024807206841643,1.0932956254326964,1.0842359023744246,1.0752992016202252,1.0664832286548116,1.0577857427841404,1.0492045556327931,1.0407375296889474,1.0323825768959585,1.024137657288596,1.016000777672069,1.0079699903429422,1.0000433918501772,0.992219121794612,0.9844953616661396,0.9768703337169001,0.969342299869254,0.9619095606573334,0.954570454201375,0.9473233552131493,0.9401666740316973,0.9330988556886223,0.926118379001381,0.9192237556939066,0.9124135295439103,0.9056862755553597,0.8990405991558265,0.892475135417596,0.885988548301833,0.8795795299250179,0.8732467998469374,0.86698910437944,0.860805215915472,0.8546939322774705,0.84865407608455,0.8426844941381814,0.8367840568252587,0.8309516575382433,0.8251862121120705,0.8194866582767992,0.8138519551257366,0.8082810825988521
2,TOI-199b,1.4251825514328151,1.4068684518793133,1.3889373483239138,1.3713783279042506,1.3541808649320501,1.3373348047581348,1.3208303483911799,1.3046580378330237,1.2888087420939693,1.2732736438550196,1.2580442267443557,1.2431122631970901,1.228469802869978,1.2141091615831312,1.200022910762239,1.186203867357234,1.1726450842134009,1.1593398408726656,1.1462816347839102,1.1334641729027144,1.12088136366082,1.1085273092876635,1.0963962984672193,1.0844827993132944,1.0727814526482709,1.061287065571051,1.0499946052996745,1.038899193276156,1.0279960995208004,1.0172807372242956,1.0067486575664053,0.9963955447506336,0.9862172112448135,0.9762095932180421,0.9663687461649039,0.9566908407083623,0.9471721585730667,0.9378090887215808,0.9285981236455825,0.9195358558056638,0.9106189742127567,0.9018442611445884,0.8932085889916752,0.8847089172268454,0.8763422894925808,0.8681058308015281,0.8599967448448949,0.8520123114040462,0.844149883860828,0.8364068868026737,0.8287808137179306,0.8212692247778017,0.8138697447014627,0.8065800607002951,0.7993979204983804,0.7923211304258265,0.785347553581945,0.778475108065386,0.771701765268452,0.7650255482329649,0.758444530065155,0.7519568324071809,0.7455606239629837,0.7392541190762255,0.7330355763584407,0.7269032973649623,0.7208556253172057,0.7148909438692609,0.7090076759168349,0.7032042824473025,0.69747926142905,0.6918311467383848,0.6862585071229713,0.6807599452001227,0.6753340964886249,0.6699796284728033,0.6646952396978677,0.6594796588949463,0.6543316441349001,0.6492499820100186,0.6442334868421841,0.6392809999167093,0.6343913887410958,0.629563546327366,0.624796390497487,0.6200888632108507,0.6154399299130662,0.6108485789052875,0.6063138207333445,0.6018346875959211,0.5974102327712363,0.5930395300613917,0.5887216732538096,0.5844557755993781,0.5802409693063652,0.576076405049728,0.5719612514954481,0.5678946948390362,0.5638759383578856,0.559904201977213
3,WASP-176b,0.9277578489321746,0.9156147293672104,0.9037312385717764,0.8920997745477541,0.8807130144731647,0.8695639025268216,0.8586456383189688,0.847951665894888,0.837475663279608,0.8272115325347963,0.8171533902997673,0.80729555879021,0.7976325572304775,0.7881590936959676,0.7788700573435016,0.7697605110095738,0.7608256841567361,0.7520609661498311,0.74346189984481,0.7350241754741431,0.7267436248130206,0.7186162156120921,0.7106380462832885,0.7028053408253944,0.6951144439774223,0.6875618165884948,0.680144031192899,0.6728577677804738,0.6656998097524233,0.658667040053439,0.6517564374714722,0.6449650730969417,0.6382901069336365,0.631728784653964,0.6252784344916065,0.6189364642650076,0.6127003585254157,0.6065676758237633,0.6005360460904301,0.5946031681230043,0.588766807176826,0.5830247926533797,0.5773750158823681,0.5718154279929961,0.5663440378702365,0.5609589101925541,0.5556581635472031,0.5504399686196179,0.5453025464535868,0.5402441667792705,0.535263146405743,0.530357847675381,0.5255266769775546,0.520768083318689,0.5160805569465671,0.5114626280263858,0.5069128653663882,0.5024298751909617,0.49801229995918306,0.4936588172269026,0.4893681385505328,0.4851390084308088,0.48097020329486084,0.4768605305149788,0.4728088274627012,0.4688139605965065,0.46487482458205276,0.4609903414435066,0.4571594597445746,0.45338115379831645,0.4496544229044546,0.44597829061296285,0.4423518040131583,0.4387740330471301,0.43524406984655256,0.43176102809197514,0.42832404239387806,0.4249322676943983,0.4215848786890632,0.4182810692678858,0.41502005197484393,0.4118010574851705,0.4086233340999077,0.4054861472568052,0.4023887790571955,0.39933052780812966,0.39631070757924736,0.3933286477738319,0.39038369271354006,0.38747520123627455,0.3846025463068097,0.3817651146395976,0.3789623063333444,0.3761935345170781,0.3734582250070713,0.37075581597434826,0.36808575762250684,0.36544751187528024,0.36284055207360155,0.36026436268198003
4,TOI-1801b,0.9045174491626443,0.8935959814622663,0.8828853588210935,0.8723801851783478,0.8620752284981477,0.8519654154481254,0.8420458262259763,0.8323116895348087,0.8227583777065878,0.81338140197339,0.8041764078847671,0.7951391708691008,0.786265591937147,0.7775516935249264,0.7689936154728907,0.7605876111387857,0.7523300436407027,0.7442173822270097,0.7362461987697599,0.7284131643783995,0.7207150461298455,0.7131487039116678,0.705711087375106,0.6983992329940343,0.6912102612266868,0.6841413737769763,0.6771898509516272,0.6703530491103002,0.6636283982053173,0.6570133994079452,0.6505056228182144,0.6441027052553205,0.6378023481257589,0.6316023153664042,0.6255004314598507,0.6194945795194009,0.6135826994411299,0.6077627861207608,0.6020328877326239,0.596391104068832,0.5908355849362719,0.5853645286091179,0.5799761803351625,0.574668830893806,0.5694408152036328,0.5642905109780808,0.5592163374272136,0.5542167540038949,0.5492902591927254,0.5444353893403664,0.539650717525398,0.5349348524664198,0.5302864374671411,0.5257041493967474,0.5211866977045597,0.5167328234675744,0.5123412984697202,0.5080109243116733,0.5037405315501091,0.49952897886533,0.49537515225622597,0.49127796426159,0.4872363532068293,0.48324928247512605,0.47931573980230496,0.47543473659427565,0.47160530726656275,0.46782650860498975,0.4640974191466257,0.4604171385805534,0.4567847871676137,0.45319950517833096,0.44966045234864505,0.4461668073526564,0.4427177672917939,0.43931254719982804,0.4359503795633459,0.43263051385689044,0.42935221609238644,0.42611476838248696,0.4229174685171097,0.4197596295528405,0.4166405794148911,0.4135596605109009,0.41051622935643545,0.40750965621165486,0.40453932472881693,0.4016046316102445,0.39870498627641315,0.395839810543791,0.39300853831219323,0.39021061526122264,0.3874454985555238,0.3847126565587074,0.38201156855542834,0.3793417244814663,0.376702624661658,0.3740937795552058,0.3715147095082329,0.36896494451349315
5,TOI-836c,1.243567121774529,1.2279930531676153,1.2127343912925883,1.1977825128344053,1.1831290838611725,1.1687660486939313,1.1546856192335986,1.1408802647276692,1.1273427019586075,1.1140658858377834,1.1010430003881084,1.0882674500990803,1.0757328516394165,1.0634330259119804,1.0513619904362632,1.0395139520451595,1.0278832998822247,1.0164645986865661,1.0052525823529992,0.9942421477559734,0.9834283488252848,0.9728063908629639,0.9623716250911768,0.9521195434205438,0.942045773429608,0.9321460735465618,0.9224163284238412,0.9128525444977682,0.9034508457249592,0.8942074694879172,0.8851187626625026,0.8761811778402846,0.8673912696991181,0.8587456915155652,0.8502411918130889,0.8418746111402083,0.8336428789730087,0.8255430107369562,0.8175721049424628,0.8097273404299424,0.8020059737194819,0.7944053364604945,0.786922832977632,0.7795559379086905,0.7723021939304541,0.7651592095692864,0.7581246570926685,0.7511962704783508,0.7443718434579267,0.7376492276320598,0.731026330653997,0.7245011144788167,0.7180715936759565,0.7117358338019959,0.705491949831687,0.6993381046446985,0.6932725075658984,0.6872934129570539,0.6813991188579016,0.6755879656746544,0.6698583349140725,0.6642086479613248,0.6586373648999354,0.6531429833721346,0.6477240374782429,0.642379096713205,0.6371067649392836,0.6319056793933356,0.6267745097271727,0.621711957080126,0.6167167531824098,0.6117876594879569,0.6069234663359823,0.60212299213998,0.5973850826031382,0.5927086099591935,0.588092472238015,0.583535592554657,0.5790369184212024,0.574595421080731,0.5702100948622834,0.5658799565562245,0.5616040448094537,0.5573814195393675,0.5532111613662478,0.5490923710632476,0.5450241690234086,0.5410056947430976,0.5370361063213026,0.5331145799741864,0.5292403095644893,0.5254125061451106,0.5216303975164214,0.5178932277970303,0.5142002570072303,0.5105507606648549,0.5069440293932614,0.5033793685407436,0.4998560978111295,0.4963735509053835
6,TOI-3807b,0.9799531439807558,0.9671788045466883,0.9546762723727396,0.9424376354303502,0.9304552701409635,0.9187218289135184,0.9072302282944642,0.8959736376975374,0.8849454686815765,0.8741393647476046,0.8635491916271564,0.8531690280354716,0.8429931568653979,0.8330160567984856,0.8232323943110899,0.8136370160552929,0.8042249415947825,0.7949913564772761,0.7859316056260943,0.777041187034762,0.7683157457486551,0.7597510681193037,0.751343076317736,0.7430878230933561,0.7349814867662451,0.7270203664414422,0.7192008774336798,0.7115195468925916,0.7039730096183131,0.6965580040582054,0.689271368475878,0.682110037284151,0.6750710375340607,0.668151485552412,0.6613485837207976,0.6546596173893673,0.6480819519189321,0.6416130298455632,0.635250368161584,0.6289915557079652,0.6228342506727815,0.6167761781906643,0.6108151280389924,0.6049489524262308,0.5991755638680709,0.5934929331477696,0.5878990873566887,0.5823921080114621,0.5769701292443864,0.5716313360640216,0.5663739626825746,0.5611962909073182,0.5560966485934317,0.5510734081552303,0.5461249851336027,0.5412498368170883,0.5364464609143482,0.5317133942758591,0.5270492116627422,0.5224525245607637,0.5179219800376088,0.5134562596416452,0.5090540783404579,0.5047141834974836,0.5004353538853348,0.49621639873402473,0.4920561568130151,0.4879534955455701,0.48390731015398153,0.4799165228347184,0.4759800819621679,0.4720969613197021,0.46826615935727856,0.4644866984743557,0.4607576243271439,0.4570780051592463,0.453446931154958,0.4498635138140842,0.4463268853475892,0.4428361980934125,0.4393906239514313,0.4359893538369757,0.4326315971523367,0.4293165812752993,0.4260435510643327,0.4228117683796834,0.4196205116198311,0.41646907527273513,0.4133567694813397,0.41028291962278673,0.40724686590093306,0.40424796295157206,0.4012855794599372,0.39835909779019835,0.3954679136262846,0.3926114356237545,0.3897890850724366,0.38700029556923615,0.38424451270086385,0.3815211937362915
7,TOI-4087b,1.0749979292560345,1.0608895680875956,1.0470838215073919,1.033571794604758,1.0203449206848958,1.0073949468680057,0.9947139204109298,0.98229417571148,0.9701283219571011,0.9582092313830413,0.9465300281063092,0.9350840775037269,0.9238649761050665,0.9128665419731525,0.9020828055444636,0.8915080009061273,0.8811365574857145,0.8709630921319715,0.8609824015658732,0.8511894551828931,0.8415793881876587,0.8321474950439914,0.8228892232242879,0.8138001672423835,0.8048760629556697,0.7961127821230175,0.7875063272050502,0.7790528263950537,0.7707485288687659,0.7625898002422163,0.7545731182273381,0.7466950684756106,0.7389523406005509,0.7313417243703435,0.7238601060623863,0.7165044649719632,0.7092718700676168,0.7021594767864427,0.6951645239622746,0.6882843308809692,0.6815162944566295,0.6748578865229378,0.6683066512346656,0.6618602025740854,0.6555162219572875,0.6492724559362426,0.643126713992022,0.6370768664150752,0.6311208422686538,0.6252566274319163,0.6194822627188009,0.6137958420695129,0.6081955108116179,0.6026794639873009,0.5972459447442684,0.5918932427873764,0.5866196928884094,0.5814236734515352,0.5763036051320536,0.5712579495061957,0.5662852077898167,0.5613839196039425,0.556552661785217,0.5517900472393494,0.5470947238359496,0.542465373342729,0.5379007103978297,0.5333994815185636,0.5289604641449379,0.5245824657168797,0.5202643227836549,0.5160049001440489,0.5118030900164011,0.507657811237118,0.503568008486557,0.499532651541208,0.4955507345513373,0.49162127534281774,0.4877433147423587,0.48391591592538213,0.48013816378539825,0.4764091643242091,0.4727280440622967,0.46909394946832006,0.4655060464072897,0.46196351960657933,0.4584655721391593,0.4550114249234076,0.4516003162389002,0.44823150125755923,0.4449042515897011,0.44161785484431326,0.4383716142030827,0.435164848007845,0.4319968893607135,0.4288670857365676,0.4257747986075879,0.4227194030791637,0.41970028753689625,0.41671685330447195
8,TOI-2818b,1.5879833305122215,1.5673093780093756,1.547074644862496,1.527266369691733,1.507872255275303,1.4888804485560945,1.4702795216269011,1.4520584536422612,1.4342066136064668,1.416713743992027,1.399569945143997,1.382765660428172,1.3662916620847134,1.3501390377497202,1.3342991776093889,1.3187637621545907,1.3035247505041727,1.2885743692676115,1.2739051019192456,1.2595096786583593,1.2453810667295775,1.2315124611805828,1.2178972760354099,1.2045291358617036,1.1914018677125864,1.17850949342483,1.1658462222548884,1.1534064438368212,1.1411847214459654,1.1291757855535247,1.1173745276579357,1.1057759943796237,1.0943753818064974,1.0831680300781712,1.0721494181975644,1.0613151590591083,1.0506609946832839,1.0401827916481128,1.029876536707821,1.0197383325906715,1.009764393967392,0.9999510435820684,0.9902947085386735,0.9807919167358603,0.9714392934430408,0.9622335580119684,0.9531715207174004,0.9442500797211026,0.9354662181537265,0.926817001309723,0.9182995739497772,0.9099111577063591,0.901649048588179,0.8935106145786825,0.8854932933250732,0.8775945899137354,0.8698120747284478,0.8621433813878928,0.8545862047591098,0.8471382990437258,0.839797475933922,0.832561602835254,0.8254286011535699,0.8183964446433325,0.8114631578150799,0.8046268143991415,0.7978855358638763,0.7912374899859972,0.7846808894706602,0.7782139906198066,0.771835092046604,0.7655425334339515,0.7593346943357712,0.7532099930191286,0.7471668853455989,0.7412038636903572,0.7353194558978192,0.7295122242719894,0.7237807646004142,0.7181237052106695,0.7125397060577351,0.707027457841303,0.7015856811521164,0.6962131256457788,0.69090856924344,0.6856708173581476,0.6804987021459881,0.6753910817810963,0.6703468397536796,0.6653648841901647,0.6604441471948183,0.6555835842118741,0.6507821734074853,0.6460389150710357,0.641352831034736,0.6367229641110542,0.6321483775475354,0.6276281544980323,0.6231613975099576,0.6187472280272409
9,TOI-3235b,1.8648626788955776,1.8431460589724094,1.821828108542911,1.8008993733656238,1.780350650581224,1.7601729827984707,1.7403576521583606,1.7208961744013798,1.7017802929577437,1.6830019730797512,1.6645533960309982,1.646426953344923,1.6286152411645929,1.6111110546723086,1.593907382616067,1.5769974019399762,1.560374472522869,1.5440321320289554,1.5279640908733836,1.512164227305338,1.496626582609094,1.4813453564242143,1.466314902185506,1.4515297226815689,1.436984465731721,1.4226739199807106,1.4085930108089266,1.3947367963574264,1.3811004636655821,1.3676793249195336,1.3544688138093748,1.341464481992873,1.3286619956634675,1.3160571322201857,1.3036457770370988,1.2914239203298934,1.2793876541170075,1.2675331692732532,1.2558567526727102,1.2443547844193101,1.2330237351622777,1.2218601634936759,1.210860713426411,1.2000221119499812,1.1893411666613258,1.1788147634692427,1.1684398643696943,1.1582135052898486,1.1481327939987456,1.1381949080829437,1.1283970929844398,1.1187366600992517,1.1092109849350797,1.0998175053254267,1.090553719699037,1.0814171854025654,1.0724055170748454,1.0635163850711051,1.054747513935507,1.04609668092046,1.0375617145511888,1.0291404932340948,1.0208309439074965,1.0126310407332948,1.0045388038285288,0.9965522980349392,0.9886696317259678,0.9808889556496786,0.9732084618061445,0.965626382358757,0.9581409885780646,0.9507505898168164,0.9434535325157569,0.9362481992388261,0.9291330077368186,0.9221064100385767,0.9151668915691797,0.9083129702937066,0.9015431958860296,0.894856148922087,0.888250440096331,0.8817247094608707,0.8752776256868539,0.8689078853467841,0.8626142122176365,0.8563953566038391,0.850250094679574,0.8441772278497713,0.8381755821292236,0.8322440075391792,0.826381377521053,0.8205865883664739,0.8148585586632207,0.8091962287568544,0.8035985602270745,0.7980645353785795,0.7925931567462166,0.7871834466135156,0.7818344465444199,0.7765452169281112
