,Planet Name,Full Phase Curve SNR 3.9-3.939um,Full Phase Curve SNR 3.939-3.978um,Full Phase Curve SNR 3.978-4.017um,Full Phase Curve SNR 4.017-4.056um,Full Phase Curve SNR 4.056-4.095um,Full Phase Curve SNR 4.095-4.134um,Full Phase Curve SNR 4.134-4.173um,Full Phase Curve SNR 4.173-4.212um,Full Phase Curve SNR 4.212-4.251um,Full Phase Curve SNR 4.251-4.29um,Full Phase Curve SNR 4.29-4.329um,Full Phase Curve SNR 4.329-4.368um,Full Phase Curve SNR 4.368-4.407um,Full Phase Curve SNR 4.407-4.446um,Full Phase Curve SNR 4.446-4.485um,Full Phase Curve SNR 4.485-4.524um,Full Phase Curve SNR 4.524-4.563um,Full Phase Curve SNR 4.563-4.602um,Full Phase Curve SNR 4.602-4.641um,Full Phase Curve SNR 4.641-4.68um,Full Phase Curve SNR 4.68-4.719um,Full Phase Curve SNR 4.719-4.758um,Full Phase Curve SNR 4.758-4.797um,Full Phase Curve SNR 4.797-4.836um,Full Phase Curve SNR 4.836-4.875um,Full Phase Curve SNR 4.875-4.914um,Full Phase Curve SNR 4.914-4.953um,Full Phase Curve SNR 4.953-4.992um,Full Phase Curve SNR 4.992-5.031um,Full Phase Curve SNR 5.031-5.07um,Full Phase Curve SNR 5.07-5.109um,Full Phase Curve SNR 5.109-5.148um,Full Phase Curve SNR 5.148-5.187um,Full Phase Curve SNR 5.187-5.226um,Full Phase Curve SNR 5.226-5.265um,Full Phase Curve SNR 5.265-5.304um,Full Phase Curve SNR 5.304-5.343um,Full Phase Curve SNR 5.343-5.382um,Full Phase Curve SNR 5.382-5.421um,Full Phase Curve SNR 5.421-5.46um,Full Phase Curve SNR 5.46-5.499um,Full Phase Curve SNR 5.499-5.538um,Full Phase Curve SNR 5.538-5.577um,Full Phase Curve SNR 5.577-5.616um,Full Phase Curve SNR 5.616-5.655um,Full Phase Curve SNR 5.655-5.694um,Full Phase Curve SNR 5.694-5.733um,Full Phase Curve SNR 5.733-5.772um,Full Phase Curve SNR 5.772-5.811um,Full Phase Curve SNR 5.811-5.85um,Full Phase Curve SNR 5.85-5.889um,Full Phase Curve SNR 5.889-5.928um,Full Phase Curve SNR 5.928-5.967um,Full Phase Curve SNR 5.967-6.006um,Full Phase Curve SNR 6.006-6.045um,Full Phase Curve SNR 6.045-6.084um,Full Phase Curve SNR 6.084-6.123um,Full Phase Curve SNR 6.123-6.162um,Full Phase Curve SNR 6.162-6.201um,Full Phase Curve SNR 6.201-6.24um,Full Phase Curve SNR 6.24-6.279um,Full Phase Curve SNR 6.279-6.318um,Full Phase Curve SNR 6.318-6.357um,Full Phase Curve SNR 6.357-6.396um,Full Phase Curve SNR 6.396-6.435um,Full Phase Curve SNR 6.435-6.474um,Full Phase Curve SNR 6.474-6.513um,Full Phase Curve SNR 6.513-6.552um,Full Phase Curve SNR 6.552-6.591um,Full Phase Curve SNR 6.591-6.63um,Full Phase Curve SNR 6.63-6.669um,Full Phase Curve SNR 6.669-6.708um,Full Phase Curve SNR 6.708-6.747um,Full Phase Curve SNR 6.747-6.786um,Full Phase Curve SNR 6.786-6.825um,Full Phase Curve SNR 6.825-6.864um,Full Phase Curve SNR 6.864-6.903um,Full Phase Curve SNR 6.903-6.942um,Full Phase Curve SNR 6.942-6.981um,Full Phase Curve SNR 6.981-7.02um,Full Phase Curve SNR 7.02-7.059um,Full Phase Curve SNR 7.059-7.098um,Full Phase Curve SNR 7.098-7.137um,Full Phase Curve SNR 7.137-7.176um,Full Phase Curve SNR 7.176-7.215um,Full Phase Curve SNR 7.215-7.254um,Full Phase Curve SNR 7.254-7.293um,Full Phase Curve SNR 7.293-7.332um,Full Phase Curve SNR 7.332-7.371um,Full Phase Curve SNR 7.371-7.41um,Full Phase Curve SNR 7.41-7.449um,Full Phase Curve SNR 7.449-7.488um,Full Phase Curve SNR 7.488-7.527um,Full Phase Curve SNR 7.527-7.566um,Full Phase Curve SNR 7.566-7.605um,Full Phase Curve SNR 7.605-7.644um,Full Phase Curve SNR 7.644-7.683um,Full Phase Curve SNR 7.683-7.722um,Full Phase Curve SNR 7.722-7.761um,Full Phase Curve SNR 7.761-7.8um
0,TOI-5704b,0.6504973968993109,0.6579452121817955,0.6651942300475925,0.6722460722629311,0.6791025216211102,0.6857655073037145,0.6922370910704164,0.6985194542480737,0.7046148854885174,0.7105257692648824,0.7162545750755266,0.7218038473246438,0.727176195849553,0.7323742870644417,0.7374008356908651,0.7422585970465906,0.7469503598644119,0.7514789396136182,0.755847172297662,0.7600579087027282,0.764114009072118,0.7680183381829381,0.7717737608025574,0.775383137502552,0.778849320809474,0.78217515167273,0.7853634562300077,0.7884170428525631,0.7913386994528864,0.7941311910383825,0.7967972574954911,0.7993396115894558,0.8017609371657446,0.8040638875398437,0.8062510840629056,0.8083251148513747,0.8102885336693488,0.8121438589533349,0.8138935729689679,0.8155401210908357,0.8170859111963321,0.8185333131649682,0.8198846584758089,0.8211422398954248,0.8223083112492287,0.8233850872701887,0.8243747435185366,0.8252794163667684,0.8261012030445916,0.8268421617391262,0.8275043117451923,0.828089633661535,0.8286000696291611,0.8290375236073952,0.8294038616845889,0.8297009124198997,0.829930467213104,0.830094280699555,0.8301940711675778,0.8302315209958112,0.8302082771081579,0.8301259514441917,0.8299861214430048,0.8297903305385868,0.8295400886652377,0.8292368727709425,0.8288821273377779,0.8284772649077391,0.8280236666124866,0.8275226827063396,0.8269756331011987,0.8263838079021852,0.8257484679435841,0.82507084532395,0.8243521439396377,0.8235935400160505,0.8227961826363016,0.8219611942662168,0.8210896712754118,0.820182684454207,0.8192412795254909,0.8182664776513796,0.817259275934593,0.8162206479136929,0.815151544052402,0.8140528922225242,0.8129255981803324,0.8117705460362296,0.8105885987175541,0.8093805984243243,0.8081473670780002,0.8068897067629383,0.8056084001605257,0.804304210976252,0.8029778843591884,0.8016301473141025,0.8002617091064262,0.7988732616596174,0.7974654799451513,0.79603902236549
1,TOI-672b,0.7851632836497892,0.8053243628186256,0.825410540442173,0.8454104947577393,0.8653134165197189,0.8851090032232029,0.9047874522282963,0.924339452911867,0.9437561779643762,0.9630292739424812,0.9821508511794899,1.00111347314819,1.0199101453642507,1.0385343039106931,1.0569798036573688,1.0752409062440662,1.0933122678890406,1.1111889270795947,1.1288662921961055,1.1463401291164568,1.1636065488421503,1.1806619951840904,1.1975032325420576,1.2141273338071608,1.2305316684141216,1.2467138905670947,1.2626719276585971,1.2784039688999123,1.2939084541777888,1.3091840631503704,1.3242297045931064,1.3390445060034737,1.3536278034715803,1.3679791318221053,1.3820982150316248,1.3959849569240241,1.4096394321454122,1.4230618774194201,1.436252683081558,1.4492123848922183,1.4619416561258147,1.4744412999328413,1.4867122419723435,1.498755523310496,1.510572293580527,1.5221638044001506,1.533531403040913,1.544676526344127,1.5556006948778403,1.5663055073296646,1.5767926351286752,1.587063817290814,1.5971208554821943,1.6069656092931217,1.6165999917175877,1.626025964831605,1.6352455356643683,1.6442607522560835,1.6530736998964297,1.661686497537629,1.6701012943761981,1.6783202665975638,1.6863456142777968,1.6941795584366983,1.7018243382372276,1.7092822083248487,1.7165554363026652,1.723646300336666,1.7305570868855515,1.7372900885512592,1.7438476020449143,1.7502319262630666,1.7564453604707713,1.7624902025864684,1.7683687475644778,1.774083285870971,1.7796361020501463,1.785029473375705,1.7902656685844498,1.79534694668894,1.8002755558647172,1.8050537324092604,1.8096836997700412,1.8141676676373273,1.8185078310998586,1.8227063698599462,1.826765447505402,1.8306872108356012,1.8344737892391565,1.8381272941205844,1.8416498183740058,1.8450434359010819,1.8483102011711243,1.8514521488219877,1.8544712932986196,1.8573696285279,1.8601491276284485,1.8628117426525668,1.865359404359129,1.8677940220165288
2,TOI-199b,0.02913184967833141,0.03138423584799663,0.03375364947246124,0.03624247651806196,0.038852981712548834,0.04158730469786032,0.044447456659039764,0.04743531742181646,0.050552633009332715,0.05380101364676761,0.057181932201010206,0.060696723041164004,0.06434658130455939,0.06813256255192995,0.07205558279460987,0.07611641887603218,0.08031570918927633,0.08465395471209565,0.08913152034065437,0.09374863650315174,0.09850540103445816,0.10340178129307659,0.10843761650196991,0.11361262029499103,0.11892638345109716,0.12437837679895793,0.12996795427492852,0.13569435611801053,0.14155671218588473,0.14755404537671554,0.15368527514203315,0.15994922107661808,0.16634460657196048,0.17287006252050433,0.17952413105855058,0.1863052693363363,0.1932118533044492,0.20024218150644635,0.20739447886801737,0.21466690047389014,0.22205753532411557,0.22956441006194447,0.237185492666284,0.24491869610210024,0.2527618819226659,0.26071286381828035,0.2687694111063788,0.27692925215850744,0.28519007776010513,0.29354954439958036,0.3020052774833344,0.3105548744740052,0.3191959079496206,0.3279259285814011,0.33674246802867386,0.34564304174941235,0.3546251517253288,0.3636862891006958,0.3728239367343468,0.38203557166454305,0.39131866748662336,0.4006706966435651,0.4100891326297868,0.4195714521086566,0.42911513694450293,0.4387176761496981,0.4483765677480527,0.458089320555482,0.46785345587900906,0.47766650913565545,0.48752603139249545,0.49742959082918803,0.5073747741248237,0.5173591877705,0.5273804593092958,0.53743623850533,0.5475241984438518,0.5576420365638184,0.5677874756249094,0.5779582646109537,0.5881521795712821,0.5983670244019849,0.6086006315691094,0.6188508627752246,0.6291156095715463,0.6393927939172529,0.6496803686878625,0.6599763181344408,0.6702786582954373,0.6805854373628327,0.6908947360044759,0.701204667644123,0.7115133787008782,0.7218190487899597,0.7321198908859725,0.7424141514504725,0.7527001105255832,0.7629760817947592,0.7732404126123585,0.7834914840037874
3,WASP-176b,5.899831187249923,5.883189592687678,5.865915410127486,5.848046180155611,5.829617754936018,5.8106643675510705,5.791218699046593,5.771311943187138,5.7509738689333645,5.73023288067045,5.7091160762186455,5.687649302663876,5.665857210056555,5.643763303026146,5.6213899903623235,5.59875863262136,5.575889587812535,5.552802255223058,5.529515117440617,5.506045780635175,5.482411013156199,5.458626782506188,5.434708290750727,5.41067000841958,5.386525706957359,5.362288489781003,5.337970821994899,5.313584558819874,5.289140972786159,5.26465077974081,5.240124163718313,5.215570800721313,5.190999881457149,5.166420133074033,5.141839839939437,5.117266863501484,5.092708661272405,5.068172304973384,5.043664497874234,5.019191591366281,4.994759600800477,4.97037422062156,4.946040838832042,4.9217645508142365,4.897550172537249,4.873402253179087,4.849325087188024,4.825322725808233,4.801398988093466,4.777557471433435,4.753801561611821,4.73013444241819,4.706559104835233,4.683078355817119,4.659694826680065,4.636410981121087,4.613229122881916,4.590151403073971,4.567179827179505,4.5443162617434565,4.52156244076979,4.498919971835588,4.476390341935503,4.453974923068274,4.431674977578121,4.409491663259355,4.387426038237689,4.3654790656368485,4.343651618038818,4.321944481749367,4.300358360876274,4.278893881227313,4.257551594038506,4.236331979538562,4.21523545035681,4.19426235478145,4.173412979876364,4.152687554460206,4.132086251955064,4.111609193111624,4.09125644861388,4.071028041569843,4.050923949894495,4.030944108586982,4.011088411909075,3.99135671546798,3.9717488382080224,3.9522645643151404,3.932903645038005,3.9136658004291043,3.8945507210101042,3.8755580693636498,3.856687481655053,3.837938569088345,3.819310919297231,3.8008040976748867,3.7824176486463124,3.7641510968835443,3.7460039484672243,3.727975691998269
4,TOI-1801b,0.05913485701075981,0.06183777403968362,0.06459280547834624,0.06739836991111174,0.07025284834425315,0.0731545888624201,0.07610191113327885,0.07909311075290643,0.0821264634259454,0.08520022897599677,0.08831265518292006,0.09146198144485214,0.09464644226387782,0.0978642705551559,0.10111370078014442,0.10439297190540794,0.10770033018907241,0.11103403179761391,0.11439234525618198,0.11777355373614723,0.12117595718383771,0.12459787429484005,0.12803764433852083,0.13149362883752544,0.13496421310729,0.1384478076607354,0.14194284948327476,0.1454478031834865,0.1489611620247158,0.15248144884291218,0.15600721685597757,0.1595370503698484,0.1630695653864738,0.16660341011876256,0.1701372654174842,0.1736698451149916,0.1771998962905067,0.1807261994616419,0.18424756870654646,0.18776285172114057,0.19127092981559402,0.19477071785404604,0.198261164141587,0.201741250262201,0.20520999087121902,0.2086664334458516,0.2121096579970334,0.21553877674573654,0.21895293376675884,0.22235130460293595,0.22573309585237794,0.22909754473137658,0.23244391861551053,0.23577151456112125,0.23907965880948923,0.2423677062757206,0.24563504002431819,0.24888107073327706,0.25210523614843683,0.25530700052971644,0.25848585409075525,0.2616413124333863,0.2647729159782769,0.26788022939295697,0.2709628410184722,0.2740203622955782,0.27705242719165357,0.28005869162917285,0.2830388329165135,0.28599254918204037,0.28891955881211273,0.2918195998935901,0.29469242966161124,0.29753782395308964,0.3003555766664286,0.30314549922790046,0.3059074200652152,0.3086411840884582,0.31134665217881047,0.3140237006854281,0.3166722209305512,0.31929211872314567,0.3218833138813672,0.32444573976378355,0.3269793428096826,0.3294840820884683,0.33195992885825765,0.33440686613373033,0.33682488826327883,0.3392140005154491,0.34157421867475074,0.34390556864672506,0.34620808607226367,0.34848181595127015,0.3507268122753982,0.35294313766990726,0.35513086304465746,0.3572900672539584,0.35942083676527153,0.36152326533680834
5,TOI-836c,0.40760569464917146,0.4189566042909035,0.4302958854171779,0.4416166012389688,0.45291207224820507,0.4641758764205108,0.4754018486312344,0.4865840793562878,0.4977169127252138,0.508794943990825,0.5198130164756689,0.5307662180519462,0.5416498772084424,0.5524595587541572,0.5631910592049637,0.5738404018968846,0.5844038318659633,0.594877810531933,0.6052590102200396,0.6155443085529001,0.6257307827411467,0.635815703799664,0.6457965307139827,0.6556709045786342,0.6654366427278042,0.675091732876708,0.6846343272897021,0.6940627369902588,0.7033754260258334,0.712571005799393,0.7216482294780087,0.7306059864876322,0.7394432971020413,0.7481593071328411,0.7567532827264454,0.7652246052730379,0.7735727664316199,0.781797363274774,0.7898980935553924,0.7978747510979449,0.8057272213155501,0.8134554768535568,0.8210595733606025,0.8285396453869485,0.8358959024095391,0.8431286249835725,0.850238161019308,0.8572249221828286,0.8640893804192682,0.8708320645970955,0.877453557271054,0.8839544915619321,0.890335548151243,0.8965974523878965,0.9027409715049751,0.9087669119438533,0.9146761167831702,0.9204694632700396,0.9261478604508454,0.9317122468989544,0.9371635885366473,0.942502876548592,0.9477311253841638,0.9528493708458603,0.9578586682614411,0.9627600907365822,0.9675547274860888,0.9722436822407983,0.9768280717273627,0.9813090242189864,0.9856876781543802,0.9899651808222629,0.994142687109636,0.998221358311159,1.0022023609974107,1.0060868659398097,1.0098760470904633,1.0135710806142562,1.0171731439714506,1.020683415049137,1.024103071339021,1.027433289159997,1.0306752429240216,1.033830104442845,1.0368990422745408,1.0398832211078664,1.0427838011829862,1.045601937746989,1.0483387805427589,1.0509954733296751,1.0535731534349908,1.0560729513342675,1.0584959902596376,1.0608433858350703,1.0631162457367982,1.065315669378082,1.0674427476175006,1.0694985624890962,1.0714841869536393,1.0734006846704403
6,TOI-3807b,9.502386205884124,9.482407778573165,9.461223157532864,9.438896558962396,9.415489501420511,9.39106090624101,9.365667195439366,9.339362387017283,9.312198187590006,9.284224082295864,9.255487421958223,9.22603350748738,9.19590567153243,9.165145357397716,9.133792195248828,9.101884075650391,9.069457220476119,9.036546251241454,9.003184254913908,8.969402847263556,8.93523223381065,8.900701268437512,8.865837509733717,8.830667275136655,8.79521569293826,8.75950675222879,8.723563350839884,8.687407341359808,8.651059575285235,8.614539945376217,8.577867426279314,8.541060113482366,8.504135260663272,8.467109315493431,8.429997953955116,8.39281611323041,8.355578023216886,8.318297236726812,8.280986658417403,8.243658572508606,8.206324669334933,8.168996070776373,8.131683354619078,8.09439657788736,8.057145299187273,8.019938600107485,7.982785105713782,7.945693004175059,7.908670065557292,7.87172365982334,7.834860774067435,7.798088029019042,7.761411694849273,7.724837706304347,7.688371677199166,7.652018914296048,7.615784430595276,7.579672958062641,7.543688959817832,7.507836641806824,7.472119963980201,7.436542650998591,7.401108202485444,7.365819902845941,7.330680830672699,7.295693867751672,7.26086170769017,7.226186864180939,7.1916716789157675,7.157318329167747,7.123128835054244,7.089105066492124,7.055248749862549,7.021561474395059,6.988044698282947,6.954699754541281,6.92152785662115,6.888530103786339,6.855707486264572,6.823060890184793,6.790591102305663,6.758298814545997,6.726184628327594,6.6942490587338614,6.6624925384959965,6.6309154218119355,6.599517988005713,6.568300445033835,6.5372629328451985,6.506405526600149,6.475728239756035,6.445231027022922,6.414913787195367,6.384776365867843,6.354818558034777,6.325040110581959,6.295440724675575,6.266020058049578,6.236777727197234,6.2077133094733465
7,TOI-4087b,6.598920856549537,6.600932419748983,6.601721030239086,6.601336421766472,6.599826700265219,6.597238378572914,6.593616412403957,6.589004237293335,6.583443806251117,6.576975627906004,6.569638804936621,6.561471072613635,6.552508837303254,6.542787214796589,6.532340068346914,6.521200046318647,6.509398619359533,6.496966117022815,6.483931763777553,6.470323714357651,6.456169088403109,6.441494004360716,6.426323612618554,6.410682127849358,6.394592860549051,6.37807824776181,6.361159882981017,6.3438585452274685,6.326194227303847,6.30818616322965,6.289852854862961,6.271212097717358,6.252281005984466,6.233076036773887,6.213613013583884,6.193907149017125,6.173973066756361,6.153824822817745,6.133475926094905,6.112939358214807,6.092227592721011,6.071352613600079,6.050325933172486,6.029158609363951,6.007861262373235,5.986444090757627,5.964916886951363,5.94328905223432,5.921569611168115,5.899767225518607,5.8778902076778365,5.855946533603372,5.833943855292741,5.8118895128045285,5.789790545844785,5.767653704931859,5.745485462154484,5.723292021537196,5.701079329026648,5.67885308211219,5.656618739093503,5.634381528007879,5.612146455229239,5.589918313750265,5.567701691160594,5.545500977328838,5.523320371802824,5.501163890936638,5.479035374752804,5.456938493552523,5.434876754281567,5.41285350665924,5.390871949082358,5.368935134310476,5.347045974940526,5.325207248678602,5.303421603418405,5.281691562130375,5.260019527570108,5.2384077868142604,5.216858515627338,5.195373782667203,5.173955553536807,5.152605694684497,5.131325977161562,5.11011808024076,5.088983594901535,5.067924027186737,5.046940801435786,5.02603526339844,5.005208683234722,4.984462258403828,4.963797116446452,4.943214317666404,4.92271485771226,4.902299670064277,4.881969628431446,4.861725549059239,4.841568192952694,4.821498268019903
8,TOI-2818b,7.924175806046287,7.935110101667574,7.944397308600097,7.952097957957333,7.958270857782234,7.962973112038339,7.966260142751406,7.9681857148564985,7.968801963342252,7.968159422334676,7.966307055791858,7.963292289514678,7.959161044216276,7.953957769413891,7.947725477932018,7.940505780836073,7.932338922628693,7.923263816563044,7.9133180799445135,7.902538069310662,7.890958915385816,7.878614557726269,7.865537778983658,7.851760238717329,7.837312506702836,7.822224095692114,7.806523493580659,7.79023819495378,7.773394731982964,7.756018704651714,7.738134810294399,7.719766872435874,7.700937868923528,7.6816699593466335,7.661984511740999,7.641902128579449,7.6214426720503745,7.600625288631338,7.579468432959923,7.557989891014809,7.53620680261428,7.514135683240267,7.491792445203852,7.469192418162105,7.446350368996945,7.423280521073787,7.399996572890943,7.376511716133894,7.352838653148685,7.328989613851735,7.304976372086173,7.280810261441513,7.256502190553361,7.232062657892857,7.207501766064445,7.18282923562415,7.158054418432964,7.133186310559172,7.108233564743265,7.083204502438873,7.0581071254428265,7.0329491271273135,7.007737903286724,6.982480562611022,6.957183936799691,6.931854590323909,6.906498829853063,6.8811227133546,6.855732058876084,6.830332453024027,6.804929259147701,6.77952762523591,6.754132491540429,6.7287485979329364,6.703380491004557,6.678032530916755,6.652708898014734,6.627413599207488,6.6021504741245804,6.576923201059299,6.551735302701741,6.526590151671121,6.501490975856236,6.4764408635664505,6.451442768503707,6.426499514559841,6.401613800445944,6.3767882041595705,6.352025187295574,6.3273270992056005,6.302696181012945,6.278134569486016,6.25364430077589,6.229227314025062,6.204885454848156,6.180620478691074,6.156434054074543,6.132327765722627,6.108303117581954,6.084361535737938
9,TOI-3235b,2.3516228819746696,2.42611946254686,2.5008860900341974,2.5758730071172318,2.651031666873101,2.7263147733260613,2.8016763155623123,2.8770715958107904,2.9524572518806163,3.027791274339089,3.1030330188001685,3.178143213680653,3.2530839637708233,3.3278187499497562,3.402312425361238,3.476531208354472,3.5504426724761666,3.624015733787063,3.697220635761434,3.770028932015186,3.842413467090637,3.91434835551535,3.98580895933932,4.056771864338322,4.127214855062053,4.197116888893897,4.266458069273482,4.335219618227249,4.403383848338135,4.4709341342768,4.537854884007016,4.604131509768602,4.669750398932889,4.7346988848173295,4.798965217538446,4.862538534974909,4.925408833905478,4.987566941381917,5.049004486386799,5.1097138718265995,5.169688246900658,5.228921479881617,5.287408131342984,5.345143427860787,5.402123236212444,5.458344038096869,5.513802905391709,5.568497475962234,5.6224259300338035,5.675586967139204,5.72797978364456,5.77960405086008,5.830459893740308,5.880547870170958,5.929868950845151,5.978424499725286,6.026216255087565,6.073246311144568,6.119517100240223,6.165031375610551,6.209792194702758,6.253802903044509,6.297067118654622,6.339588716985266,6.381371816387668,6.42242076408736,6.4627401226625425,6.5023346570127645,6.541209321804929,6.579369249389033,6.616819738170411,6.6535662414249614,6.689614356549735,6.724969814734833,6.7596384710450925,6.793626294899941,6.826939360942621,6.859583840283298,6.891565992106895,6.922892155636481,6.953568742437345,6.983602229052827,7.012999149963588,7.041766090855056,7.069909682187073,7.097436593053539,7.124353525322878,7.150667208049584,7.1763843921476145,7.201511845315825,7.226056347208125,7.2500246848375,7.273423648205913,7.296260026154555,7.318540602421963,7.34027215190444,7.361461437113129,7.38211520481628,7.402240182861412,7.421843077173423
