,Planet Name,Eclipse Flux Ratio 1.95-1.989um,Eclipse Flux Ratio 1.989-2.028um,Eclipse Flux Ratio 2.028-2.067um,Eclipse Flux Ratio 2.067-2.106um,Eclipse Flux Ratio 2.106-2.145um,Eclipse Flux Ratio 2.145-2.184um,Eclipse Flux Ratio 2.184-2.223um,Eclipse Flux Ratio 2.223-2.262um,Eclipse Flux Ratio 2.262-2.301um,Eclipse Flux Ratio 2.301-2.34um,Eclipse Flux Ratio 2.34-2.379um,Eclipse Flux Ratio 2.379-2.418um,Eclipse Flux Ratio 2.418-2.457um,Eclipse Flux Ratio 2.457-2.496um,Eclipse Flux Ratio 2.496-2.535um,Eclipse Flux Ratio 2.535-2.574um,Eclipse Flux Ratio 2.574-2.613um,Eclipse Flux Ratio 2.613-2.652um,Eclipse Flux Ratio 2.652-2.691um,Eclipse Flux Ratio 2.691-2.73um,Eclipse Flux Ratio 2.73-2.769um,Eclipse Flux Ratio 2.769-2.808um,Eclipse Flux Ratio 2.808-2.847um,Eclipse Flux Ratio 2.847-2.886um,Eclipse Flux Ratio 2.886-2.925um,Eclipse Flux Ratio 2.925-2.964um,Eclipse Flux Ratio 2.964-3.003um,Eclipse Flux Ratio 3.003-3.042um,Eclipse Flux Ratio 3.042-3.081um,Eclipse Flux Ratio 3.081-3.12um,Eclipse Flux Ratio 3.12-3.159um,Eclipse Flux Ratio 3.159-3.198um,Eclipse Flux Ratio 3.198-3.237um,Eclipse Flux Ratio 3.237-3.276um,Eclipse Flux Ratio 3.276-3.315um,Eclipse Flux Ratio 3.315-3.354um,Eclipse Flux Ratio 3.354-3.393um,Eclipse Flux Ratio 3.393-3.432um,Eclipse Flux Ratio 3.432-3.471um,Eclipse Flux Ratio 3.471-3.51um,Eclipse Flux Ratio 3.51-3.549um,Eclipse Flux Ratio 3.549-3.588um,Eclipse Flux Ratio 3.588-3.627um,Eclipse Flux Ratio 3.627-3.666um,Eclipse Flux Ratio 3.666-3.705um,Eclipse Flux Ratio 3.705-3.744um,Eclipse Flux Ratio 3.744-3.783um,Eclipse Flux Ratio 3.783-3.822um,Eclipse Flux Ratio 3.822-3.861um,Eclipse Flux Ratio 3.861-3.9um
10,TOI-4463Ab,0.00020195337099662895,0.0002157203863668995,0.00022978745503812,0.00024413330921991953,0.00025873708000870955,0.00027357837451594074,0.00028863733931840146,0.00030389471160852685,0.0003193318593597092,0.0003349308117463724,0.00035067428097574683,0.0003665456766014974,0.00038252911330148955,0.00039860941301512136,0.0004147721022513908,0.0004310034052983475,0.00044729023398851415,0.0004636201746037324,0.00047998147243695066,0.0004963630144677715,0.0005127543105530455,0.0005291454734833298,0.000545527198210343,0.000561890740509424,0.0005782278953041201,0.0005945309748471111,0.0006107927869223785,0.0006270066132075744,0.0006431661879126413,0.0006592656767905494,0.0006752996565983617,0.0006912630950714002,0.0007071513314598412,0.0007229600576654453,0.000738685300006084,0.0007543234016270795,0.000769871005571026,0.000785325038511487,0.0008006826951506572,0.0008159414232766687,0.0008310989094725162,0.0008461530654655522,0.0008611020151040314,0.0008759440819452324,0.0008906777774381207,0.0009053017896823538,0.0009198149727445856,0.0009342163365124022,0.0009485050370659032,0.0009626803675467557
11,TOI-3785b,2.9346303853166616e-07,3.554244586902459e-07,4.272269073960993e-07,5.098846691615122e-07,6.044474701220324e-07,7.119956164360849e-07,8.336349296639695e-07,9.704915484038186e-07,1.123706661832657e-06,1.2944312363190238e-06,1.4838207911694462e-06,1.693030274051249e-06,1.923209080880968e-06,2.1754962591370523e-06,2.451015927778404e-06,2.7508729413340154e-06,3.076148820357466e-06,3.427897965378156e-06,3.8071441667749905e-06,4.214877418679022e-06,4.652051041095942e-06,5.119579110934649e-06,5.618334199530826e-06,6.1491454115542575e-06,6.712796717870378e-06,7.3100255729695735e-06,7.941521805958438e-06,8.607926772801672e-06,9.3098327564843e-06,1.0047782601004345e-05,1.0822269564581247e-05,1.1633737377147794e-05,1.248258048705833e-05,1.3369144481971465e-05,1.4293726669027879e-05,1.525657679972233e-05,1.6257897925246456e-05,1.729784736853645e-05,1.837653779978164e-05,1.9494038402723164e-05,2.0650376119683708e-05,2.1845536963906734e-05,2.3079467388439387e-05,2.4352075701458187e-05,2.5663233518600854e-05,2.7012777243529427e-05,2.8400509568600226e-05,2.9826200988151315e-05,3.128959131753668e-05,3.2790391211632875e-05
12,WASP-124b,0.0002093185260251547,0.0002239046979421278,0.00023882936527256808,0.0002540699818956234,0.00026960433673579225,0.00028541064478495014,0.0003014676231950444,0.0003177545538509552,0.0003342513337847476,0.0003509385147278976,0.00036779733302243044,0.0003848097310295456,0.000401958371088632,0.00041922664299316774,0.0004365986658648222,0.000454059285224623,0.0004715940659812822,0.0004891892819824278,0.0005068319027049645,0.0005245095775963102,0.0005422106185188584,0.0005599239806956705,0.0005776392425059267,0.000595346584433843,0.0006130367674343711,0.0006307011109427244,0.0006483314707223236,0.0006659202167168734,0.0006834602110466256,0.0007009447862661796,0.0007183677239811873,0.0007357232339037546,0.0007530059334109419,0.0007702108276573722,0.0007873332902812963,0.0008043690447333814,0.0008213141462488089,0.0008381649644758321,0.0008549181667675726,0.0008715707021384815,0.00088811978588234,0.0009045628848448999,0.0009208977033411248,0.000937122169704454,0.000953234423453413,0.0009692328030592921,0.0009851158342973362,0.0010008822191629454,0.0010165308253337313,0.0010320606761578272
13,WASP-25b,0.00013429587235561904,0.00014551488181597675,0.0001571449914621412,0.00016917115067326732,0.0001815777814003591,0.00019434890555129495,0.0002074682614674488,0.00022091940967644194,0.00023468582823953346,0.00024875099811332745,0.0002630984790188209,0.000277711976360867,0.0002925753997719385,0.00030767291386917276,0.0003229889818161603,0.00033850840227346894,0.00035421634030673643,0.000370098352800205,0.00038614040889844607,0.0004023289059710239,0.00041865068156503673,0.000435093021779774,0.00045164366646678085,0.0004682908116279895,0.00048502310935468666,0.0005018296656212443,0.0005187000362199487,0.0005356242210971224,0.000552592657326102,0.0005695962109295631,0.0005866261677422261,0.0006036742234850647,0.0006207324732037746,0.0006377934002073733,0.0006548498646273414,0.0006718950917035867,0.0006889226598906684,0.000705926488866057,0.0007229008275116486,0.0007398402419302351,0.0007567396035500654,0.0007735940773629254,0.000790399110334295,0.0008071504200179851,0.000823843983402167,0.0008404760260088621,0.0008570430112646418,0.0008735416301564808,0.0008899687911833626,0.0009063216106113058
14,LHS1140c,4.161311455690716e-10,5.601334594402576e-10,7.453172444730236e-10,9.809793705388783e-10,1.2779322598537601e-09,1.6486428929485902e-09,2.1073695046799486e-09,2.670294189647257e-09,3.3556496909517327e-09,4.183838733952392e-09,5.1775443831670305e-09,6.3618300409496645e-09,7.764227866083594e-09,9.414814563996311e-09,1.1346273683123329e-08,1.3593943739509519e-08,1.619585167990224e-08,1.9192731378674085e-08,2.262802704272088e-08,2.6547881568319074e-08,3.100111005260939e-08,3.603915880820924e-08,4.171605036120578e-08,4.808831502963197e-08,5.521490978105859e-08,6.31571251540531e-08,7.197848109915186e-08,8.174461265113048e-08,9.252314638636789e-08,1.043835686477835e-07,1.1739708653612672e-07,1.3163648267130403e-07,1.471759647219983e-07,1.6409101068718215e-07,1.8245821089031877e-07,2.023551076171547e-07,2.2386003329210903e-07,2.4705194804733003e-07,2.7201027749345674e-07,2.98814751452918e-07,3.275452443659988e-07,3.5828161802765737e-07,3.9110356725989583e-07,4.2609046907095307e-07,4.6332123579922003e-07,5.028741726871059e-07,5.448268402784729e-07,5.892559219830308e-07,6.362370971026288e-07,6.858449195678159e-07
15,TOI-1199b,9.118304971876177e-05,9.684237790147471e-05,0.00010259154905335414,0.00010842203820853909,0.00011432561983636386,0.00012029438330984786,0.00012632074369551446,0.00013239744848939205,0.00013851758086879404,0.0001446745599750495,0.0001508621386898458,0.00015707439931798422,0.00016330574754263924,0.00016955090497590633,0.00017580490058764,0.00018206306125933712,0.00018832100167700432,0.00019457461374743085,0.0002008200556958824,0.0002070537409797313,0.00021327232713171427,0.00021947270462815022,0.00022565198586133297,0.0002318074942812096,0.00023793675375918466,0.00024403747821624962,0.0002501075615484389,0.0002561450678747249,0.0002621482221257057,0.0002681154009856853,0.0002740451241958876,0.0002799360462224531,0.00028578694828944654,0.00029159673077428514,0.000297364405960673,0.0003030890911422517,0.00030877000206867893,0.0003144064467246779,0.0003199978194316998,0.00032554359526118997,0.0003310433247479914,0.0003364966288921276,0.0003419031944370654,0.00034726276941253226,0.0003525751589300247,0.0003578402212193028,0.00036305786389437505,0.00036822804043774263,0.0003733507468919795,0.00037842601874806073
16,TOI-1273b,6.206340140242297e-05,6.732867013591065e-05,7.279351917124903e-05,7.845108297696297e-05,8.429421081631918e-05,9.031552829662451e-05,9.650749397511194e-05,0.0001028624510548016,0.0001093726742738172,0.00011603041214586702,0.0001228279247502307,0.00012975751729872074,0.00013681156972660433,0.00014398256256604612,0.00015126309936573797,0.0001586459259203042,0.00016612394656890888,0.00017369023781517163,0.0001813380595108315,0.00018906086383422532,0.00019685230228212082,0.00020470623088021545,0.00021261671380403777,0.00022057802558834454,0.0002285846520896436,0.00023663129035334128,0.00024471284752434477,0.00025282443892785567,0.0002609613854356149,0.00026911921022204307,0.0002772936350046029,0.0002854805758532723,0.0002936761386452665,0.0003018766142330644,0.0003100784733863621,0.0003182783615617464,0.0003264730935476597,0.00033465964802654015,0.0003428351620908599,0.00035099692574511345,0.0003591423764215794,0.0003672690935338672,0.0003753747930888419,0.0003834573223744479,0.0003915146547382014,0.00039954488446867684,0.00040754622179013287,0.0004155169879784813,0.00042345561060509924,0.00043136061891347433
17,TOI-5803b,1.238301507452921e-07,1.4662471018857194e-07,1.7244802567954734e-07,2.0153269742222742e-07,2.3411152766052524e-07,2.7041622434678966e-07,3.106761569296433e-07,3.55117175453199e-07,4.0396050204338624e-07,4.5742170184608353e-07,5.157097386063127e-07,5.790261183585696e-07,6.47564123148079e-07,7.215081353269522e-07,8.010330517681063e-07,8.863037863093558e-07,9.774748578727822e-07,1.074690060990563e-06,1.178082214896574e-06,1.2877729869008467e-06,1.4038727854383934e-06,1.5264807179624248e-06,1.6556846087216523e-06,1.7915610714101755e-06,1.9341756316950696e-06,2.083582894700459e-06,2.239826752647672e-06,2.402940628010502e-06,2.5729477477342895e-06,2.7498614442804624e-06,2.933685479488254e-06,3.1244143874869464e-06,3.322033833140235e-06,3.5265209827557293e-06,3.737844884043176e-06,3.955966852552277e-06,4.180840862062527e-06,4.412413936631653e-06,4.650626542234005e-06,4.895412976135414e-06,5.1467017523549235e-06,5.4044159817563874e-06,5.668473745493745e-06,5.938788460702923e-06,6.215269237490206e-06,6.497821226412567e-06,6.786345955779593e-06,7.080741658229443e-06,7.38090358614393e-06,7.686724315569993e-06
18,TOI-3819b,0.00018799810744590475,0.00019812113167833886,0.000208324124989778,0.00021859347331443864,0.00022891633455082177,0.00023928062671552344,0.0002496750113248404,0.0002600888730030104,0.0002705122961785614,0.0002809360396066393,0.00029135150934486557,0.0003017507307125115,0.0003121263196767299,0.0003224714540342902,0.0003327798446917395,0.0003430457072902226,0.0003532637343723827,0.0003634290682469582,0.00037353727467108477,0.00038358431744014206,0.0003935665339495617,0.00040348061177174205,0.00041332356627353376,0.0004230927192851507,0.00043278567881945235,0.00044240031983087795,0.0004519347659956125,0.00046138737248850576,0.0004707567097276102,0.00048004154805370296,0.0004892408433096695,0.0004983537232829312,0.0005073794749730875,0.0005163175326465026,0.0005251674666395528,0.0005339289728726249,0.0005426018630376049,0.0005511860554224848,0.0005596815663377658,0.0005680885021105246,0.000576407051613299,0.0005846374792962742,0.0005927801186926512,0.0006008353663684615,0.0006088036762894949,0.0006166855545793932,0.0006244815546443167,0.0006321922726409187,0.0006398183432656543,0.0006473604358446893
19,TOI-4791b,0.00011698043890931809,0.00012445752361355574,0.00013206638843839386,0.00013979562421445775,0.00014763417073242096,0.00015557134342941302,0.00016359685344271018,0.00017170082185235573,0.0001798737888702309,0.00018810671866795835,0.00019639100047164675,0.00020471844648916481,0.0002130812871762915,0.0002214721642922951,0.00022988412214360087,0.00023831059736638982,0.0002467454075552446,0.0002551827390052384,0.00026361713379902,0.0002720434764382634,0.00028045698019009933,0.00028885317329358764,0.0002972278851486642,0.0003055772325900439,0.0003138976063310519,0.0003221856576470441,0.00033043828535473204,0.00033865262313216273,0.0003468260272141127,0.0003549560644890513,0.0003630405010164817,0.00037107729097720217,0.0003790645660637191,0.0003870006253135909,0.00039488392538474963,0.0004027130712687582,0.0004104868074354344,0.00041820400940022553,0.0004258636757040747,0.0004334649202942502,0.00044100696529363997,0.00044848913414528987,0.00045591084511849224,0.0004632716051624123,0.00047057100409310756,0.00047780870909976955,0.0004849844595561208,0.0004920980621230745,0.0004991493861290226,0.0005061383592144307
20,TOI-4377b,0.00011330187360017772,0.00011782260291681842,0.00012231861358638968,0.00012678630996636729,0.00013122247723072722,0.00013562425388883814,0.00013998910546687948,0.00014431479945091485,0.00014859938155096806,0.00015284115331375605,0.00015703865108679174,0.0001611906263172387,0.00016529602715420008,0.00016935398131222117,0.00017336378014596817,0.00017732486388073366,0.00018123680794010673,0.00018509931031041943,0.00018891217988110912,0.00019267532570062788,0.00019638874708875116,0.00020005252454791708,0.00020366681141839113,0.00020723182622448927,0.00021074784566170492,0.00021421519817729347,0.00021763425809960584,0.00022100544027419425,0.00022432919516739242,0.00022760600440067635,0.00023083637668162203,0.00023402084409967987,0.0002371599587572675,0.00024025428970884897,0.00024330442018270491,0.0002463109450620159,0.00024927446860367443,0.0002521956023749177,0.0002550749633894326,0.0002579131724260388,0.00026071085251440406,0.00026346862757349186,0.0002661871211896036,0.0002688669555219397,0.00027150875032459944,0.0002741131220748411,0.0002766806831982722,0.0002792120413824065,0.0002817077989707399,0.0002841685524301509
