,Planet Name,Eclipse Flux Ratio 1.95-1.989um,Eclipse Flux Ratio 1.989-2.028um,Eclipse Flux Ratio 2.028-2.067um,Eclipse Flux Ratio 2.067-2.106um,Eclipse Flux Ratio 2.106-2.145um,Eclipse Flux Ratio 2.145-2.184um,Eclipse Flux Ratio 2.184-2.223um,Eclipse Flux Ratio 2.223-2.262um,Eclipse Flux Ratio 2.262-2.301um,Eclipse Flux Ratio 2.301-2.34um,Eclipse Flux Ratio 2.34-2.379um,Eclipse Flux Ratio 2.379-2.418um,Eclipse Flux Ratio 2.418-2.457um,Eclipse Flux Ratio 2.457-2.496um,Eclipse Flux Ratio 2.496-2.535um,Eclipse Flux Ratio 2.535-2.574um,Eclipse Flux Ratio 2.574-2.613um,Eclipse Flux Ratio 2.613-2.652um,Eclipse Flux Ratio 2.652-2.691um,Eclipse Flux Ratio 2.691-2.73um,Eclipse Flux Ratio 2.73-2.769um,Eclipse Flux Ratio 2.769-2.808um,Eclipse Flux Ratio 2.808-2.847um,Eclipse Flux Ratio 2.847-2.886um,Eclipse Flux Ratio 2.886-2.925um,Eclipse Flux Ratio 2.925-2.964um,Eclipse Flux Ratio 2.964-3.003um,Eclipse Flux Ratio 3.003-3.042um,Eclipse Flux Ratio 3.042-3.081um,Eclipse Flux Ratio 3.081-3.12um,Eclipse Flux Ratio 3.12-3.159um,Eclipse Flux Ratio 3.159-3.198um,Eclipse Flux Ratio 3.198-3.237um,Eclipse Flux Ratio 3.237-3.276um,Eclipse Flux Ratio 3.276-3.315um,Eclipse Flux Ratio 3.315-3.354um,Eclipse Flux Ratio 3.354-3.393um,Eclipse Flux Ratio 3.393-3.432um,Eclipse Flux Ratio 3.432-3.471um,Eclipse Flux Ratio 3.471-3.51um,Eclipse Flux Ratio 3.51-3.549um,Eclipse Flux Ratio 3.549-3.588um,Eclipse Flux Ratio 3.588-3.627um,Eclipse Flux Ratio 3.627-3.666um,Eclipse Flux Ratio 3.666-3.705um,Eclipse Flux Ratio 3.705-3.744um,Eclipse Flux Ratio 3.744-3.783um,Eclipse Flux Ratio 3.783-3.822um,Eclipse Flux Ratio 3.822-3.861um,Eclipse Flux Ratio 3.861-3.9um
52,HATS-56b,0.0002987707354225689,0.00031182195323865966,0.0003248474974435705,0.00033783474796024015,0.00035077221561580766,0.0003636494735497208,0.00037645708982551353,0.00038918656183018044,0.0004018302528967837,0.00041438133146355454,0.00042683371298255304,0.0004391820047095958,0.00045142145344176935,0.0004635478962168415,0.00047555771394807626,0.00048744778793647226,0.0004992154591786469,0.0005108584903711065,0.0005223750304993272,0.0005337635818919425,0.000545022969615535,0.0005561523130834472,0.0005671509997520162,0.0005780186607792738,0.0005887551485240365,0.0005993605157671253,0.0006098349965409248,0.0006201789884584425,0.0006303930364382539,0.0006404778177271109,0.0006504341281274272,0.0006602628693422715,0.0006699650373558001,0.0006795417117722399,0.0006889940460415217,0.0006983232585044499,0.000707530624194871,0.0007166174673406352,0.0007255851545092591,0.000734435088348068,0.0007431687018722396,0.0007517874532575832,0.0007602928210980865,0.0007686863000912572,0.0007769693971170533,0.0007851436276788053,0.00079321051267694,0.0008011715754885481,0.0008090283393279277,0.0008167823248651537
53,WASP-70Ab,0.00014183032955336148,0.00015156031179112806,0.0001615062723519522,0.00017165317308117278,0.00018198624146332782,0.00019249102690639848,0.0002031534472696378,0.00021395982660046695,0.00022489692500477922,0.00023595196152455456,0.00024711263084032666,0.0002583671145564159,0.000269704087766043,0.00028111272153303154,0.00029258268186794584,0.00030410412572007386,0.00031566769445318923,0.0003272645052228929,0.00033888614062674847,0.00035052463695545556,0.0003621724713339181,0.0003738225480052017,0.00038546818397785994,0.00039710309422778497,0.00040872137661941,0.00042031749668754956,0.00043188627240017255,0.00044342285900380435,0.0004549227340367791,0.0004663816825810628,0.00047779578281062995,0.0004891613918832396,0.0005004751322127388,0.0005117338781505937,0.0005229347430980693,0.0005340750670641826,0.0005451524046792029,0.0005561645136688797,0.0005671093437907022,0.0005779850262302348,0.0005887898634528518,0.0005995223195039398,0.0006101810107488033,0.0006207646970420313,0.0006312722733149041,0.0006417027615685263,0.0006520553032596993,0.0006623291520660628,0.000672523667016745,0.0006826383059745803
54,K2-417b,4.586617592184587e-08,5.622092095318572e-08,6.836238779255133e-08,8.249860786952479e-08,9.884804126084997e-08,1.1763875407545305e-07,1.391075146867867e-07,1.6349882262377236e-07,1.9106388396982244e-07,2.220595468832663e-07,2.567472103854275e-07,2.9539171890726497e-07,3.382602542826348e-07,3.856212359635233e-07,4.3774323924425455e-07,4.948939402481077e-07,5.573390953772975e-07,6.253415618782606e-07,6.991603651473724e-07,7.790498174125417e-07,8.65258691485363e-07,9.580294523956178e-07,1.0575975489010148e-06,1.1641907661141726e-06,1.2780286398081208e-06,1.3993219323513855e-06,1.5282721696831778e-06,1.6650712382664336e-06,1.8099010405487223e-06,1.962933207114745e-06,2.1243288634257835e-06,2.2942384488066787e-06,2.4728015851553492e-06,2.6601469927094235e-06,2.8563924501047515e-06,3.0616447958969037e-06,3.2759999686857942e-06,3.4995430829807205e-06,3.732348537965012e-06,3.97448015636273e-06,4.225991350671256e-06,4.486925314099775e-06,4.757315233642694e-06,5.0371845228158615e-06,5.326547071689943e-06,5.625407511967832e-06,5.933761494969698e-06,6.251595980507939e-06,6.578889534755028e-06,6.915612635327291e-06
55,TOI-1759b,9.972718906424234e-10,1.3090435506219544e-09,1.7001069574917875e-09,2.1859470447613223e-09,2.78410039225034e-09,3.5142717267398953e-09,4.3984386589528545e-09,5.460943117266382e-09,6.72856817770931e-09,8.230599242478643e-09,9.99886877801817e-09,1.2067784081946437e-08,1.4474337799946526e-08,1.725810115417665e-08,2.0461200069788876e-08,2.4128274592622053e-08,2.8306422176781117e-08,3.304512558413734e-08,3.839616627800327e-08,4.441352431018737e-08,5.115326579466936e-08,5.8673419133069554e-08,6.703384120804459e-08,7.629607479213453e-08,8.65231984330234e-08,9.777967007336986e-08,1.1013116564610291e-07,1.236444138561867e-07,1.3838702831911257e-07,1.5442733817649916e-07,1.71834218251856e-07,1.9067691974631523e-07,2.110249024064035e-07,2.3294766902505528e-07,2.5651460306421747e-07,2.8179481011363425e-07,3.088569638266897e-07,3.377691569013159e-07,3.685987576026192e-07,4.014122722546934e-07,4.3627521406249006e-07,4.7325197856100036e-07,5.124057259287281e-07,5.537982703456519e-07,5.974899765227708e-07,6.435396634810047e-07,6.920045156117298e-07,7.429400010094667e-07,7.963997970293346e-07,8.524357229875696e-07
56,WASP-150b,7.330619795651169e-05,7.807507342052308e-05,8.293316197526923e-05,8.787314408016664e-05,9.288790297852655e-05,9.797054420033607e-05,0.00010311441067402693,0.00010831309396582407,0.00011356044212841753,0.0001188505646023309,0.00012417783457473026,0.00012953688916248474,0.00013492262774973348,0.0001403302087755063,0.00014575504523438198,0.0001511927991229337,0.00015663937503687152,0.00016209091309834134,0.00016754378136974108,0.00017299456788955273,0.00017844007244695526,0.00018387729819524485,0.00018930344318919315,0.00019471589191827248,0.00020011220689603824,0.00020549012035571944,0.00021084752609310832,0.00021618247149002536,0.0002214931497448501,0.0002267778923307299,0.00023203516169702812,0.00023726354422523157,0.00024246174344683664,0.0002476285735276,0.0002527629530198874,0.0002578638988826403,0.00026293052076664224,0.00026796201556125146,0.00027295766219753644,0.00027791681670176894,0.0002828389074924558,0.0002877234309134952,0.0002925699469956105,0.0002973780754379072,0.0003021474918012047,0.0003068779239046943,0.00031156914841745713,0.0003162209876364159,0.0003208333064423938,0.00032540600942609855
57,Qatar-4b,0.0003224039376559596,0.0003440988449808649,0.0003662497084617705,0.00038882309063785323,0.00041178624647295335,0.00043510723743419845,0.00045875502448161084,0.0004826995421561139,0.0005069117558424407,0.0005313637041558298,0.0005560285282639275,0.0005808804898134223,0.0006058949789887964,0.0006310485140912261,0.0006563187338913743,0.0006816843838821688,0.0007071252974376403,0.0007326223727721219,0.0007581575464908314,0.0007837137644281321,0.0008092749503833232,0.0008348259732854956,0.0008603526132482564,0.0008858415269116159,0.0009112802124115324,0.000936656974267,0.0009619608884296572,0.0009871817677011882,0.0010123101276888423,0.0010373371534386662,0.001062254666859246,0.0010870550950253608,0.0011117314394306702,0.0011362772462410453,0.0011606865775850843,0.0011849539839054353,0.0012090744773836002,0.0012330435064415903,0.0012568569313159976,0.00128051100069355,0.0013040023293918663,0.0013273278770647198,0.0013504849279076356,0.001373471071336858,0.0013962841836125885,0.0014189224103758292,0.0014413841500670447,0.0014636680381941492,0.0014857729324169585,0.0015076978984151722
58,TOI-1201b,5.146510625603092e-07,5.984559189931044e-07,6.917414748791905e-07,7.950505481110735e-07,9.089105312462732e-07,1.033830690168475e-06,1.170299740755235e-06,1.3187837089994235e-06,1.4797240751397462e-06,1.6535361981573386e-06,1.8406080134666986e-06,2.041298993732926e-06,2.2559393604372553e-06,2.484829532036906e-06,2.728239793268067e-06,2.9864101692673226e-06,3.259550487681717e-06,3.5478406117488713e-06,3.851430827406971e-06,4.17044236779458e-06,4.504968058980174e-06,4.855073071384753e-06,5.220795762094041e-06,5.602148594070651e-06,5.9991191191467445e-06,6.4116710125817e-06,6.83974514788924e-06,7.2832607015595075e-06,7.742116278210477e-06,8.216191047590112e-06,8.705345885707939e-06,9.209424513196076e-06,9.728254624779935e-06,1.0261649004475994e-05,1.0809406621825196e-05,1.1371313705114631e-05,1.1947144788137759e-05,1.2536663727594468e-05,1.3139624688737281e-05,1.3755773097331386e-05,1.4384846556415154e-05,1.5026575726725647e-05,1.568068516999377e-05,1.6346894154617768e-05,1.702491742349297e-05,1.7714465924014756e-05,1.8415247500480372e-05,1.9126967549297347e-05,1.984932963756331e-05,2.0582036085716677e-05
59,HAT-P-35b,0.00022391305120267034,0.0002367614352732435,0.00024975493521554144,0.0002628751885200612,0.00027610470582946014,0.0002894268765452811,0.00030282596624928745,0.0003162871073237618,0.00032979628399299756,0.0003433403128578748,0.00035690681985753005,0.0003704842144668517,0.0003840616618256521,0.0003976290533943697,0.0004111769766413405,0.0004246966841873383,0.00043818006276329715,0.00045161960227610876,0.00046500836522428055,0.00047833995665922605,0.0004916084948482886,0.0005048085827615664,0.0005179352804755473,0.0005309840785618697,0.0005439508725086854,0.0005568319382045935,0.0005696239085005198,0.0005823237508528435,0.000594928746041178,0.0006074364679461736,0.0006198447643662915,0.0006321517388474394,0.0006443557334954461,0.0006564553127384618,0.0006684492480042562,0.0006803365032760141,0.0006921162214893962,0.0007037877117333055,0.0007153504372168377,0.0007268040039652747,0.0007381481502086026,0.0007493827364268584,0.0007605077360175949,0.0007715232265518608,0.0007824293815862774,0.000793226463000036,0.0008039148138269435,0.0008144948515539281,0.0008249670618587434,0.0008353319927608994
60,TOI-561b,2.9641165132759256e-05,3.0494114534661272e-05,3.133323097028375e-05,3.2158436046380264e-05,3.2969698180997177e-05,3.3767026792916705e-05,3.4550467080010174e-05,3.5320095335768055e-05,3.607601475602166e-05,3.68183516908809e-05,3.754725230004112e-05,3.826287957275768e-05,3.8965410676875675e-05,3.965503460428244e-05,4.033195008298702e-05,4.099636372870391e-05,4.164848841131568e-05,4.2288541813905386e-05,4.291674516418846e-05,4.353332212013686e-05,4.4138497793384445e-05,4.4732497895640906e-05,4.531554799483052e-05,4.5887872869022886e-05,4.644969594744573e-05,4.7001238828975096e-05,4.754272086949486e-05,4.8074358830416194e-05,4.8596366581456305e-05,4.910895485150257e-05,4.961233102204173e-05,5.0106698958220286e-05,5.0592258873128445e-05,5.106920722137134e-05,5.153773661841514e-05,5.199803578257368e-05,5.245028949684066e-05,5.289467858807712e-05,5.333137992133425e-05,5.376056640733648e-05,5.418240702136631e-05,5.4597066831987656e-05,5.500470703821784e-05,5.5405485013914904e-05,5.57995543582852e-05,5.618706495154082e-05,5.656816301484748e-05,5.694299117380264e-05,5.731168852477238e-05,5.767439070349436e-05
61,WASP-53b,7.052275144417998e-05,7.756309309912464e-05,8.49730105380932e-05,9.274798982749336e-05,0.0001008825500710078,0.00010937033578828659,0.00011820420760932002,0.0001273763304409854,0.00013687825843448762,0.00014670101623541132,0.0001568351761324112,0.0001672709308371079,0.00017799816172773752,0.00018900650247382467,0.0002002853980300231,0.00021182415904572597,0.0002236120117844534,0.00023563814368471068,0.0002478917447232341,0.0002603620447634442,0.0002730383470875532,0.0002859100583211096,0.00029896671496462327,0.0003121980067490808,0.00032559379703129497,0.00033914414044171814,0.00035283929799207543,0.0003666697498434077,0.0003806262059272054,0.0003946996146035619,0.00040888116953099795,0.0004231623149129696,0.00043753474927627953,0.0004519904279268271,0.00046652156421844965,0.00048112062976113026,0.0004957803536856649,0.0005104937210730317,0.0005252539706482207,0.000540054591830231,0.0005548893212222914,0.0005697521386191513,0.0005846372626015137,0.0005995391457813478,0.0006144524697558765,0.0006293721398225424,0.0006442932795021355,0.0006592112249125209,0.0006741215190310458,0.0006890199058796746
62,KELT-20b,0.0007432102342216408,0.0007702793681616659,0.0007971068574372425,0.000823677259526352,0.0008499772262118066,0.0008759953173960662,0.0009017218278988952,0.0009271486268755035,0.0009522690093724209,0.0009770775594566325,0.0010015700243020578,0.0010257431985895788,0.001049594818566997,0.0010731234651191138,0.0010963284752119975,0.0011192098610966759,0.0011417682366837063,0.0011640047505295237,0.0011859210249069484,0.0012075191004645334,0.0012288013860118734,0.001249770612999959,0.0012704297942967113,0.001290782186887675,0.0013108312581602828,0.0013305806554570227,0.0013500341786081259,0.0013691957551780949,0.0013880694181824724,0.0014066592860517535,0.0014249695446383439,0.0014430044310800322,0.001460768219349604,0.001478265207335115,0.0014954997053090366,0.0015124760256569933,0.0015291984737483254,0.0015456713398412415,0.001561898891924888,0.00157788536940951,0.001593634977583847,0.0016091518827662586,0.001624440208082717,0.001639504029810906,0.0016543473742352023,0.001668974214962349,0.001683388470652244,0.0016975940031224322,0.0017115946157887098,0.0017253940524077022
63,KELT-6b,5.847700843471875e-05,6.292550644777444e-05,6.750470247141224e-05,7.22079376185924e-05,7.702852045472079e-05,8.195976655925462e-05,8.699503332367222e-05,9.212775028579139e-05,9.735144531625868e-05,0.00010265976697948201,0.00010804650339035075,0.00011350559788147936,0.00011903116178486822,0.0001246174846179721,0.00013025904194816456,0.00013595050119229144,0.00014168672559001963,0.00014746277657151012,0.0001532739147219578,0.00015911559952802248,0.00016498348807433575,0.00017087343284225728,0.00017678147874796316,0.00018270385954283162,0.00018863699368597847,0.00019457747978668207,0.00020052209170330333,0.00020646777337512848,0.00021241163345429094,0.00021835093979651345,0.00022428311386181527,0.0002302057250694796,0.0002361164851454276,0.00024201324249464737,0.0002478939766264157,0.0002537567926556866,0.00025959991590014566,0.00026542168658901416,0.00027122055469666135,0.000276995074911441,0.00028274390174784714,0.0002884657848080583,0.0002941595641971841,0.00029982416609500913,0.0003054585984857139,0.00031106194704593447,0.00031663337119057077,0.00032217210027493616,0.0003276774299511717,0.0003331487186762839
64,piMenc,1.4447527715279116e-06,1.574750607551553e-06,1.7103150408172232e-06,1.8512987508125327e-06,1.9975437467602015e-06,2.1488830260840692e-06,2.305142131694251e-06,2.4661406036518067e-06,2.631693323149535e-06,2.8016117486993335e-06,2.97570504599514e-06,3.1537811141698734e-06,3.335647512129167e-06,3.521112289364492e-06,3.7099847261604343e-06,3.90207598844953e-06,4.0971997027623384e-06,4.295172456796797e-06,4.495814231112347e-06,4.698948767360363e-06,4.9044038783098894e-06,5.112011704731191e-06,5.321608923970928e-06,5.533036914801846e-06,5.746141882865296e-06,5.96077495075309e-06,6.17679221650163e-06,6.394054784000377e-06,6.612428768551755e-06,6.831785280563005e-06,7.052000390104376e-06,7.2729550748336625e-06,7.494535153564962e-06,7.716631207550826e-06,7.9391384913514e-06,8.161956834981527e-06,8.384990538857619e-06,8.608148262909423e-06,8.831342911077018e-06,9.054491512280785e-06,9.277515098830237e-06,9.500338583126128e-06,9.722890633408928e-06,9.945103549214403e-06,1.0166913137113155e-05,1.0388258587235285e-05,1.060908235101291e-05,1.082933002051143e-05,1.1048950209665148e-05,1.1267894437683096e-05
65,HATS-24b,0.0012617936214372014,0.001308712813704614,0.001355247015790553,0.001401366680946671,0.001447046016753653,0.0014922626681770597,0.001536997420513604,0.0015812339220803266,0.0016249584262230446,0.0016681595520183594,0.0017108280629008184,0.0017529566623513842,0.0017945398057252677,0.0018355735272681528,0.0018760552813632274,0.0019159837970618438,0.0019553589449736297,0.001994181615623984,0.002032453608425375,0.002070177530451424,0.0021073567042477464,0.002143995083959574,0.002180097179102347,0.0022156679853468134,0.002250712921734374,0.002285237773780857,0.002319248641967468,0.0023527518951560805,0.002385754128502275,0.0024182621254735226,0.0024502828236116683,0.0024818232837085026,0.0025128906620906248,0.00254349218573532,0.0025736351299626772,0.002603326798470886,0.0026325745055016513,0.0026613855599410775,0.0026897672511782445,0.002717726836559228,0.0027452715302885193,0.002772408493642839,0.002799144826374225,0.002825487559190226,0.00285144364720896,0.0028770199642959068,0.002902223298197668,0.0029270603463954475,0.00295153771260801,0.002975661903880158
66,HD191939d,4.278093115037757e-09,5.340704546013401e-09,6.609089249784855e-09,8.111372179573387e-09,9.877699895591034e-09,1.1940180667987881e-08,1.4332806668160425e-08,1.7091359608053923e-08,2.025330136824921e-08,2.3857651289182467e-08,2.794485188857092e-08,3.25566248156315e-08,3.7735818863192294e-08,4.3526251836837714e-08,4.99725480304577e-08,5.711997298462156e-08,6.501426711252043e-08,7.370147967201087e-08,8.322780444542105e-08,9.363941836473722e-08,1.049823241916597e-07,1.1730219823252238e-07,1.3064424393949474e-07,1.450530521237488e-07,1.605724683849762e-07,1.7724546824599962e-07,1.9511404037219818e-07,2.142190781537617e-07,2.3460027983484923e-07,2.562960572878074e-07,2.7934345345281507e-07,3.037780683936082e-07,3.2963399385810023e-07,3.5694375617855194e-07,3.8573826729908296e-07,4.160467836783527e-07,4.478968727818168e-07,4.813143868505631e-07,5.163234436118906e-07,5.529464135801112e-07,5.912039135839826e-07,6.311148061492871e-07,6.726962043609546e-07,7.159634818283253e-07,7.609302873792287e-07,8.076085641132383e-07,8.560085724513181e-07,9.06138916827737e-07,9.58006575680468e-07,1.0116169344077968e-06
67,WASP-147b,0.00010013606421577636,0.00010691209879118943,0.00011383246976289344,0.00012088671140171616,0.00012806456943375733,0.00013535603740755874,0.00014275138639508624,0.00015024118871575403,0.00015781633633822154,0.00016546805457476595,0.0001731879116398932,0.0001809678246002226,0.00018880006219792304,0.0001966772449860537,0.00020459234317181382,0.00021253867252342835,0.0002205098886585225,0.00022849997999655218,0.00023650325962525955,0.0002445143563012092,0.0002525282047771806,0.00026054003562445464,0.0002685453646957145,0.0002765399823542245,0.00028451994257702214,0.00029248155202388774,0.00030042135914967315,0.0003083361434250482,0.0003162229047196833,0.00032407885289219567,0.00033190139762272024,0.00033968813851658995,0.0003474368555011985,0.0003551454995325976,0.00036281218362361616,0.0003704351742012138,0.00037801288279731577,0.0003855438580744405,0.0003930267781849601,0.00040046044346077954,0.00040784376942852243,0.00041517578014391865,0.00042245560183797856,0.0004296824568666555,0.0004368556579550127,0.0004439746027264134,0.0004510387685068908,0.00045804770739461944,0.000465001041584296,0.0004718984589361952
68,WASP-97b,0.0002944734020783484,0.000311689393217031,0.000329118809678909,0.00034673666596934266,0.0003645190851267845,0.0003824433163289596,0.00040048774065268506,0.0004186318668595801,0.0004368563188752103,0.0004551428164367578,0.0004734741502056724,0.0004918341524776742,0.0005102076644731764,0.0005285805010563489,0.0005469394136101163,0.0005652720516866134,0.0005835669239571166,0.0006018133589012432,0.0006200014656013653,0.0006381220949436778,0.0006561668014713009,0.0006741278060863104,0.0006919979597558314,0.000709770708341528,0.000727440058641307,0.0007450005457061708,0.0007624472014732993,0.0007797755247381619,0.0007969814524732374,0.0008140613324883535,0.0008310118974174136,0.0008478302400079997,0.0008645137896837538,0.0008810602903443075,0.0008974677793636396,0.0009137345677448532,0.0009298592213874034,0.0009458405434215442,0.0009616775575641183,0.000977369492449693,0.0009929157668913057,0.0010083159760257083,0.0010235698782988761,0.0010386773832486403,0.0010536385400425584,0.0010684535267305104,0.001083122640172986,0.0010976462866075381,0.001112024972817444,0.0011262592978681918
69,WASP-15b,0.0002621837307449322,0.0002766355926033495,0.00029121880979683266,0.00030591348700714934,0.00032070079567056637,0.00033556296456274995,0.0003504832627377897,0.00036544597630538424,0.00038043638033569724,0.0003954407070048523,0.0004104461109352023,0.000425440632542741,0.000440413160078361,0.00045535339093896406,0.0004702517927274807,0.00048509956445640594,0.0004998885982162931,0.0005146114415675403,0.0005292612608597047,0.0005438318056363806,0.0005583173742444709,0.0005727127807335814,0.0005870133231034953,0.0006012147529345284,0.0006153132464164119,0.0006293053767756499,0.0006431880880885195,0.0006569586704566718,0.0006706147365141974,0.0006841541992287586,0.0006975752509546646,0.0007108763436923422,0.0007240561705062831,0.0007371136480520947,0.0007500479001625656,0.0007628582424425168,0.0007755441678226014,0.0007881053330229539,0.0008005415458786822,0.0008128527534804772,0.000825039031085129,0.0008371005717523472,0.0008490376766659874,0.0008608507460995833,0.0008725402709878452,0.0008841068250676243,0.0008955510575536186,0.0009068736863158721,0.0009180754915278468,0.0009291573097555363
70,HATS-58Ab,0.0001694781816799429,0.00017841964003677643,0.00018742146890397178,0.00019647196810195343,0.00020556014485727326,0.0002146756975183379,0.0002238089956984945,0.00023295105769256618,0.00024209352588734672,0.0002512286407750971,0.00026034921408085655,0.00026944860142839617,0.00027852067489485006,0.0002875597957393608,0.00029656078753542584,0.00030551890988902747,0.00031442983288411993,0.00032328961236277354,0.00033209466611843787,0.0003408417510566911,0.0003495279413578066,0.0003581506076589905,0.00036670739726065403,0.0003751962153501884,0.00038361520722800344,0.00039196274151374167,0.0004002373943052896,0.0004084379342592395,0.00041656330855857675,0.0004246126297313997,0.00043258516328326054,0.0004404803161051207,0.0004482976256187964,0.00045603674962207963,0.0004636974567963278,0.0004712796178401751,0.0004787831971940777,0.0004862082453215955,0.0004935548915146067,0.0005008233371910158,0.0005080138496549201,0.000515126756290617,0.0005221624391632584,0.0005291213300003662,0.0005360039055297977,0.000542810683151106,0.0005495422169185402,0.000556199093815189,0.0005627819302989865,0.0005692913691024556
71,WASP-139b,1.261299794891573e-05,1.4162630270752231e-05,1.5827759192626492e-05,1.761010653967062e-05,1.95110243646573e-05,2.1531504317336248e-05,2.367218930975996e-05,2.5933387083115202e-05,2.8315085308659987e-05,3.081696788485478e-05,3.343843212350521e-05,3.617860654876613e-05,3.903636906346119e-05,4.2010365266784415e-05,4.509902673565614e-05,4.8300589108518405e-05,5.1613109834986546e-05,5.503448547741451e-05,5.8562468471051596e-05,6.219468326807606e-05,6.59286418074348e-05,6.976175826719048e-05,7.369136306907147e-05,7.771471611624938e-05,8.182901925516809e-05,8.603142796063266e-05,9.031906225046523e-05,9.468901684197951e-05,9.91383705674246e-05,0.00010366419506952256,0.00010826356280137627,0.00011293355435746068,0.00011767126516420424,0.00012247381155993054,0.00012733833629471203,0.00013226201348107069,0.00013724205302650586,0.00014227570457859065,0.00014736026101289722,0.00015249306149334518,0.00015767149413374552,0.0001628929982883613,0.0001681550664982736,0.00017345524611923405,0.00017879114065553063,0.00018416041082321472,0.00018956077536484464,0.0001949900116367039,0.0002004459559882713,0.0002059265039525579
72,HAT-P-2b,9.06875212647836e-05,9.648941283753215e-05,0.00010239375063960824,0.00010839167764967104,0.00011447460787642059,0.00012063424706851092,0.00012686260826828572,0.00013315202284939972,0.00013949514762822275,0.00014588496858801132,0.00015231480170455029,0.0001587782913133254,0.00016526940641199112,0.00017178243524839412,0.00017831197850396992,0.0001848529413450808,0.00019140052458081056,0.0001979502151348197,0.00020449777601097197,0.0002110392359074149,0.00021757087861144032,0.0002240892322875871,0.0002305910587538721,0.00023707334282553627,0.0002435332817921003,0.0002499682750816387,0.00025637591415582833,0.00026275397267035725,0.0002691003969275302,0.0002754132966412438,0.0002816909360288046,0.00028793172523921797,0.0002941342121234582,0.00030029707434878753,0.0003064191118563025,0.00031249923965850234,0.00031853648097171516,0.0003245299606766429,0.00033047889909901344,0.0003363826061013574,0.00034224047547616837,0.00034805197963016566,0.0003538166645490007,0.0003595341450315211,0.00036520410018259426,0.0003708262691534841,0.0003764004471188566,0.00038192648147962385,0.000387404268281046,0.00039283374883574985
73,TOI-163b,0.0002451986854341957,0.0002583466963237012,0.000271594952556128,0.000284925886293763,0.0002983229444175904,0.00031177057061300206,0.00032525418151393835,0.00033876013819389065,0.00035227571411053783,0.0003657890604480694,0.00037928916965664176,0.00039276583786077306,0.0004062096266965946,0.00041961182504032986,0.00043296441100581297,0.0004462600145159702,0.0004594918806906707,0.0004726538342400062,0.00048574024500681824,0.0004987459947641041,0.0005116664453409056,0.0005244974081236156,0.0005372351149575687,0.0005498761904556859,0.0005624176257062505,0.000574856753360099,0.0005871912240681672,0.0005994189842331008,0.0006115382550331368,0.0006235475126724389,0.0006354454698092811,0.0006472310581116882,0.0006589034118891935,0.0006704618527491135,0.0006819058752260261,0.0006932351333338578,0.0007044494279910688,0.0007155486952707577,0.0007265329954290541,0.0007374025026668544,0.0007481574955817548,0.0007587983482688814,0.0007693255220312087,0.0007797395576618648,0.0007900410682627844,0.0008002307325659484,0.0008103092887252521,0.0008202775285488101,0.0008301362921432163,0.0008398864629429212
74,TOI-1478b,1.1738214134932883e-05,1.319196368491037e-05,1.4755374057718892e-05,1.6430186574828466e-05,1.8217790988474384e-05,2.0119233583680967e-05,2.2135227544901213e-05,2.4266165212326155e-05,2.6512131877175436e-05,2.8872920792134107e-05,3.134804910140645e-05,3.393677442368891e-05,3.663811184999578e-05,3.9450851146130623e-05,4.237357397626445e-05,4.5404670989257206e-05,4.854235863284081e-05,5.1784695582446e-05,5.5129598691253725e-05,5.8574858385978934e-05,6.211815344898407e-05,6.575706514164699e-05,6.948909063655388e-05,7.3311655737156e-05,7.722212687313659e-05,8.121782236799085e-05,8.529602298234646e-05,8.945398174246339e-05,9.368893306825836e-05,9.799810121920592e-05,0.00010237870807968302,0.00010682798030783453,0.00011134315587392962,0.00011592149001554168,0.00012056026063778194,0.00012525677318731582,0.00013000836502905695,0.00013481240935431753,0.00013966631864883113,0.0001445675477485213,0.000149513596510179,0.00015450201212337838,0.00015953039108903462,0.00016459638088900394,0.00016969768137007393,0.00017483204586460558,0.00017999728206898646,0.00018519125269994216,0.00019041187594765176,0.00019565712574352333
75,WASP-136b,0.00015066736088885333,0.0001581184779671017,0.0001655965347381129,0.00017309255334960912,0.0001805981796595099,0.0001881056598996417,0.00019560781560025233,0.00020309801737251946,0.00021057015804420322,0.00021801862555501336,0.00022543827594186162,0.00023282440667867318,0.00024017273057963577,0.0002474793504275009,0.0002547407344487578,0.0002619536927242175,0.0002691153545958854,0.00027622314710817696,0.0002832747745028706,0.00029026819877206163,0.00029720162126125303,0.00030407346530513706,0.00031088235987116765,0.00031762712418035547,0.0003243067532705415,0.0003309204044644551,0.0003374673847029238,0.00034394713870249544,0.0003503592378962888,0.0003567033701169854,0.00036297932998139164,0.00036918700993685834,0.00037532639193093887,0.00038139753966696813,0.0003874005914096727,0.0003933357533064344,0.0003992032931914173,0.0004050035348413636,0.00041073685265347054,0.0004164036667173571,0.0004220044382546909,0.00042753966540156436,0.00043300987931019246,0.00043841564054791695,0.0004437575357728701,0.00044903617466694507,0.000454252187107968,0.00045940622056413134,0.0004644989376948683,0.00046953101414339644
