,Planet Name,ESM Estimate 1.95-1.989um,ESM Estimate 1.989-2.028um,ESM Estimate 2.028-2.067um,ESM Estimate 2.067-2.106um,ESM Estimate 2.106-2.145um,ESM Estimate 2.145-2.184um,ESM Estimate 2.184-2.223um,ESM Estimate 2.223-2.262um,ESM Estimate 2.262-2.301um,ESM Estimate 2.301-2.34um,ESM Estimate 2.34-2.379um,ESM Estimate 2.379-2.418um,ESM Estimate 2.418-2.457um,ESM Estimate 2.457-2.496um,ESM Estimate 2.496-2.535um,ESM Estimate 2.535-2.574um,ESM Estimate 2.574-2.613um,ESM Estimate 2.613-2.652um,ESM Estimate 2.652-2.691um,ESM Estimate 2.691-2.73um,ESM Estimate 2.73-2.769um,ESM Estimate 2.769-2.808um,ESM Estimate 2.808-2.847um,ESM Estimate 2.847-2.886um,ESM Estimate 2.886-2.925um,ESM Estimate 2.925-2.964um,ESM Estimate 2.964-3.003um,ESM Estimate 3.003-3.042um,ESM Estimate 3.042-3.081um,ESM Estimate 3.081-3.12um,ESM Estimate 3.12-3.159um,ESM Estimate 3.159-3.198um,ESM Estimate 3.198-3.237um,ESM Estimate 3.237-3.276um,ESM Estimate 3.276-3.315um,ESM Estimate 3.315-3.354um,ESM Estimate 3.354-3.393um,ESM Estimate 3.393-3.432um,ESM Estimate 3.432-3.471um,ESM Estimate 3.471-3.51um,ESM Estimate 3.51-3.549um,ESM Estimate 3.549-3.588um,ESM Estimate 3.588-3.627um,ESM Estimate 3.627-3.666um,ESM Estimate 3.666-3.705um,ESM Estimate 3.705-3.744um,ESM Estimate 3.744-3.783um,ESM Estimate 3.783-3.822um,ESM Estimate 3.822-3.861um,ESM Estimate 3.861-3.9um
0,TOI-5704b,0.03252615430366555,0.03553325371504244,0.038653898673317214,0.041881115319118346,0.04520765746198226,0.04862608018131467,0.05212880798661315,0.055708197288968794,0.05935659308088413,0.06306637984077812,0.06683002677453596,0.0706401275818564,0.07448943499243713,0.0783708903587048,0.0822776486202867,0.08620309897275501,0.09014088158139451,0.09408490068152442,0.09802933440177586,0.10196864163702807,0.10589756628446421,0.1098111391405604,0.11370467773934005,0.11757378439370689,0.1214143426827137,0.1252225126083864,0.1289947246268977,0.1327276727404907,0.1364183068187968,0.14006382430141695,0.1436616614176618,0.1472094840444595,0.15070517830953942,0.15414684103414866,0.15753277009775915,0.16086145479632435,0.1641315662558785,0.16734194795424623,0.17049160639554048,0.17357970197496367,0.17660554006477563,0.17956856234659355,0.1824683384100359,0.18530455763308643,0.18807702135566093,0.19078563535426746,0.19343040262266273,0.19601141646070333,0.19852885387135372,0.2009829692639027
1,TOI-672b,0.009440706079354898,0.010914706666557998,0.01253835646278337,0.0143170105222366,0.016255390439616706,0.018357559420439738,0.020626905911189222,0.023066135265844143,0.02567726884009441,0.02846164984623267,0.03141995526694291,0.03455221311167617,0.037857824301686896,0.04133558848597206,0.04498373311749832,0.04879994515457106,0.052781404793763906,0.05692482068648064,0.061226466139300086,0.06568221584735742,0.07028758275895147,0.07503775471752074,0.07992763057326269,0.08495185550051841,0.090104855298286,0.09538086948941772,0.10077398306928513,0.1062781567867632,0.11188725586928056,0.11759507712963867,0.12339537441523231,0.1292818823804983,0.13524833858096752,0.141288503902399,0.14739618135135504,0.15356523324429316,0.15978959684124291,0.16606329847728205,0.1723804662506924,0.1787353413311206,0.18512228795406738,0.19153580217022037,0.19797051941933413,0.20442122099867166,0.21088283949586364,0.21735046325511842,0.223819339944472,0.23028487928999866,0.2367426550409346,0.24318840622743326
2,TOI-199b,4.800422478079483e-07,6.738089856826657e-07,9.328331099654809e-07,1.274743602746243e-06,1.72071976276126e-06,2.2959350069569635e-06,3.0300093106165107e-06,3.957463796420817e-06,5.118170684854589e-06,6.557791689430769e-06,8.32819797760633e-06,1.0487865013716437e-05,1.310223594079991e-05,1.6244047627208278e-05,1.999361408217433e-05,2.4439062611215133e-05,2.9676518815844675e-05,3.5810237321155326e-05,4.295267591880281e-05,5.122451162255887e-05,6.0754597931376085e-05,7.167986336552037e-05,8.414515207153474e-05,9.830300797080445e-05,0.00011431340454587098,0.00013234342291191143,0.00015256688130399016,0.0001751639195214196,0.00020032054220823,0.00022822812511447423,0.00025908288867891436,0.0002930853434029545,0.0003304397115525304,0.00037135332973384596,0.00041603603684559407,0.0004646995518198084,0.0005175568454320193,0.0005748215102937854,0.0006367071329428997,0.0007034266717244069,0.0007751918439128365,0.0008522125252690754,0.0009346961649576335,0.0010228472184754805,0.001116866600967106,0.001216951163023693,0.0013232931907916482,0.0014360799319482738,0.001555493148843761,0.0016817086998597939
3,WASP-176b,1.6504785404183417,1.694393880137372,1.736354358472042,1.7763710610834869,1.8144629347244288,1.850655658238769,1.8849806196023875,1.9174739938206384,1.9481759157630887,1.9771297415938456,2.0043813922707296,2.0299787725857494,2.053971259351745,2.076409252567901,2.09734378369327,2.116826175494637,2.1349077482980214,2.1516395678461078,2.167072230337152,2.1812556805868892,2.1942390596065042,2.206070578226809,2.2167974137140534,2.2264656266185003,2.2351200953728063,2.2428044664087743,2.249561117795037,2.2554311346109612,2.260454294464695,2.2646690617405443,2.268112589319069,2.2708207266573033,2.2728280332457294,2.2741677965747047,2.274872053847599,2.2749716167700145,2.274496098829122,2.273473944550202,2.2719324602834075,2.2698978461338513,2.2673952286982115,2.264448694318512,2.261081322604523,2.2573152200110975,2.253171553289999,2.2486705826626308,2.2438316945854124,2.2386734340004386,2.2332135359833694,2.2274689567173183
4,TOI-1801b,6.0532442784629684e-05,7.555893554339347e-05,9.344094262364991e-05,0.00011454480170193946,0.00013925670717009254,0.00016798073498747786,0.00020113663858958248,0.00023915745477462745,0.0002824869597423275,0.0003315770156439505,0.00038688484725200883,0.0004488702868138416,0.0005179930229604551,0.0005947098868414885,0.0006794722055835824,0.0007727232498449699,0.0008748957987745039,0.0009864098421741433,0.001107670436192116,0.001239065725507087,0.0013809651417547037,0.0015337177849402488,0.0016976509918025828,0.0018730690925662465,0.002060252355253325,0.0022594561147244088,0.0024709100818811796,0.002694817826982032,0.002931356429784785,0.0031806762882268164,0.003442901076562392,0.003718127843285507,0.004006427238754096,0.004307843862180693,0.004622396717547655,0.004950079768020734,0.005290862578563654,0.005644691036673011,0.006011488141447777,0.006391154851570699,0.006783570983184528,0.0071885961490984395,0.007606070731239214,0.00803581687875708,0.008477639524710652,0.008931327414767692,0.00939665414187551,0.009873379181359998,0.010361248921411747,0.010859997684402758
5,TOI-836c,0.0023104178015936833,0.0026947594995453267,0.0031219026745889092,0.003593846190239587,0.004112430466842595,0.004679324854357083,0.005296017486420042,0.005963807560627282,0.006683799950994095,0.007456902027477572,0.00828382253370119,0.009165072356968866,0.010100967013542829,0.01109163066621576,0.012137001489683663,0.013236838201372276,0.014390727580511313,0.01559809280575138,0.016858202450916016,0.018170179989080867,0.019533013666625142,0.02094556662087188,0.02240658712707487,0.023914718872592406,0.025468511167920337,0.027066429015630597,0.02870686296911752,0.03038813872326681,0.03210852638866732,0.03386624940979145,0.03565949309560752,0.03748641273839928,0.0393451413031433,0.041233796675668684,0.04315048846303186,0.04509332434408296,0.04706041597219341,0.049049884435507396,0.05105986528297309,0.05308851312687321,0.05513400583453782,0.057194548323569995,0.059268375976192715,0.06135375768926593,0.06344899857725148,0.06555244234583413,0.06766247335417432,0.0697775183838132,0.0718960481321766,0.07401657844841325
6,TOI-3807b,1.7398162767210665,1.7920524323141602,1.8422920423475284,1.8905224601255768,1.936741369346393,1.9809555330772526,2.023179639052439,2.0634352401148064,2.101749787126734,2.1381557505992874,2.1726898265451213,2.205392221588707,2.236306012105381,2.2654765720614303,2.292951064255126,2.31877798977722,2.343006790696606,2.3656875012103544,2.3868704427614222,2.4066059589097466,2.4249441860312695,2.441934856211248,2.457627128982345,2.472069448833733,2.4853094256829995,2.497393735750387,2.508368040511357,2.518276921622601,2.527163829918923,2.5350710467679503,2.54203965624135,2.548109526720175,2.5533193006964203,2.5577063916646043,2.5613069871172662,2.5641560567655546,2.566287365205696,2.5677334883393916,2.568525832935628,2.5686946587946973,2.5682691030372142,2.5672772061000613,2.565745939072726,2.563701232052258,2.561168003237802,2.55817018852106,2.554730771362452,2.550871812770924,2.546614481231573,2.541979082448334
7,TOI-4087b,1.1243284228108466,1.1708592225048169,1.2164181215625793,1.2609383148542535,1.304363060453757,1.3466449663036406,1.3877452798337646,1.4276331902578605,1.4662851510604795,1.5036842283151721,1.5398194789039104,1.574685361406628,1.6082811813616167,1.640610571730774,1.6716810087120697,1.7015033624957228,1.7300914821399351,1.7574618134248687,1.7836330483127125,1.8086258044820216,1.832462333301471,1.855166254553616,1.8767623161997622,1.8972761774873987,1.916734213735788,1.9351633411835185,1.9525908603453173,1.9690443163963174,1.9845513751777881,1.9991397134994555,2.012836922494082,2.0256704228614946,2.0376673909190783,2.0488546944533956,2.059258837442881,2.0689059127922604,2.077821562288718,2.086030943053115,2.09355869981995,2.1004289424376354,2.1066652280316904,2.1122905473238007,2.11732731464521,2.121797361223974,2.1257219313658,2.1291216811829603,2.1320166795593285,2.1344264110691338,2.136369780595002,2.1378651194164937
8,TOI-2818b,1.2013465988624643,1.2571122854904475,1.3120883709829267,1.3661739708771679,1.4192798043493258,1.4713276028176516,1.5222494832961853,1.5719873015514931,1.620491997486358,1.6677229428604632,1.7136472994390504,1.7582393939198704,1.8014801144993076,1.8433563326756106,1.8838603528284525,1.9229893912321827,1.960745085435378,1.9971330343493212,2.03216236891454,2.0658453528407765,2.0981970126249077,2.1292347958335607,2.158978256476361,2.187448766184681,2.2146692498416063,2.240663944269104,2.2654581785681875,2.2890781747173676,2.3115508670593328,2.332903739345578,2.353164678055395,2.372361840760443,2.390523538364944,2.4076781301131787,2.4238539303194937,2.43907912583828,2.4533817033555447,2.466789385643925,2.479329575982281,2.4910293099998215,2.5019152142572665,2.5120134709310733,2.5213497880159648,2.529949374506143,2.5378369200607835,2.545036578698902,2.551571956107715,2.5574661001831447,2.562741494454661,2.5674200540774526
9,TOI-3235b,0.012714925414695197,0.01504212519141071,0.017666442333814085,0.020607087280133496,0.02388257806109103,0.027510594897999188,0.031507849004381985,0.0358899665222835,0.04067138814514527,0.04586528463878413,0.051483488173393786,0.057536439123687534,0.06403314778070077,0.07098117024563544,0.07838659764097554,0.08625405767369473,0.09458672751630227,0.10338635693003181,0.11265330053703827,0.1223865581514691,0.13258382209924005,0.14324153049032456,0.15435492545222707,0.16591811538661302,0.17792414037062415,0.19036503988786027,0.20323192214007293,0.21651503425757562,0.2302038327929598,0.24428705394825115,0.2587527830489627,0.2735885228392789,0.2887812602302239,0.3043175311868523,0.32018348349109915,0.3363649371635515,0.3528474423705619,0.3696163346821646,0.3866567875816866,0.40395386216007756,0.42149255395613144,0.4392578369291837,0.4572347045730136,0.47540820819875934,0.4937634924315018,0.5122858279791308,0.5309606417441736,0.5497735443589331,0.568710355232386,0.5877571252036754
10,TOI-4463Ab,1.4217124995156931,1.4858559975263792,1.5489832121839076,1.6109837632063813,1.6717607938622974,1.7312302125109398,1.7893199044339858,1.8459689304150961,1.9011267254722966,1.9547523084873342,2.0068135111762975,2.057286232881335,2.1061537259982144,2.153405915456102,2.1990387545059384,2.2430536181181537,2.2854567345147796,2.326258654738523,2.365473759669977,2.403119803524225,2.4392174925697936,2.4737900976050247,2.5068630985805997,2.5384638596643128,2.568621332996058,2.597365789363388,2.624728574041358,2.6507418860732277,2.67543857931652,2.6988519836416347,2.721015744738784,2.74196368106497,2.7617296565414975,2.7803474676930033,2.7978507440002964,2.8142728603178155,2.8296468602863496,2.8440053897458277,2.857380639225367,2.869804294658928,2.8813074955381386,2.891920799777785,2.901674154627855,2.9105968730194878,2.9187176147852165,2.9260643722402513,2.932664459656969,2.938544506204938,2.9437304519675846,2.9482475466821456
