,Planet Name,ESM Estimate 3.9-4.03um,ESM Estimate 4.03-4.16um,ESM Estimate 4.16-4.29um,ESM Estimate 4.29-4.42um,ESM Estimate 4.42-4.55um,ESM Estimate 4.55-4.68um,ESM Estimate 4.68-4.81um,ESM Estimate 4.81-4.94um,ESM Estimate 4.94-5.07um,ESM Estimate 5.07-5.2um,ESM Estimate 5.2-5.33um,ESM Estimate 5.33-5.46um,ESM Estimate 5.46-5.59um,ESM Estimate 5.59-5.72um,ESM Estimate 5.72-5.85um,ESM Estimate 5.85-5.98um,ESM Estimate 5.98-6.11um,ESM Estimate 6.11-6.24um,ESM Estimate 6.24-6.37um,ESM Estimate 6.37-6.5um,ESM Estimate 6.5-6.63um,ESM Estimate 6.63-6.76um,ESM Estimate 6.76-6.89um,ESM Estimate 6.89-7.02um,ESM Estimate 7.02-7.15um,ESM Estimate 7.15-7.28um,ESM Estimate 7.28-7.41um,ESM Estimate 7.41-7.54um,ESM Estimate 7.54-7.67um,ESM Estimate 7.67-7.8um
354,Kepler-1656b,0.04631943800977894,0.050586174928720876,0.05482198250379203,0.05900196694295414,0.063104600402166,0.06711158233158226,0.07100764427940612,0.07478031927479183,0.07841969226550916,0.0819181441036495,0.08527009825925792,0.08847177675327922,0.09152096966808845,0.09441682093730898,0.09715963185788766,0.09975068283353614,0.10219207318506282,0.10448657839434912,0.10663752383844684,0.10864867388062775,0.11052413508548999,0.11226827229126811,0.11388563628529505,0.11538090187345237,0.1167588152002786,0.11802414925486834,0.11918166658257534,0.12023608830937423,0.12119206867154247,0.12205417432575309
355,TOI-4010c,0.42367191730514847,0.4412894809625407,0.4575298407389062,0.472422979054615,0.4860099894105322,0.4983401080067794,0.5094682620899349,0.5194530707946577,0.5283552356159527,0.5362362618133096,0.5431574576551168,0.5491791645758809,0.554360177483433,0.5587573202896734,0.562425147069375,0.5654157440003446,0.5677786113909918,0.5695606086815064,0.5708059483568876,0.5715562272888409,0.571850486185375,0.5717252896280358,0.571214820668833,0.5703509851886918,0.569163522228176,0.5676801173254953,0.5659265165670869,0.5639266395986855,0.5617026902826097,0.5592752640376456
356,HATS-55b,1.7581849415590134,1.7651264200694032,1.7684087864344615,1.7684662119782937,1.7656910154988963,1.7604362810510354,1.7530187480084511,1.743721792103168,1.732798375665915,1.720473888239488,1.706948829369591,1.6924013069371697,1.6769893393204236,1.6608529597853874,1.6441161281490388,1.6268884589330794,1.6092667776587088,1.5913365181528898,1.5731729741290361,1.5548424181479172,1.5364031005530403,1.5179061402501586,1.4993963183601429,1.4809127848847108,1.4624896876310653,1.4441567317740809,1.4259396776109932,1.407860783294005,1.389939198617395,1.3721913152863825
357,Kepler-450b,0.09832382412189229,0.10349686328291666,0.10836593044202378,0.11292682866742759,0.11717954314110747,0.12112744117695516,0.12477657400034767,0.12813507589030682,0.1312126534674923,0.1340201564685173,0.1365692208381715,0.1388719750715088,0.14094080121398653,0.1427881426162516,0.1444263513286379,0.14586756883476848,0.14712363461676733,0.14820601778826098,0.14912576771054162,0.1498934801158034,0.15051927579843924,0.15101278940405014,0.1513831662509519,0.15163906546645264,0.1517886680163052,0.15183968845674642,0.1517993894502053,0.1516745982634521,0.1514717246156949,0.1511967793678966
358,K2-155c,0.016229672667645103,0.018569778281309988,0.021022413579389165,0.023571302028739756,0.026200084825470038,0.028892643637980428,0.031633360830789735,0.0344073217813244,0.03720046522756584,0.039999688199214525,0.04279291218946669,0.045569116981646056,0.04831834808204227,0.05103170312323563,0.0537013019604662,0.056320244535706186,0.05888255996214754,0.06138314970556586,0.06381772721923061,0.06618275593013266,0.06847538707626741,0.07069339855483968,0.0728351356550844,0.07489945431159684,0.07688566731899149,0.0787934937908068,0.08062301201950309,0.08237461579528754,0.08404897416503879,0.08564699455478704
359,WASP-13b,5.7686741425652786,5.742959719866605,5.70880708019363,5.667505573820626,5.620184379424024,5.567830258143602,5.511303912757961,5.451354856144566,5.388634789239286,5.323709547476231,5.2570697082554485,5.18913996879006,5.120287409568213,5.050828757649966,4.981036758833341,4.911145760205622,4.841356595961485,4.771840860401957,4.7027446432194955,4.634191793821972,4.566286773705749,4.499117148832417,4.432755767610432,4.367262664411481,4.302686723523665,4.239067134010625,4.176434662050891,4.114812763919614,4.054218559796667,3.9946636859831868
360,WASP-58b,4.2759059146417355,4.3131356198617,4.340207746440855,4.358185394000832,4.36804704849887,4.3706882041973225,4.3669246443341905,4.357496757623497,4.343074439715169,4.324262258509818,4.3016046592326225,4.275591057041525,4.246660717688671,4.215207365057413,4.181583481867071,4.146104289236472,4.109051404223535,4.070676183494233,4.031202767110472,3.990830839956915,3.9497381302084533,3.9080826649678886,3.866004803137591,3.823629064992494,3.7810657769872553,3.738412549196697,3.6957556015516397,3.653170953760205,3.6107254925480126,3.568477928633478
361,WASP-119b,6.654855486864518,6.61944705866693,6.574768569459102,6.522281916299122,6.463263163440424,6.3988238620189675,6.329930517746368,6.25742215516479,6.18202602446054,6.104371554093151,6.0250026829793075,5.9443887189498295,5.862933872027943,5.780985606085556,5.698841943517114,5.616757846650397,5.534950787937061,5.453605609314516,5.372878759977888,5.292901991416231,5.213785579071216,5.135621131415108,5.058484039601507,4.982435614068223,4.907524948502533,4.833790546343783,4.761261740419134,4.689959932313411,4.619899674599392,4.551089616029531
362,HAT-P-52b,1.8214364533956517,1.843221974032474,1.860355793287399,1.8732845350367953,1.8824249447899115,1.8881630939668541,1.8908545731215658,1.8908253640190538,1.8883731584363816,1.8837689519996115,1.8772587877777658,1.869065559680054,1.8593908123688638,1.8484164943652974,1.8363066358373716,1.8232089334431834,1.809256232501912,1.794567902417089,1.7792511052424462,1.763401959993358,1.7471066070915369,1.7304421784373787,1.713477679219868,1.6962747878383058,1.6788885803284206,1.6613681855361426,1.6437573770220184,1.6260951073498269,1.6084159900465005,1.590750734135567
363,WASP-4b,8.986215911589237,8.909705703259243,8.823135457468036,8.728323259333324,8.626835497311827,8.52001923051442,8.409030899040832,8.294861607165382,8.178359269228158,8.060247930048641,7.941144570284698,7.821573692134782,7.701979958456993,7.582739132817083,7.464167541698005,7.346530254620478,7.230048154087811,7.114904045494848,7.00124793757878,6.889201606629768,6.778862542399527,6.67030736029111,6.56359475279677,6.458768043081531,6.355857394907203,6.254881725586133,6.155850362188478,6.058764475661666,5.9636183227397845,5.87040032140482
