,Planet Name,RSM Estimate 3.9-4.03um,RSM Estimate 4.03-4.16um,RSM Estimate 4.16-4.29um,RSM Estimate 4.29-4.42um,RSM Estimate 4.42-4.55um,RSM Estimate 4.55-4.68um,RSM Estimate 4.68-4.81um,RSM Estimate 4.81-4.94um,RSM Estimate 4.94-5.07um,RSM Estimate 5.07-5.2um,RSM Estimate 5.2-5.33um,RSM Estimate 5.33-5.46um,RSM Estimate 5.46-5.59um,RSM Estimate 5.59-5.72um,RSM Estimate 5.72-5.85um,RSM Estimate 5.85-5.98um,RSM Estimate 5.98-6.11um,RSM Estimate 6.11-6.24um,RSM Estimate 6.24-6.37um,RSM Estimate 6.37-6.5um,RSM Estimate 6.5-6.63um,RSM Estimate 6.63-6.76um,RSM Estimate 6.76-6.89um,RSM Estimate 6.89-7.02um,RSM Estimate 7.02-7.15um,RSM Estimate 7.15-7.28um,RSM Estimate 7.28-7.41um,RSM Estimate 7.41-7.54um,RSM Estimate 7.54-7.67um,RSM Estimate 7.67-7.8um
20,TOI-4377b,0.20683711863946921,0.19834481830379952,0.1904095394848266,0.18298233836337924,0.17601954646859,0.16948211085412598,0.16333502611475695,0.15754684456157741,0.1520892529522917,0.14693670595726596,0.14206610806029957,0.13745653687750792,0.1330890019603561,0.12894623405969138,0.1250125005930079,0.12127344370031146,0.11771593781461849,0.11432796412800168,0.11109849971724602,0.1080174194164789,0.10507540879724447,0.10226388684769733,0.09957493713867867,0.09700124643102255,0.09453604982026557,0.0921730816359403,0.08990653141605186,0.08773100436588978,0.08564148578639721,0.08363330902264152
21,Wolf327b,0.06785274471778827,0.06526237404502136,0.06282688737773068,0.06053425237910034,0.05837352476742298,0.05633474562128936,0.054408846688592,0.052587563886357366,0.050863358797420814,0.049229347750104666,0.04767923795144587,0.046207270095485656,0.04480816686072046,0.04347708672862891,0.042209582587399194,0.04100156462460266,0.0398492670551143,0.03874921827324855,0.03769821405916684,0.03669329350820334,0.03573171738731647,0.03481094865527391,0.03392863491243342,0.03308259257220896,0.03227079256972359,0.03149134744398123,0.03074249964836547,0.03002261096062738,0.02933015287801372,0.02866369789596191
22,HD118203b,0.18548526714778343,0.17767774375907652,0.17039755930227124,0.16359672131286748,0.15723263786261665,0.1512674042644442,0.14566719644836815,0.14040175344120653,0.1354439344924667,0.1307693389213184,0.12635597882372723,0.12218399646375071,0.1182354195509279,0.11449394873519193,0.1109447725787774,0.1075744060291518,0.10437054904860402,0.10132196257930563,0.09841835945723644,0.09565030825044477,0.09300914829951072,0.09048691449142275,0.08807627051088696,0.08577044949230776,0.08356320114702344,0.08144874456854316,0.07942172602730552,0.07747718115902122,0.07561050102966521,0.07381740162765772
23,TOI-1470b,0.010427277527935356,0.010024358667037703,0.009645923354977633,0.009290025344563437,0.008954900873015722,0.00863895022334387,0.00834072102196562,0.008058893196820707,0.007792265484790739,0.007539743361137763,0.007300328259508025,0.007073107954021448,0.0068572479819881925,0.006651983994896597,0.00645661493525536,0.006270496946888681,0.006093037935928115,0.005923692708767929,0.0057619586215312425,0.005607371683099339,0.00545950306048679,0.005317955941345589,0.005182362713704121,0.005052382427749642,0.004927698508609051,0.004808016692732602,0.004693063163692992,0.004582582866028845,0.004476337978239071,0.004374106528205413
24,V1298Taub,0.024438068707655566,0.023434827659417484,0.02249737992138639,0.021619945578120595,0.02079736753895164,0.02002503366274643,0.019298809717082296,0.018614981558926037,0.01797020516859774,0.017361463378986374,0.016786028320891218,0.016241428756758786,0.01572542160272432,0.015235967046266261,0.014771206757048494,0.014329444764383524,0.013909130638529398,0.013508844666698626,0.013127284759864404,0.012763254864598101,0.01241565468640015,0.012083470558271933,0.011765767311418655,0.011461681024634768,0.011170412545663675,0.010891221692106908,0.010623422051665925,0.010366376311953267,0.010119492059089952,0.0098822179920177
25,TOI-2109b,2.182258136434239,2.0891543258216037,2.0024367537949854,1.9215137502927362,1.845861633728859,1.7750155039236388,1.7085614545754697,1.6461299623620171,1.5873902549614223,1.53204549650174,1.4798286580535311,1.4304989642492094,1.3838388260987713,1.3396511854855895,1.2977572093824805,1.257994282093158,1.2202142522449155,1.1842818981894234,1.1500735811924148,1.1174760605366156,1.0863854486047106,1.0567062872970046,1.0283507298887573,1.001237814739321,0.9752928192064991,0.9504466837578598,0.9266354976568212,0.903800038777069,0.8818853610997287,0.86084042430034
26,K2-138g,0.00036079773272151995,0.0003458085466278365,0.0003318164013719434,0.00031873218714917534,0.000306476604352135,0.0002949789025596969,0.00028417580165531023,0.0002740105664487656,0.0002644322109154085,0.00025539481211477657,0.00024685691712954646,0.00023878102908517527,0.00023113316056531062,0.0002238824446084246,0.00021700079502408497,0.0002104626090585852,0.0002042445065152966,0.00019832510033274093,0.00019268479437401816,0.00018730560481047782,0.00018217100201097715,0.0001772657702930622,0.00017257588326797203,0.0001680883928290105,0.000163791330102156,0.00015967361690669867,0.0001557249864686611,0.0001519359122961588,0.00014829754426835847,0.00014480165111172805
27,K2-141c,0.04289641431217405,0.04115937689304981,0.03953437725204376,0.03801177448735926,0.036582939245228235,0.035240131714979195,0.033976395735368994,0.03278546680708299,0.03166169209043739,0.030599960726963128,0.029595643054871803,0.02864453749115226,0.027742824028817767,0.026887023449133112,0.02607396147825351,0.02530073722838333,0.024564695357906577,0.023863401465275776,0.023194620299830375,0.02255629643096181,0.021946537066653702,0.021363596754741757,0.020805863736368804,0.02027184775199316,0.019760169126747818,0.019269548984622298,0.01879880046040826,0.01834682079509241,0.017912584214821618,0.017495135506010548
28,TRAPPIST-1b,0.009913529068058622,0.00957592267610732,0.009255335137189081,0.0089507853045269,0.008661332951577243,0.008386083497509276,0.008124190315267238,0.00787485534946257,0.007637328571076994,0.007410906650401381,0.007194931123589307,0.00698878625080075,0.006791896707340071,0.006603725207829162,0.006423770133217284,0.006251563208351959,0.006086667261759358,0.005928674087621833,0.005777202421531721,0.005631896035594469,0.0054924219542100625,0.005358468788919179,0.005229745188711971,0.005105978400904438,0.004986912936901138,0.0048723093367432635,0.004761943026181078,0.0046556032600313345,0.004553092145731589,0.004454223741233015
29,TRAPPIST-1e,0.0012901986956289021,0.001246260828140826,0.0012045378834954238,0.001164902170102424,0.0011272313219454723,0.0010914089135807986,0.0010573247605205655,0.0010248749996485923,0.0009939620182525513,0.0009644942813132704,0.0009363860928903891,0.0009095573173699411,0.0008839330789769339,0.0008594434525727767,0.0008360231548218858,0.0008136112419385741,0.0007921508181331159,0.0007715887573582818,0.0007518754398633175,0.0007329645042806667,0.0007148126154184049,0.0006973792475483792,0.0006806264827212599,0.0006645188234714417,0.0006490230191723988,0.0006341079052484909,0.0006197442544283709,0.0006059046392279738,0.0005925633048707532,0.000579696051882716
30,TRAPPIST-1f,0.0010177787573723666,0.0009831181827452875,0.0009502048594726934,0.0009189380574976448,0.0008892212478649577,0.0008609625878655293,0.0008340751579950286,0.0008084770253901831,0.000784091187845524,0.0007608454375698133,0.0007386721729540994,0.0007175081786766803,0.0006972943886623168,0.0006779756421664625,0.0006595004401507191,0.0006418207068491785,0.0006248915597748537,0.0006086710902182444,0.0005931201554268154,0.0005782021830375492,0.0005638829878990139,0.0005501306011172854,0.0005369151109559148,0.0005242085150873875,0.0005119845836128035,0.0005002187322234233,0.0004888879048612808,0.0004779704652383041,0.00046744609658889806,0.0004572957090545371
31,TRAPPIST-1g,0.0008446510578890699,0.0008158863673178219,0.0007885717145807039,0.0007626235041531105,0.0007379616269901996,0.0007145098631464865,0.0006921960784270361,0.0006709522770330196,0.0006507145551014039,0.0006314229876368839,0.0006130214722988459,0.0005954575469112382,0.0005786821927432469,0.0005626496320844434,0.0005473171260616215,0.0005326447767635318,0.0005185953363700177,0.0005051340249885355,0.0004922283581846263,0.00047984798468117,0.0004679645343396544,0.00045655147628598084,0.000445583986873898,0.0004350388270690015,0.00042489422876924225,0.0004151297895421326,0.0004057263752451976,0.00039666602999806886,0.0003879318929875014,0.00037950812160616847
32,GJ3473b,0.013130927314706768,0.012637626668753529,0.012173180827518976,0.01173541969384383,0.011322359012514487,0.010932184758826333,0.010563238272056524,0.01021400233404146,0.009883088283547779,0.009569224187062254,0.009271244042996922,0.008988077970325678,0.008718743318383916,0.008462336627953081,0.00821802637208002,0.007985046406508071,0.007762690062885397,0.007550304822235868,0.007347287510982636,0.007153079966758514,0.0069671651260861745,0.006789063490638526,0.006618329933118076,0.006454550807784981,0.006297341334307973,0.006146343226917567,0.006001222543819613,0.005861667734499797,0.005727387864946766,0.005598111002956017
33,TOI-2202b,0.01889231842216045,0.01811236640674648,0.01738390957424149,0.01670238678110672,0.0160637334718908,0.015464318747844985,0.014900891354008782,0.014370533220282493,0.013870619408649486,0.013398783501813515,0.012952887622390975,0.012530996400670229,0.01213135431667511,0.011752365932261812,0.01139257860415095,0.011050667331635403,0.010725421445292756,0.010415732887099145,0.010120585869328826,0.00983904773073459,0.009570260834709817,0.009313435376260925,0.009067842983341247,0.00883281101396908,0.008607717464038342,0.008391986412215495,0.008185083938115888,0.007986514458330426,0.0077958174320595704,0.007612564394274456
34,TOI-833b,0.026059267392404224,0.02503865832237368,0.02408116899809469,0.023181658512218744,0.02233548584185633,0.021538456087066758,0.020786772524768182,0.020076993980971604,0.019405997004558286,0.018770942338073998,0.0181692452108114,0.017598549017848596,0.017056701990223747,0.016541736502818774,0.016051850705935695,0.015585392203026006,0.01514084353016854,0.014716809222597972,0.014312004279977733,0.013925243865420456,0.013555434093733783,0.013201563782309975,0.012862697053761129,0.012537966693088059,0.012226568174107283,0.01192775428026955,0.011640830254075677,0.011365149417203431,0.011100109210367616,0.010845147607954603
35,HD28109c,0.0014678204068150403,0.0014057017085371947,0.0013478048203028315,0.0012937427275757868,0.0012431723408959585,0.0011957886340271428,0.0011513196700098697,0.0011095223664843413,0.0010701788785386864,0.0010330934990809653,0.0009980899943471183,0.0009650093064583111,0.0009337075665822816,0.0009040543717564352,0.0008759312862100347,0.0008492305344109766,0.000823853858324289,0.0007997115157162658,0.0007767213999399309,0.000754808264631736,0.0007339030392449774,0.0007139422234321611,0.0006948673500384161,0.0006766245079392742,0.0006591639171967207,0.000642439550056449,0.0006264087921984403,0.0006110321394085533,0.0005962729254830675,0.0005820970777277869
36,TOI-2641b,0.11229065062780524,0.10754044987592058,0.10311293554251641,0.09897854326789117,0.09511106197675506,0.09148718672823679,0.08808613923158931,0.08488934471409343,0.08188015587117378,0.07904361628198296,0.07636625701356514,0.07383592122501399,0.07144161246921792,0.06917336311342709,0.06702211989243662,0.06497964409487302,0.06303842428402862,0.061191599785994935,0.059432893452420824,0.05775655243351645,0.056157295887230715,0.05463026870968264,0.05317100050540324,0.05177536912818186,0.05043956821796127,0.049160078239272716,0.04793364059455735,0.04675723444338414,0.045628055907748676,0.04454349938559346
37,TOI-1685b,0.0814370779564733,0.07835477267012522,0.0754546214953648,0.07272271352259496,0.0701463608080719,0.06771398944959,0.06541503755789455,0.06323986090292194,0.06117964643524929,0.05922633352598209,0.05737254255758232,0.05561151038351191,0.053937032122250546,0.052343408738675275,0.05082539987778199,0.04937818144224655,0.04799730743973484,0.04667867566382657,0.04541849681114414,0.044213266675106465,0.04305974109257512,0.04195491335302753,0.040895993810527616,0.039880391466600516,0.03890569731724389,0.03796966927987383,0.037070218536176765,0.036205397144816666,0.035373386793973,0.034572488577885946
38,K2-87b,0.009559483740610083,0.0091582777278168,0.008784078438484366,0.008434437784307964,0.008107181851659564,0.007800374898423542,0.007512288695913063,0.007241376343927585,0.0069862498393581446,0.0067456608033581045,0.006518483874036756,0.006303702355106491,0.006100395779365545,0.0059077291021438685,0.00572494328615153,0.0055513470773953305,0.005386309803461945,0.0052292550517089136,0.0050796551067337084,0.004937026044701754,0.00480092339734092,0.00467093831118031,0.004546694138348994,0.0044278434043014325,0.004314065105486393,0.004205062296459418,0.004100559931445499,0.004000302930046665,0.003904054440794091,0.00381159427966666
39,WASP-178b,0.39861344371743374,0.3811335858809282,0.36488980221980466,0.3497636114580115,0.3356506781571839,0.32245881191396475,0.3101062908591622,0.29852045063076055,0.28763649172507805,0.2773964673258576,0.26774842095772117,0.2586456490515798,0.25004606808118546,0.24191166958853255,0.23420804935738723,0.22690399937031078,0.2199711531124121,0.2133836763558782,0.2071179968444593,0.20115256735286086,0.19546765746640674,0.1900451701467688,0.18486847974794832,0.17992228864536802,0.17519250005792725,0.17066610499272553,0.16633108153653117,0.16217630496648097,0.1581914673628992,0.1543670055855572
