,Planet Name,Full Phase Curve SNR 1.95-2.015um,Full Phase Curve SNR 2.015-2.08um,Full Phase Curve SNR 2.08-2.145um,Full Phase Curve SNR 2.145-2.21um,Full Phase Curve SNR 2.21-2.275um,Full Phase Curve SNR 2.275-2.34um,Full Phase Curve SNR 2.34-2.405um,Full Phase Curve SNR 2.405-2.47um,Full Phase Curve SNR 2.47-2.535um,Full Phase Curve SNR 2.535-2.6um,Full Phase Curve SNR 2.6-2.665um,Full Phase Curve SNR 2.665-2.73um,Full Phase Curve SNR 2.73-2.795um,Full Phase Curve SNR 2.795-2.86um,Full Phase Curve SNR 2.86-2.925um,Full Phase Curve SNR 2.925-2.99um,Full Phase Curve SNR 2.99-3.055um,Full Phase Curve SNR 3.055-3.12um,Full Phase Curve SNR 3.12-3.185um,Full Phase Curve SNR 3.185-3.25um,Full Phase Curve SNR 3.25-3.315um,Full Phase Curve SNR 3.315-3.38um,Full Phase Curve SNR 3.38-3.445um,Full Phase Curve SNR 3.445-3.51um,Full Phase Curve SNR 3.51-3.575um,Full Phase Curve SNR 3.575-3.64um,Full Phase Curve SNR 3.64-3.705um,Full Phase Curve SNR 3.705-3.77um,Full Phase Curve SNR 3.77-3.835um,Full Phase Curve SNR 3.835-3.9um
370,HATS-29b,2.1278710486983723,2.3403259674362813,2.553155551207597,2.765013066453709,2.974699755189932,3.181164466671351,3.3834994675230754,3.5809335171880963,3.7728231025465164,3.9586425482645544,4.137973563103412,4.3104946488040525,4.475970686813802,4.634242927331072,4.785219532579815,4.928866769339379,5.065200902043308,5.194280804897526,5.316201287388154,5.4310871104714415,5.539087659149379,5.640372229789607,5.735125886426548,5.823545838559699,5.905838292993178,5.982215733527564,6.05289458442172,6.118093216184278,6.178030255209654,6.232923161861526
371,K2-140b,1.0940894949651465,1.2339413372265133,1.378218069802301,1.5259232328171282,1.6760978631685477,1.8278336244093452,1.98028217983306,2.132661342243407,2.2842585297241254,2.434432026172503,2.582610499328095,2.7282911754356896,2.8710370140281323,3.0104731722308977,3.1462829977037585,3.2782037440617087,3.4060221628690734,3.5295700921128064,3.648720132172062,3.763381476278263,3.873495942777205,3.9790342406164863,4.079992486849327,4.1763889850653255,4.268261266073267,4.355663386468441,4.438663476562996,4.517341526242279,4.591787395382919,4.662099034309825
372,WASP-50b,6.84918941642966,7.34596392374576,7.827623821034979,8.29219652532408,8.738152983350863,9.164358571075473,9.570024552157214,9.954661616394302,10.318036468956317,10.660132026777513,10.98111147471341,11.281286218222895,11.56108762173749,11.82104232613177,12.061750881522803,12.283869402480413,12.488093943452059,12.67514729654779,12.84576792710733,13.000700781238944,13.140689721263362,13.26647136796095,13.378770151488393,13.478294394995626,13.565733275832356,13.641754528505992,13.70700277109981,13.762098352654641,13.807636633117388,13.844187619929327
373,TOI-431b,1.1574748476366543,1.1905754709754341,1.2200411043255892,1.2460706114511448,1.268870556201327,1.2886498885582598,1.305615909793819,1.3199712779041106,1.331911849303486,1.3416251853694674,1.3492895817299067,1.3550735037706731,1.3591353337281453,1.3616233531606212,1.3626758999211106,1.3624216513761471,1.3609799959229525,1.3584614632139254,1.3549681902288524,1.3505944057265582,1.3454269198998274,1.3395456094562237,1.3330238910229704,1.325929177866809,1.31832331654531,1.3102630013591336,1.3018001654309577,1.2929823479578795,1.2838530377211523,1.274451993327568
374,TOI-172b,1.0780482841707708,1.1869674002922859,1.2962225041773496,1.4051161230632225,1.5130250629477728,1.6194006965010808,1.7237672241739792,1.825718466629655,1.924913650708679,2.0210725620228347,2.1139703579980966,2.2034322669221353,2.2893283412794383,2.3715683866639403,2.450097149764202,2.5248898190957774,2.5959478690807676,2.6632952605891607,2.726974998122205,2.787046034533087,2.8435805077723066,2.896661289975926,2.946379826757272,2.9928342433903135,3.0361276943456637,3.076366933090833,3.113661079984034,3.148120567314583,3.179856241953697,3.208978607580381
375,TOI-2076c,0.07156255925221286,0.08871029597820664,0.10826927508750589,0.13029048628681453,0.1547943341026098,0.18177194026958185,0.2111870989555732,0.24297870913072483,0.2770635240214475,0.3133390778196866,0.35168667203612936,0.39197432619710226,0.43405961870295584,0.47779236279655984,0.523017079315768,0.5695752420790829,0.617307283424259,0.6660543567511299,0.7156598601488207,0.7659707305834005,0.8168385219600826,0.8681202829203469,0.9196792517333319,0.9713853863105129,1.0231157474024157,1.074754752587302,1.1261943178678406,1.1773339026621485,1.22808047279905,1.2783483948710497
376,WASP-90b,9.567980304708074,9.905822935950265,10.212684001124675,10.489752097821446,10.738375831220981,10.960006771098294,11.156153940119525,11.32834803881631,11.478113783973443,11.606948930714822,11.716308743718583,11.807594867739711,11.882147715657862,11.941241640963955,11.986082290552389,12.017805643825534,12.037478337070949,12.046098949759127,12.044599993816437,12.033850399968077,12.014658338649694,11.987774248320214,11.953893972625709,11.9136619309244,11.867674265175431,11.816481920951533,11.760593632044458,11.700478787364288,11.63657016607513,11.569266532526042
377,TOI-269b,0.0031515153977636663,0.004212635054535219,0.005518860274396424,0.007099262689151808,0.008981688894000153,0.01119219178272382,0.013754540665215226,0.01668981948439728,0.020016116997822818,0.023748308247824413,0.027897923076677086,0.03247309482336354,0.0374785805811461,0.04291584338236522,0.04878318627738598,0.05507592835736965,0.06178661321373901,0.06890524102321618,0.0764195163050907,0.08431510434282044,0.09257589023693116,0.10118423551668121,0.11012122815261104,0.1193669226596979,0.12890056774847353,0.1387008196627886,0.1487459399363557,0.15901397680783982,0.1694829299607961,0.18013089860606898
378,HAT-P-50b,6.023291586154275,6.228476462627899,6.414223329912191,6.5813397302613055,6.730722375246453,6.863322660665484,6.980119376821242,7.082097450279778,7.1702316775208566,7.245474544009529,7.3087473525218565,7.360934005550231,7.4028768951261075,7.435374448372615,7.459179958728626,7.475001401974337,7.483501994189302,7.48530129695454,7.480976714830125,7.471065262675597,7.45606550686862,7.436439605931682,7.412615393364862,7.384988459341954,7.3539241989817015,7.3197598036777505,7.282806178887944,7.243349777200945,7.201654339715365,7.157962542008562
379,TrES-1b,3.0625906221143233,3.400638552362944,3.743194966082698,4.087958309897881,4.432814012290071,4.775846853814353,5.115345655115429,5.449801959654957,5.77790417845399,6.098528444489748,6.410727211629479,6.713716437133898,7.006862012910966,7.289665960648443,7.56175277937959,7.822856229366372,8.072806751182418,8.311519651033034,8.538984130141243,8.75525319508434,8.960434455116186,9.154681789865286,9.338187854722673,9.511177380343291,9.673901215832904,9.82663106143968,9.969654835145754,10.10327261784504,10.22779312332331,10.343530641624328
