,Planet Name,Eclipse Flux Ratio 1.1-1.1566667um,Eclipse Flux Ratio 1.1566667-1.2133333um,Eclipse Flux Ratio 1.2133333-1.27um,Eclipse Flux Ratio 1.27-1.3266667um,Eclipse Flux Ratio 1.3266667-1.3833333um,Eclipse Flux Ratio 1.3833333-1.44um,Eclipse Flux Ratio 1.44-1.4966667um,Eclipse Flux Ratio 1.4966667-1.5533333um,Eclipse Flux Ratio 1.5533333-1.61um,Eclipse Flux Ratio 1.61-1.6666667um,Eclipse Flux Ratio 1.6666667-1.7233333um,Eclipse Flux Ratio 1.7233333-1.78um,Eclipse Flux Ratio 1.78-1.8366667um,Eclipse Flux Ratio 1.8366667-1.8933333um,Eclipse Flux Ratio 1.8933333-1.95um
157,KELT-16b,0.0004645818358161025,0.0005306986920934516,0.0005981950785164584,0.0006665486693253446,0.0007353067882964904,0.0008040832113228944,0.0008725527691883345,0.0009404451437363636,0.0010075389769966033,0.0010736555747754622,0.0011386529837407078,0.001202421075404542,0.0012648766380118199,0.0013259590275603143,0.0013856268338785036
158,Kepler-5b,3.418827291444053e-05,4.303620813908382e-05,5.2970569539038885e-05,6.394027240634034e-05,7.588112993447988e-05,8.871981818869319e-05,0.00010237725727288061,0.00011677143386435876,0.00013181979429629292,0.0001474410303860849,0.00016355641288408616,0.0001800908705715814,0.00019697363007989074,0.00021413859309265583,0.00023152464468435198
159,WASP-129b,7.60550689490985e-07,1.1786945179551423e-06,1.7527251257638684e-06,2.5142780027185324e-06,3.495093598012435e-06,4.726052455996695e-06,6.236321290256818e-06,8.052643885720092e-06,1.0198806581700415e-05,1.2695254154018585e-05,1.5558852515566024e-05,1.8802806480707337e-05,2.2436672802973775e-05,2.6466460972314313e-05,3.089483581826374e-05
160,WASP-145Ab,7.039638676871308e-06,1.0105557529275038e-05,1.4018908438453543e-05,1.8877787707654657e-05,2.4767926548468743e-05,3.176085270791448e-05,3.991286903119047e-05,4.926475520021295e-05,5.984213801204421e-05,7.165626086166848e-05,8.470506657998229e-05,9.897459118113962e-05,0.00011444038400886574,0.00013106895113923454,0.00014881930455025184
161,WASP-167b,0.00021222214940436854,0.00024665079829603144,0.00028238219399243954,0.0003191109189403422,0.0003565605190772223,0.00039448506635862614,0.0004326687893961523,0.00047092462218226085,0.0005090924058277449,0.0005470364426327344,0.000584642920955514,0.000621817654754821,0.0006584836264666462,0.0006945786955972638,0.0007300537856337277
162,K2-232b,2.1697673624678614e-07,3.5079039261362314e-07,5.420781917966242e-07,8.054100977502616e-07,1.1562474108077618e-06,1.6105033758497934e-06,2.1841033432172317e-06,2.89257092155791e-06,3.750665074149153e-06,4.772070853084373e-06,5.969151581601676e-06,7.352773658777466e-06,8.93218484406781e-06,1.0714945723301713e-05,1.2706922893441671e-05
163,TOI-157b,4.6101821632941545e-05,5.928464569609294e-05,7.440780020881717e-05,9.144000479982965e-05,0.00011032022899762772,0.00013096365844985288,0.00015326729495322114,0.0001771150499033597,0.00020238240144498845,0.0002289402084632602,0.0002566578403304526,0.000285405896022754,0.00031505815099240077,0.00034549299645934736,0.00037659469513859676
164,WASP-76b,0.0002525983535738561,0.00029727429413245145,0.0003442387807321487,0.0003930813450028584,0.00044341686477395473,0.0004948912842565649,0.000547184201740558,0.0006000094385254097,0.0006531146273172455,0.0007062794611014404,0.0007593133708786114,0.0008120533221572398,0.0008643610724889535,0.0009161204457311166,0.0009672351189921695
165,Qatar-2b,2.312375804919424e-05,3.2023793123613926e-05,4.300081864550931e-05,5.621088088042208e-05,7.177364322760306e-05,8.977191615889989e-05,0.00011025271656926219,0.00013322950112596075,0.00015868538755446467,0.00018657670705418523,0.0002168367426140585,0.0002493797068972125,0.0002841043653982058,0.0003208973868634664,0.0003596366683460761
166,LP791-18d,4.2741174645970484e-14,1.3891674606396134e-13,4.057139277242188e-13,1.0794489423557336e-12,2.64660073268675e-12,6.037887202929639e-12,1.2922960937579929e-11,2.6131760216368692e-11,5.022566340866858e-11,9.223527232085192e-11,1.6257281389116417e-10,2.7611722984869826e-10,4.5345755663238254e-10,7.222694710265732e-10,1.118792842547753e-09
167,HATS-22b,1.2059051442663772e-07,2.1102957291981588e-07,3.505484155311937e-07,5.565011753849509e-07,8.490865097752824e-07,1.251041765866987e-06,1.787215128133133e-06,2.4840503658211967e-06,3.369026199266949e-06,4.470075602025064e-06,5.815015448387334e-06,7.431021587919729e-06,9.34414917419374e-06,1.1578914039863275e-05,1.4157960748844539e-05
168,HAT-P-51b,4.061759497631371e-06,5.930950192257566e-06,8.355132702351278e-06,1.1408768827635168e-05,1.5159363396298792e-05,1.9665754045039915e-05,2.4976965003850685e-05,3.1131589232989336e-05,3.815767875837933e-05,4.607297306664399e-05,5.48854068420214e-05,6.45938921402118e-05,7.518917738363284e-05,8.665477129321436e-05,9.896798112178363e-05
169,TOI-837b,2.2281302146496605e-07,3.550146998829735e-07,5.413678158772265e-07,7.946373270047123e-07,1.1281168404818626e-06,1.5552354799824094e-06,2.0891807764125618e-06,2.7425579824963334e-06,3.5271044679241586e-06,4.453457480230378e-06,5.530979077300979e-06,6.767645480775767e-06,8.1699813692361e-06,9.743037555408578e-06,1.1490418537005436e-05
170,HAT-P-56b,7.283858651408911e-05,9.047135717458241e-05,0.00011000895591309965,0.00013132353208096588,0.00015426955600954037,0.0001786910724520154,0.0002044275438036857,0.00023131846596075156,0.00025920709325303215,0.000287943006258797,0.0003173838641415003,0.00034739673369586137,0.0003778586728179306,0.00040865690483294026,0.000439688933948579
171,WASP-57b,5.2098444004018585e-06,7.41806200794942e-06,1.021305608272593e-05,1.3656292369698924e-05,1.7799901245438637e-05,2.2685726796528313e-05,2.8344929038640013e-05,3.479805618078657e-05,4.2055537301359766e-05,5.011840337771018e-05,5.8979177501468465e-05,6.862293373972993e-05,7.90283343438561e-05,9.016864912699325e-05,0.00010201281705383454
172,KELT-24b,8.53097566268986e-06,1.1518571288484476e-05,1.5108995385254776e-05,1.9327092872002054e-05,2.4186524069979743e-05,2.9690561920262103e-05,3.5833163294767194e-05,4.260020177915799e-05,4.9970813682933516e-05,5.791868031906671e-05,6.641323092532533e-05,7.542080417044659e-05,8.490562293978583e-05,9.48306301535009e-05,0.00010515827013648254
173,HATS-35b,0.00015132096550358104,0.00018181119094322118,0.00021452030134507248,0.00024917047345727106,0.000285485255786159,0.00032319726216742883,0.00036205329228205905,0.0004018175647267894,0.00044227379894470355,0.0004832258832981274,0.0005244977241553853,0.0005659328529125042,0.0006073933288524537,0.0006487584050852765,0.0006899233977956913
174,WASP-94Ab,1.9580112391830403e-05,2.60403116812682e-05,3.369263603770947e-05,4.2565371856105515e-05,5.266525971181085e-05,6.397984418129968e-05,7.648013761627521e-05,9.012340185933092e-05,0.00010485598560284813,0.00012061589612748534,0.00013733511219630014,0.0001549417416114926,0.00017336176058135953,0.00019252045206030163,0.000212343721360026
175,HAT-P-24b,2.8152816466633225e-05,3.6321266566030276e-05,4.571461680114078e-05,5.6315355495649606e-05,6.808677567323534e-05,8.097677203264259e-05,9.492142306078308e-05,0.00010984825853730751,0.00012567924951759285,0.0001423332625271733,0.00015972807542801408,0.0001777821265140624,0.00019641577065980246,0.00021555220929703932,0.0002351182990989317
176,WASP-31b,3.5689854948237073e-05,4.675588523950816e-05,5.967278755769383e-05,7.445002496503717e-05,9.106530882817832e-05,0.0001094693822577367,0.0001295908969221235,0.00015134114222457921,0.0001746185977094232,0.00019931286184181094,0.00022530803358691801,0.00025248575596822833,0.000280727549895557,0.00030991665614956007,0.0003399396796129049
177,WASP-183b,3.759346022924844e-06,5.677341665599819e-06,8.246766700771364e-06,1.1580671735426292e-05,1.578832383656232e-05,2.0971986065911852e-05,2.722429646457664e-05,3.462630156349442e-05,4.3246194851746966e-05,5.313860651849908e-05,6.434439633633049e-05,7.689095791409974e-05,9.079278628068835e-05,0.00010605227994346459,0.000122660831499268
178,HAT-P-66b,7.555732395902815e-05,9.227599987352548e-05,0.00011050476680288497,0.00013010320684141727,0.00015092317405750123,0.00017281446308036055,0.0001956290483819775,0.00021922418191268355,0.00024346472173585612,0.00026822450400546254,0.00029338709124727654,0.00031884624610492324,0.0003445058569237121,0.0003702796054156334,0.00039609066367112694
179,WASP-63b,1.4839806101256175e-05,1.9424665153732765e-05,2.477496326574498e-05,3.0895099589126376e-05,3.777642117349887e-05,4.5399152224249065e-05,5.373436877429742e-05,6.274592125010165e-05,7.239229348158499e-05,8.262821252655778e-05,9.340603975940446e-05,0.00010467702849606365,0.00011639229256698448,0.0001285035746942013,0.00014096393546295262
180,HAT-P-33b,6.072194563863774e-05,7.618101932205796e-05,9.347987720824328e-05,0.00011252266488720819,0.00013319254468396966,0.00015535851829406644,0.00017888116054016692,0.00020361733986698415,0.00022942417121397257,0.0002561619128309433,0.00028369608714053275,0.00031189917265665864,0.0003406515559206561,0.0003698420495893411,0.00039936830759782133
181,WASP-48b,0.0001506534412530161,0.00018013011556481564,0.00021161112901834587,0.00024482663394401595,0.000279511540963338,0.0003154121676419603,0.00035229048759276993,0.0003899266589038991,0.0004281205380673357,0.00046669192994485,0.000505480134505528,0.0005443433258978804,0.0005831573209818924,0.0006218141707489226,0.0006602209786220924
182,HD219134b,2.398451380227949e-08,3.74261971949725e-08,5.6015010850333324e-08,8.084895719489445e-08,1.130456718155866e-07,1.5370913169965754e-07,2.038992068734036e-07,2.646054296536294e-07,3.3672622738028613e-07,4.2105304450800934e-07,5.182594171197093e-07,6.288954358945442e-07,7.533856886643715e-07,8.920304905065885e-07,1.045010936123055e-06
183,HATS-3b,3.238298311628394e-05,4.1693621612895735e-05,5.237935129274882e-05,6.441696397431155e-05,7.776203178648479e-05,9.235324788575862e-05,0.00010811648526060326,0.00012496847186388622,0.0001428201328024608,0.00016157931512880003,0.00018115301160523693,0.0002014492808206247,0.00022237861208259134,0.00024385492542780746,0.00026579643810496935
184,HAT-P-8b,4.104795276421256e-05,5.2111723342807225e-05,6.463808284065059e-05,7.857568092586136e-05,9.3853414500819e-05,0.00011038552939676236,0.00012807612429661255,0.0001468230317828373,0.00016652120170827843,0.00018706532357129976,0.00020835186321338072,0.00023028075853747415,0.0002527565199599165,0.00027568896004577325,0.00029899380768277814
185,WASP-96b,7.2160532639040025e-06,1.016529070034753e-05,1.3860105277754153e-05,1.8369472710306303e-05,2.374979511581495e-05,3.0044139679413305e-05,3.728213106558954e-05,4.5480376506852176e-05,5.464335355709381e-05,6.47645162266925e-05,7.58275510219342e-05,8.780778857042472e-05,0.00010067354049117532,0.00011438737629183091,0.00012890742167945924
186,WASP-24b,5.897703989445568e-05,7.381156541429763e-05,9.03764465622137e-05,0.00010857697258819235,0.00012829938139986792,0.00014941727599232865,0.00017179698075366802,0.00019530192485687464,0.00021979629557719558,0.0002451476931033195,0.0002712290571553976,0.00029792019592655246,0.00032510862311155986,0.00035268999355187434,0.00038056844970043256
187,TOI-216.01,1.2881791787411715e-12,3.820582572436178e-12,1.0258230756756043e-11,2.525649810027491e-11,5.7635461224519324e-11,1.2301257842071675e-10,2.4744833540348013e-10,4.72214628322181e-10,8.597221797607781e-10,1.5005511851195745e-09,2.521438290579406e-09,4.093999901740463e-09,6.443888038812162e-09,9.860036466801295e-09,1.4703667645322255e-08
188,KELT-3b,5.795786696981931e-05,7.209199690109763e-05,8.777779220785987e-05,0.0001049154029460387,0.0001233899727996977,0.0001430775084885936,0.0001638496474373249,0.00018557745619177113,0.00020813452041011817,0.0002313991035272947,0.00025525564396219994,0.0002795959049060085,0.000304319513537323,0.0003293341606419221,0.00035455574476128297
189,WASP-132b,1.465394452383113e-08,2.797335671248336e-08,5.0293992053177606e-08,8.583074219185703e-08,1.399404483701286e-07,2.1917476690200147e-07,3.312809731567638e-07,4.851510864889784e-07,6.907250735037221e-07,9.588537027509229e-07,1.3011301499355207e-06,1.7297030306387451e-06,2.257076198770115e-06,2.8959048298221286e-06,3.6588009250991108e-06
190,KELT-17b,0.00010127301928869986,0.00012209227960748996,0.0001444854683494787,0.00016826225678206859,0.0001932320921152208,0.00021920979077259044,0.0002460193105107374,0.00027349617411349866,0.0003014890582451342,0.00032986037232476777,0.0003584862434428126,0.00038725631253946137,0.0004160730260020203,0.0004448507494806161,0.00047351501305981097
191,KELT-10b,1.1765918825495118e-05,1.6173860974273947e-05,2.156572612871866e-05,2.800377612603555e-05,3.5532249323293325e-05,4.417771634750576e-05,5.395008991204869e-05,6.484410166155955e-05,7.684115038486392e-05,8.991121134411692e-05,0.00010401474788314761,0.00011910466028208994,0.00013512800582330778,0.00015202754256085803,0.0001697432214830915
192,WASP-117b,2.808376796927185e-07,4.4873541977515e-07,6.860490162481103e-07,1.0093784560543973e-06,1.4360746531984081e-06,1.983729486096491e-06,2.6696826360542183e-06,3.5105725144623296e-06,4.521956374577622e-06,5.717998416513229e-06,7.111231580863597e-06,8.712403063003469e-06,1.0530378872788773e-05,1.2572105702421131e-05,1.4842638747687561e-05
193,HATS-51b,2.4853759937728726e-05,3.248828434783027e-05,4.138412121005667e-05,5.1545744567204775e-05,6.295624059668428e-05,7.558058577437923e-05,8.936896758447049e-05,0.00010425999146985311,0.00012018376027557708,0.00013706452453484555,0.00015482295921069938,0.0001733782115236532,0.0001926494667626976,0.00021255718163222816,0.00023302418576473906
194,K2-333b,8.593570776435073e-09,1.5236367420195733e-08,2.560658595049432e-08,4.1078142305642976e-08,6.326821175402116e-08,9.401615429853347e-08,1.3535153908765158e-07,1.8945393856810877e-07,2.5860787666309067e-07,3.4515511594793423e-07,4.514468986744356e-07,5.797991583781717e-07,7.324509372445203e-07,9.115274621619672e-07,1.119010113134287e-06
195,WASP-126b,1.0519376177600938e-05,1.3973003588321565e-05,1.8060148425817704e-05,2.2795391646397758e-05,2.8181927189555022e-05,3.421281449070919e-05,4.0872392240691544e-05,4.813775142064602e-05,5.598023620684913e-05,6.436680290580705e-05,7.326124145258572e-05,8.262531501106708e-05,9.241967805507759e-05,0.00010260463540535441,0.00011314083697764076
196,WASP-6b,4.8862864067071405e-06,7.158088188020896e-06,1.0113614109575308e-05,1.3847161194997474e-05,1.844481530076159e-05,2.398221794707428e-05,3.052302890541642e-05,3.81180488465396e-05,4.680498293020428e-05,5.660863878179386e-05,6.754148716421544e-05,7.960457947610839e-05,9.278857628668735e-05,0.00010707487017905774,0.00012243686283066704
197,LHS3844b,4.815183708423525e-08,8.2238335433248e-08,1.337036414514865e-07,2.0824952222989143e-07,3.123959065338016e-07,4.533682357144903e-07,6.389534147866905e-07,8.773351856351226e-07,1.1769215382592214e-06,1.5461706806811247e-06,1.9934238940776707e-06,2.526755187953017e-06,3.1538361294501458e-06,3.881819972301287e-06,4.7172525710740575e-06
198,KELT-7b,0.00010103725029894509,0.0001217446811416009,0.0001440142655933475,0.00016765766869562303,0.00019248619236827304,0.00021831631158843819,0.0002449734228794287,0.0002722942667911406,0.00030012852847075537,0.00032833943744364595,0.0003568037770765427,0.0003854117046967432,0.00041406606725112794,0.0004426815370177884,0.00047118387473493836
199,K2-198b,8.34545366677067e-10,1.6727597886977088e-09,3.1436783323739176e-09,5.585897790790917e-09,9.449968799544793e-09,1.5310998843642043e-08,2.3876830600511537e-08,3.5991151563802586e-08,5.263144701708499e-08,7.490187157580242e-08,1.0402155947218736e-07,1.4130937124621247e-07,1.8816560390461081e-07,2.4605163122840407e-07,3.1646887346843745e-07
200,WASP-78b,0.00027984113265848177,0.0003223252151274307,0.0003660558403155242,0.00041067551305487744,0.0004558670679139996,0.0005013536398155781,0.0005468967241823877,0.0005922932997287407,0.0006373728286530155,0.000681993720141855,0.0007260398293305229,0.0007694174704762978,0.0008120523098316989,0.000853886539858949,0.0008948766744041567
201,HAT-P-45b,3.989182023750445e-05,5.1302092919697616e-05,6.438302538811684e-05,7.910399908897105e-05,9.54088475369108e-05,0.0001132211807969217,0.00013244933990229327,0.00015299086471316493,0.00017473654312492285,0.00019757369971750875,0.0002213888699511472,0.00024607010294090144,0.00027150858864065895,0.0002975998427772285,0.00032424473151354414
202,TrES-2b,2.3542167840214572e-05,3.156069785996788e-05,4.1134794229285817e-05,5.2317251546486414e-05,6.513238049778267e-05,7.957846523495661e-05,9.563080270682495e-05,0.00011324505069320413,0.00013236077982633462,0.00015290478920327482,0.00017479416594412198,0.0001979392018784062,0.0002222458049750082,0.0002476175405064718,0.00027395752556440294
203,CoRoT-2b,7.130523526075091e-05,9.302115436974392e-05,0.00011827813671781064,0.00014708107410813214,0.00017937542690980022,0.00021505661460884324,0.0002539794391744527,0.00029596712262419347,0.00034081993855898803,0.00038832260236492067,0.0004382505908163614,0.0004903758072186339,0.0005444708871020209,0.0006003125711327303,0.0006576847114341369
204,HAT-P-27b,3.88886810469928e-06,5.669145702751887e-06,7.974581669227772e-06,1.087477784668398e-05,1.4432659107752819e-05,1.8702898059705694e-05,2.373087065018126e-05,2.9552106801187388e-05,3.619221575599075e-05,4.3667124707692795e-05,5.19835754432637e-05,6.113987471651255e-05,7.112671236430716e-05,8.192803678658458e-05,9.352203492233834e-05
205,G9-40b,2.129729781036741e-13,6.48584009343637e-13,1.7848899204801713e-12,4.496891878910123e-12,1.0485731174795828e-11,2.283802058629694e-11,4.6824867489805744e-11,9.097949558753246e-11,1.6847813041981703e-10,2.9882869047115427e-10,5.098496701461758e-10,8.399013671700258e-10,1.3403079659399125e-09,2.0778939484813367e-09,3.1375545249211593e-09
206,WASP-41b,6.8694637293545935e-06,9.837213118734743e-06,1.3614443874790717e-05,1.829138542358648e-05,2.394591606173698e-05,3.064198117066555e-05,3.842879588772461e-05,4.734072960651183e-05,5.7397810514391286e-05,6.86065872597523e-05,8.096126367861207e-05,9.444510317641394e-05,0.00010903183382154154,0.0001246870538193819,0.00014136971737900832
207,TOI-640b,3.624614336520409e-05,4.574803229548353e-05,5.644315370681719e-05,6.827940647749339e-05,8.118976955594142e-05,9.509662191658123e-05,0.00010991546090004387,0.0001255580325876788,0.00014193500502343681,0.0001589579844233132,0.00017654103736571412,0.00019460193191029188,0.00021306289425127267,0.00023185107216892848,0.00025089891699967275
208,TOI-1259Ab,6.400066292859056e-07,1.038805719076738e-06,1.6114344924812495e-06,2.403133625951824e-06,3.4623137815395225e-06,4.8392310796696794e-06,6.584632765892346e-06,8.74845697649446e-06,1.137866778034608e-05,1.4520239598105663e-05,1.821432044183993e-05,2.249761373798041e-05,2.7401924444579545e-05,3.295387198999445e-05,3.917479967323675e-05
209,WASP-138b,1.661798528982701e-05,2.1662774154803878e-05,2.752312270616324e-05,3.41982142590571e-05,4.1673583633107614e-05,4.992336649875155e-05,5.8912531987903776e-05,6.85990040170516e-05,7.89356697771281e-05,8.987208629570093e-05,0.00010135592850653099,0.0001133342779620847,0.00012575459288100102,0.00013856546039418819,0.00015171726280851085
210,WASP-74b,0.00010482322392283168,0.00012755130709344483,0.00015224419173769793,0.0001787065742991202,0.00020673525031053195,0.0002361264144499955,0.00026668101009329697,0.0002982085488662306,0.0003305299187416949,0.0003634789411105956,0.0003969031293120461,0.0004306641146750198,0.00046463737552600694,0.0004987116541734835,0.0005327884387926732
211,HAT-P-25b,3.6144332743235753e-06,5.30112402950371e-06,7.4978152898963314e-06,1.0275468954412301e-05,1.3699001341435801e-05,1.782558631598595e-05,2.2703478452071435e-05,2.8371331419414193e-05,3.485799850894787e-05,4.218266177036833e-05,5.0355236266978036e-05,5.9377044967404235e-05,6.924158028235163e-05,7.993533919787638e-05,9.143877644546494e-05
212,HAT-P-62b,1.9104864992435194e-05,2.514914334361349e-05,3.224079337170946e-05,4.03928803321532e-05,4.960018486286939e-05,5.984163214627677e-05,7.108286327893188e-05,8.327880054809206e-05,9.637617610742315e-05,0.00011031575948612335,0.0001250343121641862,0.000140466376211925,0.00015654567748343403,0.00017320625796782437,0.00019038349932358364
213,WASP-29b,3.342176372369955e-07,5.390496328876364e-07,8.313853021113074e-07,1.2333240151374284e-06,1.7683299744532018e-06,2.460575758653587e-06,3.3342834386238074e-06,4.413102586173817e-06,5.7195627038498775e-06,7.274604126335319e-06,9.097199554867439e-06,1.1204083700267635e-05,1.360956245937047e-05,1.6325401757646405e-05,1.9360809627890213e-05
214,WASP-82b,0.0001218929520213162,0.00014393478838615721,0.00016717838716395362,0.00019141986678493549,0.00021646639122117718,0.00024213941726965014,0.00026827632450775727,0.0002947309793199127,0.0003213737554345331,0.0003480908370457127,0.000374783194498343,0.0004013655860890609,0.00042776526131684076,0.00045392064953912026,0.00047978028937601064
215,HAT-P-29b,2.8903191968205253e-06,4.1249459811832555e-06,5.690629905788784e-06,7.622632623939643e-06,9.95095910603585e-06,1.2699794046084884e-05,1.5887256513183286e-05,1.9525425876810515e-05,2.3620610436539672e-05,2.8173749633653647e-05,3.3180915412241984e-05,3.863391157515243e-05,4.4520862870128804e-05,5.0826795227247236e-05,5.753424065426314e-05
216,K2-31b,5.068205283792254e-05,6.625118869868923e-05,8.440025448835628e-05,0.00010514172153149895,0.0001284443922876944,0.00015423991962445203,0.0001824294534184834,0.00021289009597927312,0.0002454811354701267,0.0002800494352537181,0.0003164340861336648,0.0003544706114218061,0.00039399420049902845,0.00043484227155808234,0.0004768567708456707
217,HAT-P-37b,9.475882356526961e-06,1.3379653450533861e-05,1.8281370783362042e-05,2.427611071265859e-05,3.1442329085809786e-05,3.984070741640771e-05,4.951388919170941e-05,6.048694884325332e-05,7.27685016928912e-05,8.635212793276387e-05,0.00010121801691457601,0.0001173348373907435,0.0001346615219275078,0.00015314898225788883,0.00017274186294534476
218,XO-2Nb,8.604522732315098e-06,1.1909888928395012e-05,1.59818633562797e-05,2.087609455475712e-05,2.663452753162735e-05,3.32853404102873e-05,4.0843443506730115e-05,4.931140200637041e-05,5.8680708511324047e-05,6.893316063025919e-05,8.00422897525436e-05,9.197486118490961e-05,0.00010469222875033133,0.00011815157633101621,0.00013230713897547977
219,HAT-P-32b,0.00017652151307921894,0.00021786765775548366,0.0002634158951817326,0.000312848836928398,0.0003658156705673065,0.00042194809397365986,0.0004808728649028853,0.0005422214952183172,0.000605637924830953,0.0006707836075919675,0.0007373408171984592,0.0008050150715903793,0.0008735359485583905,0.0009426570556690065,0.001012155935616093
220,KPS-1b,2.5376809422662456e-05,3.371320140308914e-05,4.358549662315047e-05,5.5031802687725345e-05,6.806277156336249e-05,8.266447697279998e-05,9.88017087517901e-05,0.00011642144103560371,0.00013545639854329,0.0001558283069505354,0.00017745083409016006,0.00020023235261080192,0.00022407818035894314,0.0002488924456774038,0.00027457980475775295
221,XO-1b,4.4104856978005195e-06,6.42903588553157e-06,9.04206145261493e-06,1.2327796401768906e-05,1.635676468876371e-05,2.1190022491501878e-05,2.687800832866342e-05,3.3459956844729066e-05,4.096385009525027e-05,4.9406721246508495e-05,5.879524651493163e-05,6.912661927653305e-05,8.03894956786079e-05,9.256499998884069e-05,0.00010562784289547883
222,WASP-190b,8.81621874851207e-06,1.1713943409290681e-05,1.5142764397317302e-05,1.9114455647866548e-05,2.363120353064472e-05,2.868668846410523e-05,3.426729728429282e-05,4.035337965644472e-05,4.692052184646172e-05,5.394069583584667e-05,6.138328831538076e-05,6.921605687785613e-05,7.740589745022756e-05,8.591947617867909e-05,9.472380574102323e-05
223,WASP-92b,0.00010485429724044983,0.00012895735613644555,0.00015541276968448242,0.0001840276956261999,0.00021459293736007784,0.00024689189798988845,0.00028070749729552973,0.00031582740609584285,0.0003520481100719708,0.000389177500169222,0.000427036468791993,0.0004654600315940363,0.0005042975645058686,0.0005434125929258623,0.0005826825741564227
224,HAT-P-19b,9.618369186225535e-07,1.5232276958280862e-06,2.310463418193953e-06,3.37554038183453e-06,4.772366444641089e-06,6.555176007845479e-06,8.777022473911989e-06,1.1488426693266971e-05,1.4736253590588989e-05,1.8562805824981835e-05,2.3005147834207276e-05,2.80946886203916e-05,3.385694218264349e-05,4.0311459381406756e-05,4.7471958150608584e-05
225,HAT-P-67b,6.807914273823021e-05,8.310665025847028e-05,9.947940495460124e-05,0.00011706972869188972,0.00013574347415244427,0.00015536509146984057,0.00017580139012575457,0.0001969242643305805,0.00021861272323305347,0.00024075406337598003,0.00026324448548753634,0.0002859894700497093,0.000308903668223088,0.0003319105683223622,0.0003549421942584046
226,K2-107b,4.222105240203709e-05,5.2772480069537585e-05,6.454018385194829e-05,7.745544779977898e-05,9.143646588547104e-05,0.00010639286489127552,0.00012222946181192167,0.00013884932470429638,0.0001561563136231005,0.0001740569151616798,0.00019246156433771168,0.0002112856885187109,0.00023045026644477858,0.0002498821080008126,0.00026951407475574526
227,HAT-P-1b,7.600060635176151e-06,1.0639384249803338e-05,1.442301377130293e-05,1.9013778280364494e-05,2.4461491708785052e-05,3.080249106846204e-05,3.8059794572896705e-05,4.6243748233357405e-05,5.535308624815209e-05,6.537616106683525e-05,7.629227922304481e-05,8.807315292898254e-05,0.00010068424519180446,0.00011408602994495348,0.00012823525201041184
228,WASP-16b,6.843031612937152e-06,9.595160235822554e-06,1.3027253689649094e-05,1.719834409648852e-05,2.2155715241540765e-05,2.7934397859962177e-05,3.455723898076909e-05,4.203542872156459e-05,5.0369418090239206e-05,5.9550005163880754e-05,6.95595302797124e-05,8.037318832471903e-05,9.196025300177168e-05,0.00010428523086308549,0.00011730902159201623
229,K2-261b,1.344422249394273e-07,2.1231699944399323e-07,3.2119255273777054e-07,4.680728120518314e-07,6.601789472609452e-07,9.047341024772412e-07,1.2087612517564804e-06,1.5789043587306262e-06,2.021282072510757e-06,2.5413718135825715e-06,3.1439255474257536e-06,3.832920632553199e-06,4.611534364241438e-06,5.482141138933507e-06,6.446335675111097e-06
230,GJ3470b,2.436443916472521e-09,4.855908983503166e-09,9.083085624870297e-09,1.6076999234159345e-08,2.711190921872687e-08,4.3813153685889167e-08,6.818094493146923e-08,1.0260029071476037e-07,1.4983672669435248e-07,2.1301795599043423e-07,2.9560272660053235e-07,4.013396221697422e-07,5.342171157798703e-07,6.984075054755626e-07,8.98208605674944e-07
231,HAT-P-15b,8.067333521648273e-08,1.3883390250850564e-07,2.270993730919015e-07,3.554364958628174e-07,5.35217887829463e-07,7.790026338577863e-07,1.1002617295072584e-06,1.513069727015285e-06,2.031786547245796e-06,2.6707421899912777e-06,3.443939505123722e-06,4.3647923042867394e-06,5.445895618008142e-06,6.698834518633608e-06,8.134043448162803e-06
232,K2-55b,9.2842229498447e-08,1.5097342206903666e-07,2.346231822794901e-07,3.505196403346361e-07,5.058933282504413e-07,7.082839213617254e-07,9.65340376287807e-07,1.2846270045789556e-06,1.673447782484355e-06,2.138691395314102e-06,2.68670178108096e-06,3.3231804832619177e-06,4.0531131463265645e-06,4.880720822191071e-06,5.809440771667881e-06
233,WASP-166b,1.0692462016822487e-06,1.5249981163921614e-06,2.1026185237331773e-06,2.8150096002104087e-06,3.6731330536702504e-06,4.685806474151654e-06,5.859616339612776e-06,7.198930276969459e-06,8.705998026291099e-06,1.0381100956182717e-05,1.2222737528931352e-05,1.4227844356815138e-05,1.6392013099033416e-05,1.8709703810506125e-05,2.1174467121698684e-05
234,HIP65Ab,0.00017001741785706566,0.0002257961945476264,0.0002918721312804833,0.00036851637264384844,0.0004558176207680771,0.0005537003884004349,0.0006619461639204764,0.0007802159059136571,0.0009080733796219785,0.0010450065557869406,0.0011904470990255693,0.0013437888014177484,0.0015044026239055734,0.0016716493061285926,0.0018448910508391955
235,WASP-101b,2.4799855798893696e-05,3.264519671511539e-05,4.1844919091057934e-05,5.241372688349143e-05,6.434260821633418e-05,7.760210290422994e-05,9.214572821193037e-05,0.00010791336953044564,0.00012483459777663152,0.00014283157446255465,0.00016182158526393943,0.0001817193442967454,0.0002024387897108719,0.00022389452232066972,0.00024600309889213413
