,Star Name,Star RA,Star Dec,Planet Name,Transit Mid Time,Transit Duration [hrs],Planet Period [days],Priority,Immediate Followup,Transit Observations,Phase Curve Observations,Known,Observe Transit,Observe Phase Curve
238,TOI-1264,287.242092,57.344126,TOI-1264.01,2459765.819,1.418,2.7441672,17,0,1,1,0,1,0
239,TOI-1266,197.9965833,65.8336973,TOI-1266c,2458689.959,2.05,18.80171,10,0,2,14771,1,1,0
240,TOI-1268,198.3885831,62.3053799,TOI-1268b,2458711.748,4.001,8.157728,17,0,1,1,1,1,0
241,TOI-128,79.520938,-80.964384,TOI-128.01,2460175.867,1.954,4.9404714,10,0,2,7,0,1,0
242,TOI-1288,313.1670294,65.6087833,TOI-1288b,2458712.359,2.37,2.699835,12,0,2,2,1,1,0
243,TOI-1295,256.672203,67.871503,TOI-1295.01,2459913.379,3.7533697,3.1968838,41,0,1,1,0,1,0
244,TOI-1307,283.637489,59.763193,TOI-1307.01,2459764.135,1.978,2.534612,14,0,1,1,0,1,0
245,TOI-1322,323.527361,46.931774,TOI-1322.01,2458711.45,1.437,3.37644,86,0,1,1,0,1,0
246,TOI-1350,305.395161,56.462656,TOI-1350.01,2459851.288,7.713,5.5402372,43,0,1,1,0,1,0
247,TOI-1352,334.738559,61.148988,TOI-1352.01,2458740.626,3.07,5.29625,33,0,2,1,0,1,0
248,TOI-1361,320.829517,52.8147,TOI-1361.01,2459834.553,3.4371271,2.2374051,41,0,2,1,0,1,0
249,TOI-1364,293.44357,53.464527,TOI-1364.01,2459851.846,2.026,1.7753641,22,0,6,1,0,0,1
250,TOI-138,328.926018,-61.673257,TOI-138.01,2460175.142,1.912,6.1982658,13,0,1,1,0,1,0
251,TOI-1409,339.815915,33.889459,TOI-1409.01,2459844.125,4.046,4.7182888,122,0,1,1,0,1,0
252,TOI-1410,334.882849,42.560314,TOI-1410.01,2459850.737,0.86,1.2168732,10,0,3,4,0,1,0
253,TOI-1412,233.065833,47.860746,TOI-1412.01,2459714.076,0.361,4.731977,10,0,6,12,0,1,0
254,TOI-1415,219.037047,42.378458,TOI-1415.01,2458933.178,5.1635709,14.4193583,10,0,1,3,0,1,0
255,TOI-1416,216.9234892,41.9529862,TOI-1416b,2458739.462,1.5,1.0697568,10,0,2,14,1,1,0
256,TOI-1420,322.941809,66.349005,TOI-1420.01,2459830.458,3.3628003,6.9561134,19,0,2,1,0,1,0
257,TOI-1420,322.9418092,66.3490054,TOI-1420b,2459517.433,3.372,6.9561063,76,0,1,1,1,1,0
258,TOI-1422,354.240829,39.6392793,TOI-1422b,2458745.921,4.52,12.9972,10,0,1,26,1,1,0
259,TOI-1424,344.907267,36.517666,TOI-1424.01,2459827.504,2.362418,4.8962484,10,0,3,27,0,1,0
260,TOI-1431,316.2036922,55.5880221,TOI-1431b,2458739.177,2.489,2.650237,171,0,1,1,1,1,0
261,TOI-1449,300.708664,39.668371,TOI-1449.02,2458683.581,1.6840374,2.3691849,10,0,2,12,0,1,0
262,TOI-1450,286.854063,59.086625,TOI-1450.01,2459662.336,1.008937,2.0439268,10,0,3,223,0,1,0
263,TOI-1454,300.842307,53.294181,TOI-1454.01,2459770.637,2.836,2.679411,44,0,1,1,0,1,0
264,TOI-1455,308.670288,66.440384,TOI-1455.01,2459852.06,3.431,3.623143,95,0,1,1,0,1,0
265,TOI-1460,20.610639,26.925729,TOI-1460.01,2459880.593,3.002,6.8424955,25,0,2,1,0,1,0
266,TOI-1461,22.236394,35.864854,TOI-1461.01,2458767.317,2.5811179,3.5686777,57,0,1,1,0,1,0
267,TOI-1467,19.114644,49.233138,TOI-1467.01,2458766.989,1.5478671,5.9711357,10,0,4,171,0,1,0
268,TOI-1470,10.0891431,61.2133868,TOI-1470b,2458766.47,1.28,2.527093,10,0,4,71,1,1,0
269,TOI-1472,14.114261,48.637517,TOI-1472.01,2459885.569,2.692302,6.3634106,10,0,2,8,0,1,0
270,TOI-1475,357.001275,49.790533,TOI-1475.01,2458767.618,0.9060555,8.4953513,11,0,4,2,0,1,0
271,TOI-1478,126.4337428,-13.5595485,TOI-1478b,2458607.903,4.1664,10.1803074,20,0,1,1,1,1,0
272,TOI-1482,345.994881,52.562695,TOI-1482.01,2459872.298,4.643,5.7121916,50,0,1,1,0,1,0
273,TOI-1491,14.652947,34.148042,TOI-1491.01,2459873.774,2.758,4.4902667,13,0,1,2,0,1,0
274,TOI-1516,340.0846204,69.5037313,TOI-1516b,2458765.325,2.826,2.056014,73,0,2,1,1,1,0
275,TOI-1520,350.232731,62.161179,TOI-1520.01,2459878.512,5.386,6.1461734,10,0,1,3,0,1,0
276,TOI-1527,5.965461,51.468293,TOI-1527.01,2459871.877,3.69,5.0625891,43,0,2,1,0,1,0
277,TOI-1533,355.246721,57.485242,TOI-1533.01,2459877.675,1.805,3.6458044,10,0,3,13,0,1,0
278,TOI-1533,355.246721,57.485242,TOI-1533.02,2459853.888,1.0940991,8.0629701,10,0,3,8,0,1,0
279,TOI-1538,356.995693,47.655601,TOI-1538.01,2458768.847,4.589,6.54692,12,0,1,2,0,1,0
280,TOI-1546,1.196825,41.59388,TOI-1546.01,2458764.833,1.894,1.13345,10,0,4,4,0,1,0
281,TOI-155,321.11498,-37.850181,TOI-155.01,2460168.814,4.319,5.4499753,10,0,1,1,0,1,0
282,TOI-1551,19.700387,41.506112,TOI-1551.01,2458765.111,1.202,1.67546,13,0,2,1,0,0,1
283,TOI-1553,24.690503,42.677739,TOI-1553.01,2459908.543,2.293,5.9382147,44,0,1,1,0,1,0
284,TOI-1560,29.032856,52.585482,TOI-1560.01,2459882.379,0.5351356,0.2580006,12,0,2,1,0,0,1
285,TOI-1569,43.61065,52.07103,TOI-1569.01,2458791.984,2.038,1.71614,21,0,45,1,0,0,1
286,TOI-157,73.7014398,-76.6806061,TOI-157b,2458326.548,2.14584,2.08453882,32,0,2,1,1,0,1
287,TOI-1586,11.234154,58.712058,TOI-1586.01,2458765.679,2.17,1.80794,14,0,14,1,0,0,1
288,TOI-159,51.782268,-78.549831,TOI-159.01,2459382.233,3.956,3.7628372,66,0,1,1,0,1,0
289,TOI-1606,56.660282,27.471523,TOI-1606.01,2460228.527,1.061,4.7126743,14,0,1,1,0,1,0
290,TOI-1608,50.80115,33.078133,TOI-1608.01,2459882.939,2.4406623,2.4727289,124,0,1,1,0,1,0
291,TOI-1634,56.3906096,37.1122803,TOI-1634b,2458791.515,1.027,0.989343,10,0,2,24,1,1,0
292,TOI-1637,37.893241,34.368925,TOI-1637.01,2459885.666,4.4132181,4.076684,55,0,1,1,0,1,0
293,TOI-1638,15.321545,55.69801,TOI-1638.01,2459908.441,0.6662728,0.9150623,11,0,3,3,0,1,0
294,TOI-163,79.7682532,-71.8955269,TOI-163b,2458328.88,4.93,4.2311144,39,0,1,1,1,1,0
295,TOI-1649,85.66321,35.185708,TOI-1649.01,2459930.581,2.368,3.4557842,75,0,1,1,0,1,0
296,TOI-1652,188.3547,84.678957,TOI-1652.01,2459606.321,1.38,0.6664948,14,0,3,2,0,0,1
297,TOI-166,323.196086,-44.018036,TOI-166.01,2458326.388,1.338,5.06114,10,0,2,3,0,1,0
298,TOI-167,90.662482,-64.819484,TOI-167.01,2459387.894,1.687,4.4531846,13,0,3,2,0,1,0
299,TOI-1683,65.97965,27.82237,TOI-1683.01,2460232.046,1.24,3.0575286,10,0,3,12,0,1,0
300,TOI-1688,75.797813,41.785784,TOI-1688.01,2459914.901,7.5037208,6.7171913,64,0,1,1,0,1,0
301,TOI-169,16.7786879,-75.1989452,TOI-169b,2458327.442,1.7064,2.2554454,22,0,4,1,1,1,0
302,TOI-170,54.989595,-83.088518,TOI-170.01,2459387.009,2.685,3.7115129,25,0,2,1,0,1,0
303,TOI-1709,118.629831,45.807841,TOI-1709.01,2459597.198,3.311,7.6288424,49,0,1,1,0,1,0
304,TOI-171,124.269428,-63.213403,TOI-171.01,2459359.398,1.651,1.2386034,51,0,2,1,0,0,1
305,TOI-1710,94.2838373,76.21102,TOI-1710b,2459031.23,5.24,24.283429,12,0,1,7,1,1,0
306,TOI-1717,104.628546,67.677336,TOI-1717.01,2459962.006,2.091,4.0524036,52,0,1,1,0,1,0
307,TOI-1718,112.018025,30.321732,TOI-1718.01,2460278.31,2.745,5.5870396,17,0,1,1,0,1,0
308,TOI-1728,120.6116787,64.7971531,TOI-1728b,2458843.274,1.96,3.491405,12,0,1,4,1,1,0
309,TOI-1730,107.865826,48.327933,TOI-1730.01,2459952.635,2.239,6.2262315,10,0,3,138,0,1,0
310,TOI-1730,107.865826,48.327933,TOI-1730.03,2459598.372,2.722,12.5739572,10,0,2,315,0,1,0
311,TOI-1738,54.502163,50.955115,TOI-1738.01,2458792.657,1.5474205,3.6985817,10,0,5,41,0,1,0
312,TOI-1758,354.741581,75.685232,TOI-1758.01,2459924.771,3.388,20.7050858,10,0,2,82,0,1,0
313,TOI-1759,326.8516615,62.7538164,TOI-1759b,2458745.466,3.7,18.85019,13,0,1,231,1,1,0
314,TOI-1765,234.241791,67.452579,TOI-1765.01,2459690.103,1.961,3.493958,10,0,2,4,0,1,0
315,TOI-1775,150.115101,39.457751,TOI-1775.01,2459635.364,3.538,10.2405483,12,0,1,2,0,1,0
316,TOI-1783,287.681017,64.153662,TOI-1783.01,2458871.091,1.3058497,1.4198659,10,0,4,8,0,1,0
317,TOI-1789,142.743406,26.5399951,TOI-1789b,2458873.654,2.3,3.2087183,67,0,1,1,1,1,0
318,TOI-178,7.3020115,-30.4541159,TOI-178d,2458747.146,2.346,6.5577,13,0,1,74,1,1,0
319,TOI-178,7.3020115,-30.4541159,TOI-178e,2458751.466,2.501,9.961881,10,0,2,289,1,1,0
320,TOI-178,7.3020115,-30.4541159,TOI-178g,2458748.03,2.167,20.7095,10,0,1,477,1,1,0
321,TOI-1803,178.046105,35.1718,TOI-1803.01,2459659.056,2.098,12.8858629,10,0,3,62,0,1,0
322,TOI-1806,166.118147,30.458576,TOI-1806.02,2458905.228,1.4883227,8.1960758,10,0,5,789,0,1,0
323,TOI-1807,201.2826259,38.9223671,TOI-1807b,2458899.345,0.98,0.549372,10,0,2,11,1,1,0
324,TOI-1811,188.9223576,27.2143766,TOI-1811b,2459126.368,1.951,3.7130765,22,0,2,1,1,1,0
325,TOI-1815,276.379287,63.488103,TOI-1815.01,2459854.633,5.14,2.555332,68,0,1,1,0,1,0
326,TOI-181,352.1725409,-34.4914099,TOI-181b,2458358.12,1.99,4.532,15,0,1,1,1,1,0
327,TOI-1823,196.21972,63.753261,TOI-1823.01,2459646.705,5.818,38.8135644,13,0,1,9,0,1,0
328,TOI-1829,290.877426,78.754217,TOI-1829.01,2459775.885,3.044,6.2895835,17,0,1,1,0,1,0
329,TOI-1832,256.662266,63.778635,TOI-1832.01,2459765.04,2.19,4.1508569,10,0,2,4,0,1,0
330,TOI-1835,189.839224,20.027338,TOI-1835.01,2458932.764,3.0871502,5.6419598,10,0,1,13,0,1,0
331,TOI-1837,207.905911,33.49239,TOI-1837.01,2458931.251,1.1943658,5.8182239,15,0,2,1,0,1,0
332,TOI-1842,201.9626552,9.0306437,TOI-1842b,2459402.458,4.3,9.5739,22,0,1,1,1,1,0
333,TOI-1849,208.099647,37.748612,TOI-1849.01,2459662.469,2.578,19.7258442,10,0,2,8,0,1,0
334,TOI-1850,195.761884,21.923072,TOI-1850.01,2458931.036,1.252,7.39143,12,0,4,1,0,1,0
335,TOI-1858,199.412592,22.850101,TOI-1858.01,2459691.122,1.144,2.0912089,19,0,7,1,0,0,1
336,TOI-1874,281.44921,56.381701,TOI-1874.01,2459756.864,5.638695,17.8683999,16,0,1,1,0,1,0
337,TOI-1899,299.4268472,40.1433462,TOI-1899b,2458711.958,4.67,29.02,10,0,1,45,1,1,0
338,TOI-1937A,116.3707214,-52.3832587,TOI-1937Ab,2459085.91,1.377,0.94667944,40,0,6,1,1,0,1
339,TOI-1943,183.704117,-63.086718,TOI-1943.01,2459359.816,1.72,1.742564,10,0,3,8,0,1,0
340,TOI-1949,182.772117,-52.672196,TOI-1949.01,2459331.9,3.882,4.6211026,83,0,1,1,0,1,0
341,TOI-1951,172.156226,-78.801587,TOI-1951.01,2459381.402,2.327,4.8294029,83,0,1,1,0,1,0
342,TOI-1954,165.033297,-59.978409,TOI-1954.01,2460015.194,6.5416975,4.9064175,22,0,1,1,0,1,0
343,TOI-1961,211.593423,-40.523909,TOI-1961.01,2459352.079,1.874,6.7018963,10,0,4,5,0,1,0
344,TOI-1963,221.343502,-54.761146,TOI-1963.01,2459341.024,4.0982077,12.6534664,56,0,1,1,0,1,0
345,TOI-1964,201.642206,-39.629886,TOI-1964.01,2459331.42,0.992,0.6467049,13,0,2,1,0,0,1
346,TOI-1966,209.982525,-43.327316,TOI-1966.01,2459334.476,1.0110042,0.6227257,17,0,2,1,0,0,1
347,TOI-1967,174.845028,-65.176299,TOI-1967.01,2459359.763,0.45,0.4262195,13,0,5,2,0,0,1
348,TOI-1968,212.193247,-56.322341,TOI-1968.01,2458601.957,4.297,3.97195,37,0,1,1,0,1,0
349,TOI-1970,190.720365,-53.688304,TOI-1970.01,2459359.523,2.706,2.5599662,59,0,1,1,0,1,0
350,TOI-1972,176.070255,-59.911853,TOI-1972.01,2458571.462,1.838,4.7631,10,0,3,4,0,1,0
351,TOI-1973,220.4268,-33.826133,TOI-1973.01,2459354.671,2.025,3.9194733,12,0,1,3,0,1,0
352,TOI-1981,155.59062,-63.65462,TOI-1981.01,2460063.136,3.593,2.4763492,10,0,2,2,0,1,0
353,TOI-2000,146.3970631,-66.6866307,TOI-2000c,2459110.066,3.654,9.127055,12,0,1,2,1,1,0
354,TOI-2001,128.181355,-58.575511,TOI-2001.01,2459988.668,1.7721369,2.7434565,56,0,2,1,0,1,0
355,TOI-2015,232.132653,27.361073,TOI-2015.01,2459712.929,1.207,3.3491408,10,0,2,95,0,1,0
356,TOI-2016,246.797267,42.687767,TOI-2016.02,2459739.72,1.856,2.459032,10,0,3,11,0,1,0
357,TOI-2018,229.8374423,29.2078771,TOI-2018b,2458958.258,2.36,7.435583,10,0,2,34,1,1,0
358,TOI-2031,331.117808,81.565951,TOI-2031.01,2459886.046,4.0584797,5.7156075,32,0,1,1,0,1,0
359,TOI-2035,17.73671,61.092107,TOI-2035.01,2458793.505,3.068,8.51226,12,0,2,2,0,1,0
360,TOI-2036,233.014923,24.085016,TOI-2036.01,2458981.359,1.17,1.2583329,10,0,3,1,0,0,1
361,TOI-2040,352.27473,71.506474,TOI-2040.01,2459740.365,2.571,3.8608551,31,0,2,1,0,1,0
362,TOI-2046,16.1849423,74.3313055,TOI-2046b,2457792.277,2.41,1.4971842,76,0,2,1,1,0,1
363,TOI-2051,336.295039,67.971168,TOI-2051.01,2459854.29,1.7800569,1.1633325,11,0,4,3,0,1,0
364,TOI-2076,217.3920159,39.7903991,TOI-2076b,2458847.278,3.326,10.355489,10,0,1,7,1,1,0
365,TOI-2076,217.3920159,39.7903991,TOI-2076c,2458834.662,4.215,21.01538,14,0,1,4,1,1,0
366,TOI-2076,217.3920159,39.7903991,TOI-2076d,2458837.936,3.2,35.12537,10,0,1,9,1,1,0
367,TOI-2096,151.618699,74.827211,TOI-2096.02,2458687.538,1.4551851,6.3878202,10,0,5,2468,0,1,0
368,TOI-210,88.96184,-73.985288,TOI-210.01,2459338.993,1.8443264,9.0105414,10,0,4,2327,0,1,0
369,TOI-2107,286.796541,-58.696835,TOI-2107.01,2458654.615,2.39,2.45457,44,0,1,1,0,1,0
370,TOI-2112,343.854335,70.29729,TOI-2112.01,2459729.805,5.9348633,14.0120582,14,0,1,2,0,1,0
371,TOI-2123,243.940883,17.023904,TOI-2123.01,2459691.82,3.473,10.3088372,10,0,1,11,0,1,0
372,TOI-2134,271.935501,39.072927,TOI-2134.01,2459776.714,2.927,9.2292064,16,0,1,5,0,1,0
373,TOI-2134,271.9355015,39.0729269,TOI-2134b,2459407.545,2.995,9.2292005,15,0,1,10,1,1,0
374,TOI-2134,271.9355015,39.0729269,TOI-2134c,2459718.969,5.267,95.5,40,0,1,65,1,1,0
375,TOI-2154,71.0281482,84.3642652,TOI-2154b,2459148.602,2.465,3.8240801,49,0,1,1,1,1,0
376,TOI-2157,261.71771,25.84927,TOI-2157.01,2459764.11,2.311,8.4249043,29,0,1,1,0,1,0
377,TOI-216,73.9800129,-63.2603301,TOI-216.02,2458325.327,2.062,17.203,10,0,1,15,1,1,0
378,TOI-218,58.422001,-68.738628,TOI-218.01,2458325.539,0.8003617,0.4384776,10,0,5,938,0,1,0
379,TOI-2183,283.489697,37.380825,TOI-2183.01,2459789.284,5.442,6.5011256,23,0,1,1,0,1,0
380,TOI-2190,311.751171,-38.670656,TOI-2190.01,2459041.22,4.347056,5.3153476,26,0,1,1,0,1,0
381,TOI-2193A,313.691232,-72.8046404,TOI-2193Ab,2459052.421,1.64688,2.1225735,76,0,1,1,1,0,1
382,TOI-2195,34.840097,-72.708894,TOI-2195.01,2459039.461,2.0298334,4.1645693,14,0,1,1,0,1,0
383,TOI-2200,98.783507,-72.456778,TOI-2200.01,2459384.87,2.118,2.9360281,10,0,1,2,0,1,0
384,TOI-2203,325.104572,-54.034226,TOI-2203.01,2459038.655,3.0708372,3.05631,39,0,1,1,0,1,0
385,TOI-2222,119.185192,-67.071931,TOI-2222.01,2459386.42,3.155,2.2456869,30,0,1,1,0,1,0
386,TOI-2226,333.559598,-59.568325,TOI-2226.01,2460179.543,0.635,0.9017685,11,0,3,1,0,0,1
387,TOI-2243,310.483615,-38.878009,TOI-2243.01,2459040.094,4.428,5.41418,78,0,1,1,0,1,0
388,TOI-2244,308.563502,-48.274841,TOI-2244.01,2459039.628,1.036,5.46377,28,0,7,1,0,1,0
389,TOI-2267,65.061496,84.900824,TOI-2267.01,2458816.152,1.0311342,3.4950422,10,0,3,1747,0,1,0
390,TOI-2267,65.061496,84.900824,TOI-2267.02,2458817.092,0.958248,2.0344366,10,0,2,1504,0,1,0
391,TOI-2267,65.061496,84.900824,TOI-2267.03,2458818.073,0.8344032,2.2891027,10,0,2,1340,0,1,0
392,TOI-2274,277.459311,40.541412,TOI-2274.01,2459392.786,1.1615324,2.6796118,10,0,5,37,0,1,0
393,TOI-2290,321.599582,68.640531,TOI-2290.01,2458764.987,0.9122445,0.3862197,10,0,6,35,0,1,0
394,TOI-2300,297.416187,68.883354,TOI-2300.02,2459646.962,3.8493075,15.4432661,10,0,2,28,0,1,0
395,TOI-2313,354.816867,-78.746529,TOI-2313.01,2459063.003,1.4317665,1.8904029,12,0,2,2,0,1,0
396,TOI-2324,337.887071,-23.16505,TOI-2324.01,2460178.993,2.93,1.0361758,10,0,2,3,0,1,0
397,TOI-2325,343.544632,-36.287777,TOI-2325.01,2459083.395,1.509,4.26991,18,0,2,1,0,1,0
398,TOI-233,343.708612,-18.912445,TOI-233.01,2458365.261,2.0889054,11.6700392,10,0,3,1168,0,1,0
399,TOI-233,343.708612,-18.912445,TOI-233.02,2458359.463,1.4193583,7.2015327,10,0,5,704,0,1,0
400,TOI-2346,88.092907,-13.372469,TOI-2346.01,2459224.056,3.705,3.3311975,36,0,1,1,0,1,0
401,TOI-2347,52.487605,-0.904217,TOI-2347.01,2459169.739,1.397,1.1736318,10,0,7,1,0,0,1
402,TOI-2350,97.408122,-21.994385,TOI-2350.02,2458480.359,2.643,4.8714085,10,0,3,12,0,1,0
403,TOI-2355,199.021029,-33.76396,TOI-2355.01,2459332.175,2.335,1.2709769,10,0,3,5,0,1,0
404,TOI-2359,83.818664,6.587708,TOI-2359.01,2458486.393,7.191,5.1858,42,0,1,1,0,1,0
405,TOI-2364,89.1300265,-5.0120298,TOI-2364b,2459058.214,2.7751,4.0197517,10,0,1,1,1,1,0
406,TOI-2367,333.111347,-26.92637,TOI-2367.01,2459084.787,3.734,5.74984,19,0,2,1,0,1,0
407,TOI-2374,319.498241,-22.049823,TOI-2374.01,2458326.555,1.709,4.31362,12,0,1,1,0,1,0
408,TOI-2375,335.74211,30.573268,TOI-2375.01,2459850.541,1.808,6.1600755,19,0,2,1,0,1,0
409,TOI-2390,5.128602,-61.386174,TOI-2390.01,2459063.929,1.9960996,2.1194575,11,0,11,1,0,0,1
410,TOI-2397,18.496744,-6.826842,TOI-2397.01,2459136.967,3.947,6.00327,10,0,2,3,0,1,0
411,TOI-2398,173.703285,-25.604717,TOI-2398.01,2459285.441,1.961,19.4061437,10,0,4,8,0,1,0
412,TOI-2401,146.44726,-25.457737,TOI-2401.01,2460012.074,3.651,5.8681984,58,0,1,1,0,1,0
413,TOI-2407,49.746545,-46.458025,TOI-2407.01,2459116.621,1.6998642,2.7029187,10,0,2,22,0,1,0
414,TOI-2408,18.24241,-32.966016,TOI-2408.01,2459128.296,3.061,9.4636148,10,0,2,20,0,1,0
415,TOI-2421,33.1540208,-35.3909182,TOI-2421b,2458957.028,4.8624,4.3474032,15,0,1,1,1,1,0
416,TOI-2422,24.884512,-7.394729,TOI-2422.01,2459131.394,4.91,18.23603,14,0,1,4,0,1,0
417,TOI-243,3.394115,-31.334403,TOI-243.01,2458356.618,4.3114755,3.4373093,67,0,1,1,0,1,0
418,TOI-2431,37.765299,8.381625,TOI-2431.01,2460258.869,0.292,0.224195,11,0,4,3,0,0,1
419,TOI-2432,45.112779,0.380842,TOI-2432.01,2459168.252,1.491,1.82738,16,0,12,1,0,0,1
420,TOI-2449,67.984371,-34.455533,TOI-2449.01,2459186.902,7.792,16.6542431,16,0,1,1,0,1,0
421,TOI-244,10.5697537,-36.7179743,TOI-244b,2458357.363,1.7,7.39726,10,0,2,846,1,1,0
422,TOI-245,345.779176,-33.500473,TOI-245.01,2458361.551,1.2351076,8.7709212,11,0,2,2,0,1,0
423,TOI-2450,77.952525,6.795745,TOI-2450.01,2459179.177,4.3420932,17.8832414,10,0,1,17,0,1,0
424,TOI-2469,70.308489,-15.672123,TOI-2469.01,2459198.81,3.225,2.3767548,91,0,1,1,0,1,0
425,TOI-2473,74.374979,10.416737,TOI-2473.01,2459199.203,2.756,1.2311781,35,0,1,1,0,0,1
426,TOI-2484,219.734215,37.02674,TOI-2484.01,2459686.112,2.517,8.3272872,10,0,2,9,0,1,0
427,TOI-2486,59.85217,-36.476026,TOI-2486.01,2459144.538,1.8428292,1.5411563,10,0,2,7,0,1,0
428,TOI-2487,42.888322,-81.006992,TOI-2487.01,2459382.604,3.141,3.4024655,21,0,2,1,0,1,0
429,TOI-2489,332.553092,-45.049614,TOI-2489.01,2459062.945,1.3367863,1.426951,10,0,2,1,0,0,1
430,TOI-2491,87.283391,9.627515,TOI-2491.01,2459205.125,2.5599954,5.92777,47,0,1,1,0,1,0
431,TOI-2492,90.099738,5.11447,TOI-2492.01,2459202.054,5.2130427,10.1011438,29,0,1,1,0,1,0
432,TOI-2494,90.159529,0.131482,TOI-2494.01,2459210.732,1.976,8.3761316,11,0,2,1,0,1,0
433,TOI-2516,109.0444,-17.453065,TOI-2516.01,2459252.876,7.906,5.4927168,63,0,1,1,0,1,0
434,TOI-251,353.0620655,-37.2558629,TOI-251b,2458357.305,2.232,4.9377254,10,0,3,16,1,1,0
435,TOI-252,57.553653,-63.053919,TOI-252.01,2460041.402,0.5001924,1.0021853,12,0,4,3,0,1,0
436,TOI-2539,93.038442,-30.787931,TOI-2539.01,2459202.613,1.5285482,0.985586,10,0,4,2,0,0,1
437,TOI-2540,82.558548,-42.697946,TOI-2540.01,2458480.944,3.1582562,12.7187255,10,0,1,47,0,1,0
438,TOI-2540,82.558548,-42.697946,TOI-2540.02,2459223.146,3.073,22.0819969,10,0,1,215,0,1,0
439,TOI-2541,80.508824,-25.722355,TOI-2541.01,2459199.006,2.702,1.4118418,12,0,7,1,0,0,1
440,TOI-2549,121.98269,-44.666911,TOI-2549.01,2459230.289,5.7405699,4.8580501,44,0,1,1,0,1,0
441,TOI-2552,115.918702,-10.257081,TOI-2552.01,2459230.693,1.8215643,2.3701119,10,0,3,18,0,1,0
442,TOI-2557,119.245948,-49.473563,TOI-2557.01,2459238.558,3.7879213,9.8305096,32,0,1,1,0,1,0
443,TOI-2561,318.600471,66.404803,TOI-2561.01,2459852.046,3.142,2.7754004,29,0,2,1,0,1,0
444,TOI-2567,288.4656683,66.3479375,TOI-2567b,2459007.781,5.4576,5.983944,13,0,1,2,1,1,0
445,TOI-2568,115.680423,1.361299,TOI-2568.01,2459251.584,3.522,3.4843271,29,0,1,1,0,1,0
446,TOI-2570,87.1880397,32.0840435,TOI-2570b,2459393.145,3.00648,2.9887615,25,0,1,1,1,1,0
447,TOI-2576,83.653961,30.406374,TOI-2576.01,2459544.238,3.171,3.8229149,24,0,2,1,0,1,0
448,TOI-2578,68.052102,52.252655,TOI-2578.01,2459911.48,2.6231719,3.4580018,38,0,2,1,0,1,0
449,TOI-257,47.5172608,-50.8322632,TOI-257b,2458385.76,6.485,18.387686,20,0,1,1,1,1,0
450,TOI-2580,62.199207,67.116526,TOI-2580.01,2458839.453,4.502,3.397862,74,0,1,1,0,1,0
451,TOI-2583A,272.2670293,45.3368996,TOI-2583Ab,2459216.01,4.406,4.5207265,17,0,1,1,1,1,0
452,TOI-2587A,115.9317105,-1.073333,TOI-2587Ab,2458950.092,4.162,5.45664,17,0,1,1,1,1,0
453,TOI-2591,98.024193,11.852283,TOI-2591.01,2459544.882,3.733,8.493027,55,0,1,1,0,1,0
454,TOI-2593,105.223561,8.095671,TOI-2593.01,2459226.38,1.677,1.4711386,10,0,3,1,0,0,1
455,TOI-2596,98.01194,-5.479794,TOI-2596.01,2459220.287,1.835,16.2709828,10,0,1,8,0,1,0
456,TOI-2598,91.233761,-1.134248,TOI-2598.01,2459226.801,1.146,5.73436,23,0,3,1,0,1,0
457,TOI-2602,136.507536,-39.548224,TOI-2602.01,2459991.063,6.0205683,7.234064,30,0,1,1,0,1,0
458,TOI-2612,86.441717,-61.660023,TOI-2612.01,2459379.018,4.947,13.3572104,20,0,1,1,0,1,0
459,TOI-2614,17.195291,-78.17312,TOI-2614.01,2459037.589,3.2645009,4.8103038,24,0,1,1,0,1,0
460,TOI-2620,42.919909,-80.675467,TOI-2620.01,2459370.157,3.548,10.3558635,14,0,2,1,0,1,0
461,TOI-2641,171.1303716,-42.7321394,TOI-2641b,2459332.213,1.68,4.880974,41,0,1,1,1,1,0
462,TOI-2645,67.136823,-56.515644,TOI-2645.01,2459389.313,2.134,1.4436706,80,0,1,1,0,0,1
463,TOI-2659,41.060793,-40.196949,TOI-2659.01,2459140.202,1.795,1.2558789,37,0,2,1,0,0,1
464,TOI-2665,134.15896,-34.628475,TOI-2665.01,2460009.765,2.556,2.8456505,14,0,1,1,0,1,0
465,TOI-2668,137.028642,-39.350904,TOI-2668.01,2459279.678,1.013,1.1159326,13,0,3,2,0,1,0
466,TOI-2673,130.932185,-26.980824,TOI-2673.01,2460011.626,2.178,1.9126596,10,0,3,6,0,1,0
467,TOI-2676,35.419766,0.513621,TOI-2676.01,2459168.079,3.901,3.4082154,22,0,2,1,0,1,0
468,TOI-2689,52.68049,-22.003846,TOI-2689.01,2459164.871,2.242,3.4180406,10,0,2,5,0,1,0
469,TOI-2704,85.704592,-25.996545,TOI-2704.01,2459225.757,3.509,3.6364993,23,0,1,1,0,1,0
470,TOI-2713,63.150132,-12.317659,TOI-2713.01,2459197.326,0.939,1.2434016,11,0,3,4,0,1,0
471,TOI-2728,96.814362,-3.235402,TOI-2728.01,2459227.292,1.979,1.7246234,30,0,3,1,0,0,1
472,TOI-2729,90.095814,-3.757326,TOI-2729.01,2459211.896,2.108,4.0350169,19,0,2,1,0,1,0
473,TOI-2735,88.785064,-38.388989,TOI-2735.01,2459226.437,1.637,1.9663653,25,0,2,1,0,0,1
