,Planet Name,Eclipse Flux Ratio 1.95-2.015um,Eclipse Flux Ratio 2.015-2.08um,Eclipse Flux Ratio 2.08-2.145um,Eclipse Flux Ratio 2.145-2.21um,Eclipse Flux Ratio 2.21-2.275um,Eclipse Flux Ratio 2.275-2.34um,Eclipse Flux Ratio 2.34-2.405um,Eclipse Flux Ratio 2.405-2.47um,Eclipse Flux Ratio 2.47-2.535um,Eclipse Flux Ratio 2.535-2.6um,Eclipse Flux Ratio 2.6-2.665um,Eclipse Flux Ratio 2.665-2.73um,Eclipse Flux Ratio 2.73-2.795um,Eclipse Flux Ratio 2.795-2.86um,Eclipse Flux Ratio 2.86-2.925um,Eclipse Flux Ratio 2.925-2.99um,Eclipse Flux Ratio 2.99-3.055um,Eclipse Flux Ratio 3.055-3.12um,Eclipse Flux Ratio 3.12-3.185um,Eclipse Flux Ratio 3.185-3.25um,Eclipse Flux Ratio 3.25-3.315um,Eclipse Flux Ratio 3.315-3.38um,Eclipse Flux Ratio 3.38-3.445um,Eclipse Flux Ratio 3.445-3.51um,Eclipse Flux Ratio 3.51-3.575um,Eclipse Flux Ratio 3.575-3.64um,Eclipse Flux Ratio 3.64-3.705um,Eclipse Flux Ratio 3.705-3.77um,Eclipse Flux Ratio 3.77-3.835um,Eclipse Flux Ratio 3.835-3.9um
10,TOI-4463Ab,0.00020653099844724157,0.0002298081035070629,0.000253859859023862,0.00027859044727637013,0.00030390802449342295,0.0003297253861595773,0.00035596040505812577,0.0003825362842771741,0.0004093816623518476,0.0004364306025827923,0.0004636224936625356,0.0004909018842318617,0.0005182182699636245,0.0005455258482575198,0.0005727832526150131,0.0005999532762153163,0.0006270025920860982,0.0006539014755067384,0.00068062353284777,0.0007071454398904846,0.0007334466917424249,0.0007595093657293419,0.000785317898068595,0.0008108588746842143,0.0008361208361854088,0.000861094096777724,0.0008857705766921387,0.0009101436475880634,0.0009342079902998281,0.0009579594642433086
11,TOI-3785b,3.137646654887637e-07,4.280308002600577e-07,5.724724605921125e-07,7.519924658422589e-07,9.71703232459776e-07,1.2368602972912974e-06,1.5527947777795498e-06,1.92484682421833e-06,2.358301797812393e-06,2.8583305672831007e-06,3.4299349793151906e-06,4.077899240915899e-06,4.806747665699768e-06,5.6207089874393085e-06,6.523687235452545e-06,7.5192389973053755e-06,8.610556762753506e-06,9.800457945472122e-06,1.109137911188141e-05,1.2485374904957737e-05,1.3984121131032886e-05,1.5588921475160604e-05,1.7300717321947074e-05,1.912010018049834e-05,2.10473262414643e-05,2.308233262863492e-05,2.5224754945154115e-05,2.7473945753534514e-05,2.982899366798882e-05,3.228874277614696e-05
12,WASP-124b,0.0002141677665089838,0.0002388527669810993,0.0002644156112326766,0.0002907542023291385,0.0003177700944626415,0.00034536930541437683,0.00037346287708967793,0.0004019672285012722,0.00043080434080820877,0.0004599018089602242,0.0004891927895243071,0.0005186158696092332,0.0005481148775783153,0.0005776386525034323,0.0006071407860714544,0.0006365793478857163,0.0006659166027723982,0.0006951187267587216,0.0007241555267887067,0.0007530001679358183,0.0007816289108162068,0.0008100208610617653,0.0008381577320435756,0.0008660236215131051,0.0008936048024243353,0.0009208895278928125,0.0009478678500185913,0.0009745314521337528,0.0010008734939186996,0.0010268884687542267
13,WASP-25b,0.0001380201339009107,0.00015717433149728518,0.00017742834122622212,0.00019870953185664413,0.00022094276301208365,0.00024405174696010012,0.0002679601911908389,0.00029259273809770827,0.0003178757212136285,0.0003437377587739922,0.0003701102054118463,0.0003969274819640897,0.00042412730200080777,0.00045165081202074817,0.00047944266045500466,0.000507451008806453,0.0005356274965029919,0.0005639271694069434,0.0005923083804285105,0.0006207326693499736,0.0006491646277809839,0.0006775717541286603,0.0007059243025696408,0.000734195129243016,0.0007623595382301681,0.0007903951293370141,0.0008182816492332807,0.0008460008471205001,0.0008735363357845224,0.0009008734586297691
14,LHS1140c,4.627131689003354e-10,7.490476488812989e-10,1.1765352701433607e-09,1.797905541246613e-09,2.6793506301918083e-09,3.902220835869527e-09,5.564584521687389e-09,7.782597197358473e-09,1.0691632603346107e-08,1.4447138547349087e-08,1.9225191076025243e-08,2.5222731622101152e-08,3.265748244311664e-08,4.176754549106536e-08,5.281069848544697e-08,6.606340919665002e-08,8.181959468522842e-08,1.0038915648121381e-07,1.220963254937954e-07,1.4727785193504866e-07,1.7628107587531386e-07,2.0946191339427274e-07,2.4718279182861033e-07,2.89810565518898e-07,3.377144408888169e-07,3.912639367980787e-07,4.5082690302734006e-07,5.167676165912778e-07,5.894449724278335e-07,6.692107819523205e-07
15,TOI-1199b,9.306605801698044e-05,0.00010259757087993665,0.0001123551519341791,0.0001223012181664478,0.0001324006634100799,0.000142620948226631,0.0001529321183198167,0.00016330676867553267,0.00017371996767306003,0.00018414915277228572,0.00019457400708268604,0.00020497632416065985,0.00021533986674134386,0.0002256502237577102,0.00023589466889790096,0.00024606202306545977,0.0002561425224025286,0.00026612769298249426,0.0002760102328490561,0.000285783901750012,0.00029544341866657927,0.0003049843670563849,0.0003144031075967931,0.0003236966981239208,0.0003328628204025002,0.0003418997133254591,0.0003508061121238856,0.0003595811931633474,0.0003682245239077113,0.0003767360176438175
16,TOI-1273b,6.381101620749526e-05,7.280779597884425e-05,8.23397185153794e-05,9.237338504467451e-05,0.00010287395239799925,0.00011380579840505965,0.00012513308583392033,0.0001368202312681445,0.00014883228712233914,0.00016113524589485745,0.0001736962759981527,0.0001864838982966547,0.00019946811197623,0.00021262047768648966,0.0002259141651238976,0.00023932397142107734,0.00025282631591780417,0.00026639921613903837,0.0002800222491113203,0.0002936765015193762,0.0003073445116428444,0.0003210102055179049,0.0003346588293370905,0.0003482768797281564,0.0003618520332341682,0.000375373076046402,0.00038882983481359254,0.00040221310916025327,0.0004155146063882476,0.00042872687870501786
17,TOI-5803b,1.3131902728423605e-07,1.7268960648989997e-07,2.2311963324356239e-07,2.8368410737509147e-07,3.554433050033918e-07,4.3942764399297766e-07,5.366241342120271e-07,6.479646228560793e-07,7.743159432567054e-07,9.164719902890668e-07,1.0751476772036936e-06,1.2509746766893127e-06,1.4444988117102165e-06,1.6561789372248896e-06,1.886387140201523e-06,2.135410080345034e-06,2.403451295726522e-06,2.690634304352477e-06,2.9970063431583538e-06,3.322542598730975e-06,3.6671507982592787e-06,4.030676043996123e-06,4.412905789282104e-06,4.813574868491295e-06,5.232370506794041e-06,5.668937248187446e-06,6.122881751697427e-06,6.593777415951403e-06,7.0811688014518996e-06,7.584575827878009e-06
18,TOI-3819b,0.0001913693144895539,0.0002083290357239187,0.00022547355297409668,0.00024274457382908403,0.0002600895773758998,0.0002774615568921611,0.0002948187043538169,0.00031212406070879465,0.00032934515001347043,0.0003464536108007445,0.00036342483429148073,0.00038023761612024885,0.00039687382597775706,0.0004133180978484881,0.00042955754223341914,0.00044558148080251945,0.0004613812032445004,0.00047694974561076584,0.0004922816891376172,0.0005073729783365948,0.0005222207570368345,0.0005368232210217171,0.0005511794859065301,0.0005652894689403557,0.0005791537834732886,0.0005927736449014683,0.0006061507869813516,0.0006192873874869102,0.0006321860022659261,0.0006448495068321466
19,TOI-4791b,0.00011946777696747879,0.00013207530278896155,0.0001450174077884475,0.00015824348834774315,0.00017170593041496902,0.00018536029699488873,0.00019916541170542275,0.0002130833616284911,0.0002270794390098857,0.0002411220379849103,0.00025518251950215,0.0002692350550114334,0.0002832564572650352,0.00029722600472548795,0.00031112526454154507,0.0003249379178048559,0.00033864958979325,0.0003522476871041559,0.0003657212429493924,0.0003790607713902748,0.00039225813091377893,0.00040530639746448995,0.0004181997468348187,0.00043093334616233706,0.0004435032541755295,0.0004559063297576625,0.00046814014835457323,0.000480202925729425,0.0004920934485605705,0.0005038110113834552
20,TOI-4377b,0.00011480965220309643,0.00012231651403838057,0.0001297449601388112,0.00013708062902511467,0.00014431175265325132,0.00015142883452444792,0.00015842435604654603,0.00016529251164348833,0.00017202897191981756,0.00017863067343778336,0.00018509563323034823,0.0001914227859596665,0.0001976118415675692,0.00020366316130115413,0.00020957765009602886,0.00021535666343601027,0.0002210019269630467,0.0002265154672724404,0.00023189955248798658,0.00023715664136424907,0.00024228933980583839,0.00024730036382465855,0.00025219250807507657,0.00025696861921391256,0.0002616315734275317,0.00026618425755289095,0.00027062955329400055,0.0002749703241008324,0.0002792094043351439,0.00028334959039787
21,Wolf327b,7.649409935874728e-06,8.733426530562017e-06,9.883810906061807e-06,1.1096740960219566e-05,1.2368181233862935e-05,1.3693963289776754e-05,1.5069855088214852e-05,1.6491619805225517e-05,1.795506479896555e-05,1.9456081582285244e-05,2.0990677733637105e-05,2.2555001694577763e-05,2.4145361378218745e-05,2.5758237462520682e-05,2.7390292175656472e-05,2.9038374305454974e-05,3.0699521086712596e-05,3.237095754277576e-05,3.4050093783826294e-05,3.573452069534354e-05,3.742200438716186e-05,3.9110479716771186e-05,4.079804315003921e-05,4.2482945178154945e-05,4.416358247093265e-05,4.583848991322069e-05,4.750633264253361e-05,4.916589818166463e-05,5.0816088739446844e-05,5.2455913735548e-05
22,HD118203b,3.962890867481768e-05,4.432251697449344e-05,4.9197041513013726e-05,5.423304614779347e-05,5.941162952120495e-05,6.471460711795089e-05,7.012464323298145e-05,7.56253409651505e-05,8.120129764528194e-05,8.683813228697982e-05,9.252249079808957e-05,9.824203386424233e-05,0.00010398541164589432,0.0001097422287340432,0.00011550300219441092,0.00012125911499558406,0.0001270027666595175,0.00013272692258664017,0.00013842526318515684,0.00014409213366726412,0.00014972249515635255,0.00015531187757180268,0.00016085633461529128,0.0001663524010689557,0.00017179705252633762,0.00017718766760751477,0.00018252199265656686,0.00018779810887947757,0.00019301440185116444,0.0001981695332994314
23,TOI-1470b,5.880144059449703e-07,7.468990597666594e-07,9.342003484732173e-07,1.1521930939223871e-06,1.4029788462137887e-06,1.6884619983630328e-06,2.010332124698756e-06,2.370052177889899e-06,2.7688520344388636e-06,3.207726789484088e-06,3.687439158464273e-06,4.208525335576428e-06,4.771303677922999e-06,5.375885621939411e-06,6.022188288604313e-06,6.709948290832786e-06,7.438736316290562e-06,8.207972118621459e-06,9.016939607591973e-06,9.864801782469226e-06,1.0750615302160762e-05,1.1673344529787649e-05,1.263187492828339e-05,1.3625025717394012e-05,1.4651561731336853e-05,1.571020444070352e-05,1.6799642122366912e-05,1.791853917760585e-05,1.9065544611827364e-05,2.0239299699568067e-05
24,V1298Taub,3.8439633038516664e-07,5.077448544647166e-07,6.587644750242038e-07,8.408830996120591e-07,1.057506737663743e-06,1.311970684121363e-06,1.6074950821923093e-06,1.947145665661671e-06,2.3338001576731884e-06,2.7701205249054887e-06,3.258531057401868e-06,3.801202064521288e-06,4.400038843291738e-06,5.056675481899235e-06,5.772473002351249e-06,6.548521316525799e-06,7.385644463096927e-06,8.284408603934478e-06,9.245132282860315e-06,1.0267898483130349e-05,1.1352568059405752e-05,1.2498794162615677e-05,1.3706037319905354e-05,1.4973580875219319e-05,1.630054653781831e-05,1.768590982535912e-05,1.9128515224546082e-05,2.0627090925489645e-05,2.218026301565355e-05,2.378656904564136e-05
25,TOI-2109b,0.0014622481094963232,0.001505443230331814,0.0015467733196247828,0.0015863324307569746,0.0016242115519458018,0.0016604981057785494,0.001695275647560008,0.0017286237111151992,0.0017606177627791843,0.0017913292336386537,0.0018208256072797082,0.0018491705458261562,0.0018764240412999103,0.001902642582592606,0.0019278793308323348,0.001952184297836633,0.001975604523797916,0.0019981842514545903,0.002019965094840584,0.0020409862013397997,0.002061284406247816,0.002080894379397799,0.0020998487636692937,0.0021181783053893107,0.002135911976771655,0.002153077090635804,0.002169699407710775,0.0021858032368701126,0.002201411528667227,0.00221654596255042
26,K2-138g,1.7829063128557303e-09,2.6486835360376287e-09,3.837207900766337e-09,5.4333237476900026e-09,7.534402742485693e-09,1.0250277115059112e-08,1.3702891857071544e-08,1.8025692716694115e-08,2.336277576477654e-08,2.986783081827725e-08,3.770291516284186e-08,4.7037096026749304e-08,5.804500042079973e-08,7.090530961350175e-08,8.579923300636631e-08,1.0290899284133192e-07,1.2241634730927385e-07,1.445011754909631e-07,1.6934014336002854e-07,1.971054659767299e-07,2.2796377712512416e-07,2.6207511408093404e-07,2.9959202199773485e-07,3.4065877959374585e-07,3.854107454183759e-07,4.3397382196904376e-07,4.864640332951378e-07,5.429872104401361e-07,6.036387781025553e-07,6.685036352067622e-07
