,Planet Name,ESM Estimate 1.1-1.1425um,ESM Estimate 1.1425-1.185um,ESM Estimate 1.185-1.2275um,ESM Estimate 1.2275-1.27um,ESM Estimate 1.27-1.3125um,ESM Estimate 1.3125-1.355um,ESM Estimate 1.355-1.3975um,ESM Estimate 1.3975-1.44um,ESM Estimate 1.44-1.4825um,ESM Estimate 1.4825-1.525um,ESM Estimate 1.525-1.5675um,ESM Estimate 1.5675-1.61um,ESM Estimate 1.61-1.6525um,ESM Estimate 1.6525-1.695um,ESM Estimate 1.695-1.7375um,ESM Estimate 1.7375-1.78um,ESM Estimate 1.78-1.8225um,ESM Estimate 1.8225-1.865um,ESM Estimate 1.865-1.9075um,ESM Estimate 1.9075-1.95um
11,TOI-3785b,1.1247130560123499e-06,2.1327970194131852e-06,3.856085208921092e-06,6.679853537471038e-06,1.1134335802713956e-05,1.7924899201597076e-05,2.7961625255118485e-05,4.2386701657221566e-05,6.259810385195594e-05,9.026823099927466e-05,0.0001273564322730019,0.00017611468463747307,0.0002390860309522191,0.00031909572943049277,0.0004192353795413534,0.0005428405591545553,0.0006934627231812439,0.0008748362709697684,0.0010908417887933418,0.001345466518996642
12,WASP-124b,0.09545862159971327,0.11808654351490738,0.14347587841336157,0.17154870366292346,0.20218593366086346,0.23523408488195874,0.2705121887146671,0.3078185140160273,0.346936858290526,0.38764225010182807,0.42970597386058484,0.47289988164934493,0.5169999965886761,0.5617894403386378,0.6070607357640044,0.6526175465979822,0.6982759209392448,0.7438651061684013,0.7892280006512193,0.8342213034242036
13,WASP-25b,0.06514630657331179,0.08425046402394211,0.10668330781115908,0.13256686344926252,0.16196859693854565,0.19490278438442663,0.23133356930748078,0.2711792707092805,0.3143175353966524,0.36059097718244826,0.4098130035924993,0.4617735905499739,0.5162448224666939,0.572986066416034,0.6317486931747405,0.6922802944784995,0.7543283750703333,0.817643520659353,0.8819820595808122,0.9471082476605842
14,LHS1140c,3.389868486422376e-11,9.16914661401641e-11,2.3070949671518322e-10,5.439976560635956e-10,1.2097918577641658e-09,2.5517692472259927e-09,5.130099833018406e-09,9.8729310749332e-09,1.825856505008786e-08,3.255850421280928e-08,5.615063382068353e-08,9.3910046882109e-08,1.5268245852630669e-07,2.418419384138703e-07,3.7393101207486827e-07,5.653772837764943e-07,8.372768670741586e-07,1.2162313164292695e-06,1.7352216455127344e-06,2.4345005615403807e-06
15,TOI-1199b,0.14930394274825948,0.1805351593314272,0.21475892409349984,0.2517704598893585,0.29132994045019145,0.3331722484597335,0.3770159457009079,0.422571234425734,0.4695468034785368,0.517655538318567,0.5666191345452954,0.6161716942222119,0.6660624076445268,0.7160574342303693,0.7659410983732948,0.8155165121781301,0.8646057292058814,0.9130495233353036,0.9607068758177081,1.0074542424061597
16,TOI-1273b,0.044859163999169026,0.05826155221579971,0.07406723114591975,0.09237807199208241,0.11325688094222011,0.1367278736607515,0.16277843963209587,0.1913618918618265,0.2224009114578304,0.2557914261687836,0.2914066998226861,0.329101450393462,0.3687158543947646,0.41007933209177533,0.45301404032419884,0.4973380270051461,0.5428680235831205,0.5894218692422317,0.6368205738705753,0.6848900364354968
17,TOI-5803b,3.921901704734009e-06,6.818116493207984e-06,1.1368341231703936e-05,1.8258795984586404e-05,2.835436465569869e-05,4.27132789914928e-05,6.259613691359545e-05,8.946854807609124e-05,0.0001249971139241998,0.00017103884648319087,0.00022962447816771676,0.00030293639393155325,0.0003932821175872727,0.0005030644055017086,0.0006347490491112976,0.0007908314731036246,0.0009738031512386637,0.0011861187598109098,0.0014301648622689267,0.0017082307787269684
18,TOI-3819b,0.18876554801235465,0.22212245190602795,0.25762946218765614,0.2949942716402139,0.33391552421938897,0.37409133836322706,0.41522624159656474,0.45703659287182274,0.4992546292045124,0.5416313047913652,0.5839381019421311,0.6259679903865485,0.6675356999583825,0.7084774551258235,0.7486503010547212,0.7879311317131281,0.8262155121434765,0.8634163701474498,0.8994626176062547,0.9342977486188294
19,TOI-4791b,0.14224877588462914,0.17277091667382263,0.2063706082039541,0.24286249051500977,0.28202276196833337,0.3235988153824131,0.3673182576626014,0.41289704889317247,0.4600466154492345,0.5084798830102915,0.5579162419848473,0.6080855035196754,0.6587309330094862,0.7096114636887757,0.7605031988671959,0.8112003104965981,0.8615154363023502,0.9112796694298766,0.9603422247608134,1.0085698556876321
20,TOI-4377b,0.4799833455695708,0.5418523593339881,0.6047502963165348,0.6681288994292891,0.7314892545956866,0.7943855839380735,0.8564264635674719,0.9172740948467976,0.9766421677388875,1.0342927617198583,1.0900326417346544,1.1437092280315635,1.1952064511853184,1.2444406474021572,1.2913566035928101,1.3359238255420123,1.3781330744590459,1.4179931959248218,1.4555282495101434,1.4907749360231568
21,Wolf327b,0.006396933614161268,0.008453307099723166,0.010923017279716632,0.013833971427704195,0.017207977386243592,0.02106042211442953,0.025400203205193164,0.030229875881610302,0.035545974157810856,0.041339464740807394,0.04759629472666535,0.054297998243246645,0.06142233214400102,0.06894391608871793,0.07683485745572641,0.08506534625601014,0.09360420941422368,0.10241941737800891,0.11147853900621278,0.12074914309751339
22,HD118203b,0.17011808697089498,0.21184522718363247,0.25898856745860616,0.31145324964191073,0.3690605519637529,0.43155963483966797,0.49864003027895043,0.5699441682771762,0.645079409460865,0.7236292119062524,0.8051631951015155,0.8892459735608187,0.9754447175509792,1.063335461275434,1.152508222927512,1.2425710297012078,1.3331529573867318,1.423906301483292,1.514507997303119,1.6046604023491338
23,TOI-1470b,1.5790740272649362e-05,2.587144563216846e-05,4.082762549638472e-05,6.230049299394425e-05,9.223566397391573e-05,0.00013287861202601473,0.0001867584932301187,0.0002566611531555841,0.0003455927197145543,0.0004567355977534569,0.000593398913948206,0.0007589655301982628,0.000956837677469805,0.0011903830919329813,0.0014628832936740782,0.001777485364993005,0.002137158285639212,0.0025446545864059303,0.003002477805138996,0.0035128559804261943
24,V1298Taub,1.85408049534333e-05,3.2553278240595066e-05,5.478106630625289e-05,8.874474964234027e-05,0.00013892722159228926,0.0002108674022238164,0.0003112254667308754,0.0004478147838831271,0.0006295979257309696,0.0008666462818392963,0.0011700648015178054,0.0015518850634144775,0.0020249311575325645,0.002602663734362164,0.003299008043226765,0.004128171889074571,0.005104459242797353,0.0062420848114141565,0.007554994278175413,0.009056694221147639
25,TOI-2109b,17.42410808212149,18.070722011220745,18.643704099504415,19.14696421318754,19.58475234540472,19.9614828710621,20.28160238741221,20.54949268668389,20.769401613364586,20.945395745241132,21.081329924260608,21.18082961613612,21.24728288834562,21.283839471257796,21.293414920150262,21.278698343163708,21.24216251818872,21.18607550562475,21.112513087403585,21.023371537261124
26,K2-138g,1.6643647062614184e-09,3.6994368073938205e-09,7.752601554787375e-09,1.5410195490124964e-08,2.9207797931677946e-08,5.302876727791776e-08,9.25962406142507e-08,1.560567754483179e-07,2.5464728094970377e-07,4.0343044370120953e-07,6.220781030525563e-07,9.356774698366358e-07,1.3755320517605046e-06,1.979927819467714e-06,2.7948355237422e-06,3.874522020190687e-06,5.282046730711797e-06,7.089623661901503e-06,9.37883437038556e-06,1.224068257744981e-05
