,Planet Name,Full Phase Curve SNR 1.1-1.1425um,Full Phase Curve SNR 1.1425-1.185um,Full Phase Curve SNR 1.185-1.2275um,Full Phase Curve SNR 1.2275-1.27um,Full Phase Curve SNR 1.27-1.3125um,Full Phase Curve SNR 1.3125-1.355um,Full Phase Curve SNR 1.355-1.3975um,Full Phase Curve SNR 1.3975-1.44um,Full Phase Curve SNR 1.44-1.4825um,Full Phase Curve SNR 1.4825-1.525um,Full Phase Curve SNR 1.525-1.5675um,Full Phase Curve SNR 1.5675-1.61um,Full Phase Curve SNR 1.61-1.6525um,Full Phase Curve SNR 1.6525-1.695um,Full Phase Curve SNR 1.695-1.7375um,Full Phase Curve SNR 1.7375-1.78um,Full Phase Curve SNR 1.78-1.8225um,Full Phase Curve SNR 1.8225-1.865um,Full Phase Curve SNR 1.865-1.9075um,Full Phase Curve SNR 1.9075-1.95um
249,HAT-P-6b,1.9221201950690308,2.254254367785483,2.606446785953513,2.9757205078108524,3.3590447435798696,3.7534160595292856,4.155923102240876,4.563795988432216,4.9744420100108755,5.385469534968229,5.794702025118251,6.200184007639832,6.600180679029084,6.99317262377762,7.377846921045946,7.753085707340253,8.117953071825427,8.471680988915777,8.813654842487136,9.14339896767185
250,WASP-153b,1.259789817474881,1.4636941065097275,1.677750731292349,1.9000800457351892,2.1288232579482087,2.3621844744640774,2.598462322997662,2.8360723523767257,3.073561555787385,3.3096163748028533,3.5430654664647303,3.7728783909561145,3.9981612294134883,4.218149987914538,4.4322024959234,4.639789372045296,4.840484510110046,5.033955435440119,5.2199537943241445,5.398306168049807
251,HAT-P-31b,0.4327239958581042,0.5276365340139708,0.632548003171177,0.7469289242343491,0.8701186625923226,1.001355384949565,1.139804586095055,1.2845852315930373,1.4347929452046837,1.5895199721494373,1.7478718760096097,1.9089810878116071,2.072017532015674,2.236196617236772,2.400784909905928,2.565103815687678,2.728531583605456,2.8905039272674706,3.050513530735297,3.208108676689079
252,TOI-216.02,9.907249499993846e-06,1.839740924136545e-05,3.2615983563396614e-05,5.546924675469781e-05,9.087134999601174e-05,0.0001439228697925771,0.0002210758936540607,0.00033027577744768733,0.0004810709627686959,0.0006846840871792333,0.0009540398273035694,0.0013037472586494587,0.0017500367978618605,0.0023106538561422757,0.003004713067967911,0.0038525183051183356,0.004875354621693595,0.006095258813657244,0.007534775452846364,0.009216705122128818
253,WASP-47b,0.2156472057804229,0.27453330216116656,0.3425880037080643,0.41995105735559407,0.5066113073742124,0.6024173881520758,0.7070918610498631,0.8202475163725828,0.9414047465723433,1.0700091016190605,1.2054483397715137,1.3470684728347047,1.49418846688544,1.646113394446833,1.802145942301909,1.9615962625312267,2.1237902159069524,2.288076099840852,2.4538299810310398,2.6204597689169167
254,HD63433b,0.005670787644249884,0.008043195178668064,0.011097987375828072,0.014939870098563832,0.019670994107703624,0.025388232885647677,0.03218078386673543,0.04012816810974095,0.04929866766538417,0.05974820942102373,0.07151968004983743,0.08464263895942542,0.09913338434159862,0.11499532075339336,0.1322195741494525,0.15078580096981103,0.17066314087145315,0.19181126720331787,0.2141814947264088,0.23771790987402144
255,Kepler-435b,0.7857566129050672,0.9117374231773818,1.0437884293543667,1.1807431070096925,1.32145294202262,1.4648126898504688,1.6097791572727078,1.755384295882764,1.9007434725955699,2.0450597770024186,2.187625169230599,2.3278191876610554,2.4651058392863616,2.5990291972192052,2.7292081364749734,2.855330554378207,2.9771473475246872,3.094466353607228,3.2071464132008165,3.315091662953784
256,WASP-56b,0.11463010421128683,0.14823301570652525,0.1876890347148525,0.23321278983190213,0.2849230580158125,0.34284516311855096,0.40691633775241914,0.47699328202792796,0.5528612059846895,0.6342437285850678,0.7208131078101767,0.8122003813038438,0.9080050968877198,1.0078044021537584,1.1111613397354225,1.2176322590189264,1.326773306381862,1.4381459956342972,1.5513218896396326,1.665886444691301
257,WASP-42b,0.028564060100859396,0.04011690147914875,0.05485007766588111,0.0732139403612397,0.09563983551748954,0.1225286523684873,0.154241108596565,0.1910900128759954,0.23333459018507277,0.2811768293228554,0.3347597177932617,0.3941671649498709,0.45942537629972874,0.530505425457428,0.6073267705476187,0.6897614743044428,0.7776389077144864,0.8707507424920508,0.9688560653598339,1.071686475084141
258,GJ1214b,3.705432548977348e-06,7.355119648891896e-06,1.387642618098977e-05,2.5013359273712247e-05,4.327575476935438e-05,7.214671077327102e-05,0.00011630446211565307,0.00018184951452397913,0.0002765267932709434,0.0004099322749030784,0.0005936940374960429,0.0008416187868271253,0.0011697965463285647,0.0015966581672806402,0.0021429824499582147,0.0028318518085715047,0.0036885574307869216,0.004740456675788671,0.006016786955425144,0.007548441513955919
