,Planet Name,Eclipse Flux Ratio 1.1-1.1425um,Eclipse Flux Ratio 1.1425-1.185um,Eclipse Flux Ratio 1.185-1.2275um,Eclipse Flux Ratio 1.2275-1.27um,Eclipse Flux Ratio 1.27-1.3125um,Eclipse Flux Ratio 1.3125-1.355um,Eclipse Flux Ratio 1.355-1.3975um,Eclipse Flux Ratio 1.3975-1.44um,Eclipse Flux Ratio 1.44-1.4825um,Eclipse Flux Ratio 1.4825-1.525um,Eclipse Flux Ratio 1.525-1.5675um,Eclipse Flux Ratio 1.5675-1.61um,Eclipse Flux Ratio 1.61-1.6525um,Eclipse Flux Ratio 1.6525-1.695um,Eclipse Flux Ratio 1.695-1.7375um,Eclipse Flux Ratio 1.7375-1.78um,Eclipse Flux Ratio 1.78-1.8225um,Eclipse Flux Ratio 1.8225-1.865um,Eclipse Flux Ratio 1.865-1.9075um,Eclipse Flux Ratio 1.9075-1.95um
24,V1298Taub,3.8912638338103865e-10,6.992435539094191e-10,1.2049628124591017e-09,1.999729093538515e-09,3.2079396183660932e-09,4.9904721121744975e-09,7.550035230477946e-09,1.1136111219379252e-08,1.6049280454325018e-08,2.2644749030779667e-08,3.1334940211739374e-08,4.25910544510615e-08,5.69435474518385e-08,7.49815184249862e-08,9.7351039226629e-08,1.24752487926043e-07,1.5793697679204056e-07,1.977019844390815e-07,2.448863151332479e-07,3.003645155259923e-07
25,TOI-2109b,0.0006764604182979111,0.0007247142339267266,0.000772215460714515,0.0008188616850467806,0.0008645740398713144,0.0009092936518855626,0.0009529784954757175,0.0009956006393242452,0.0010371438591284014,0.001077601583508159,0.0011169751378457366,0.0011552722510192192,0.001192505791750031,0.001228692703886208,0.0012638531129319829,0.0012980095792146872,0.0013311864760709924,0.001363409474231748,0.001394705116134777,0.0014251004661779462
26,K2-138g,1.046349772076126e-13,2.387138560413673e-13,5.136197801830248e-13,1.048437034203985e-12,2.040887721386188e-12,3.805662324311889e-12,6.824883364630243e-12,1.1812176232414856e-11,1.9791362471966256e-11,3.219020772721146e-11,5.09489910915608e-11,7.864296315032869e-11,1.186170756638946e-10,1.7513074152906405e-10,2.535098564015412e-10,3.6030291007068995e-10,5.034377522926324e-10,6.923754596223795e-10,9.382577727277464e-10,1.2540447259368737e-09
27,K2-141c,2.0100231913627242e-09,3.4776551315417896e-09,5.785666167698521e-09,9.292378572565995e-09,1.4457994465126614e-08,2.18579148082816e-08,3.219441113490045e-08,4.6306106989560473e-08,6.517484842296003e-08,8.992968027022121e-08,1.2184778518652863e-07,1.6235237550745374e-07,2.130076465639275e-07,2.7551099935394016e-07,3.5168281805961814e-07,4.4345414335839214e-07,5.528526168566388e-07,6.819870873493381e-07,8.330312686784947e-07,1.0082068247115273e-06
28,TRAPPIST-1b,2.0310383400616688e-14,5.337742983452596e-14,1.3108332502236663e-13,3.028671153691977e-13,6.622968688506655e-13,1.3778644357914058e-12,2.7396564455196275e-12,5.2272095202476035e-12,9.604516798375712e-12,1.704856244382947e-11,2.931784715492242e-11,4.8967081714929316e-11,7.96135483802809e-11,1.262595740293164e-10,1.9567416662472466e-10,2.968352042402028e-10,4.4143171770436143e-10,6.444238675168993e-10,9.246562787197387e-10,1.3055185545302728e-09
29,TRAPPIST-1e,1.0746977997616058e-22,5.541762768131939e-22,2.5487759553805303e-21,1.0575721912786322e-20,3.9986810391999983e-20,1.389779350729594e-19,4.4743776679279995e-19,1.3434478428066158e-18,3.784582970715248e-18,1.0056395847855815e-17,2.5325686267895248e-17,6.070497293573798e-17,1.3902446135207236e-16,3.052499166346765e-16,6.445620720801007e-16,1.3126158430225819e-15,2.5845170182235395e-15,4.931674448823403e-15,9.138974744711989e-15,1.6478725805343392e-14
30,TRAPPIST-1f,8.687424670284069e-26,5.841380171694467e-25,3.4398185917872776e-24,1.797657027464808e-23,8.434257712091755e-23,3.5888003726094257e-22,1.3972613952393371e-21,5.016982984297124e-21,1.67288563604638e-20,5.2123737347793686e-20,1.5259752672880034e-19,4.218392585142657e-19,1.1060099618530872e-18,2.7613158416910222e-18,6.588422786222769e-18,1.507195000905169e-17,3.31560327497386e-17,7.032771706491158e-17,1.4418603370892676e-16,2.863662899935719e-16
31,TRAPPIST-1g,2.7555709380030656e-28,2.2921012878550882e-27,1.6455408342315443e-26,1.0347083195917995e-25,5.771991849428383e-25,2.8887166402489032e-24,1.3099094698187265e-23,5.428984981047902e-23,2.0724796982676136e-22,7.337332151175742e-22,2.423945211906141e-21,7.513203588889994e-21,2.195747627047264e-20,6.077405866510216e-20,1.5994426029132443e-19,4.0170234872354817e-19,9.65939387552214e-19,2.2304888128958914e-18,4.9594614123572684e-18,1.0644619659809519e-17
32,GJ3473b,3.4509117127257355e-09,5.443405480041158e-09,8.312096378803617e-09,1.2327613190188029e-08,1.780803663940081e-08,2.5119183400353673e-08,3.467359307947218e-08,4.6928283113116865e-08,6.23813889173514e-08,8.156784470924088e-08,1.0505428440803883e-07,1.3343335321539408e-07,1.673176207942597e-07,2.0733327863096559e-07,2.5411378941304103e-07,3.082936371726402e-07,3.705023053574963e-07,4.4135858741294506e-07,5.214653120832071e-07,6.114045443568695e-07
33,TOI-2202b,3.944805287736075e-09,6.806062276314811e-09,1.1292661388921713e-08,1.8090449861847804e-08,2.807719072102493e-08,4.2346623645732375e-08,6.222920335720879e-08,8.930853883002184e-08,1.254327989032451e-07,1.727206153418425e-07,2.335612802102755e-07,3.1060928232352994e-07,4.067734444994666e-07,5.252011013847381e-07,6.692578932521174e-07,8.425038444484345e-07,1.0486664488444318e-06,1.2916115032060058e-06,1.575312418377111e-06,1.9038187034260612e-06
34,TOI-833b,1.2081671897867288e-07,1.6095550055180685e-07,2.1002352103430283e-07,2.6898476485487037e-07,3.3875089733916487e-07,4.2016653684830706e-07,5.139975366454295e-07,6.209222481982381e-07,7.415256117162754e-07,8.762958329428232e-07,1.025623351807466e-06,1.1898017821590376e-06,1.3690304962765266e-06,1.5634185376372592e-06,1.7729895657553678e-06,1.9976875639017244e-06,2.237383071120282e-06,2.491879731849134e-06,2.7609209879558366e-06,3.0441967679458925e-06
35,HD28109c,1.4130813404280535e-11,2.653417583316384e-11,4.7627669074204214e-11,8.209513489672842e-11,1.3643011767710464e-10,2.193562589933256e-10,3.4226616964064596e-10,5.196628292056936e-10,7.695868194509694e-10,1.1140130456036596e-09,1.5792019067823085e-09,2.1959919472612734e-09,3.0000236272984475e-09,4.031886766094114e-09,5.337187218313788e-09,6.966531269308365e-09,8.975428931198872e-09,1.1424119691304203e-08,1.4377326243245279e-08,1.790394329042565e-08
36,TOI-2641b,1.1911175292066275e-05,1.5224171172406353e-05,1.9108317275966205e-05,2.359558831651203e-05,2.871196032410586e-05,3.447732433782805e-05,4.0905572616614887e-05,4.8004823369914116e-05,5.5777751476336987e-05,6.422199553008531e-05,7.33306151997665e-05,8.309257683497952e-05,9.349324918648574e-05,0.00010451489480328385,0.00011613714600914944,0.0001283374572808688,0.00014109152833399895,0.00015437369428273538,0.00016815728090986538,0.00018241492440221582
37,TOI-1685b,3.10220303657779e-07,4.149259689990644e-07,5.434788988657554e-07,6.985957349699451e-07,8.828770328054127e-07,1.0987646485914285e-06,1.3485066409721493e-06,1.6341298326957196e-06,1.957419817959649e-06,2.319907939441563e-06,2.722864583746696e-06,3.1672980410609433e-06,3.6539581297141793e-06,4.183343785494085e-06,4.755713846830543e-06,5.37110032018887e-06,6.029323476870833e-06,6.730008206419276e-06,7.472601128034612e-06,8.256388036264745e-06
38,K2-87b,1.544189584782686e-07,2.1667927936476387e-07,2.966273905721992e-07,3.9717031467418193e-07,5.212735669571271e-07,6.719073934790374e-07,8.519956702721043e-07,1.0643690432546452e-06,1.3117234205490301e-06,1.5965845011619193e-06,1.9212786546047176e-06,2.287910162979657e-06,2.6983446009138e-06,3.1541979552077934e-06,3.6568309680471827e-06,4.207348116632288e-06,4.806600609369543e-06,5.4551927759973614e-06,6.1534912486765236e-06,6.901636366661805e-06
39,WASP-178b,0.00021592221050348415,0.0002441677087064016,0.00027348814564816194,0.0003037302443176628,0.00033474824747110486,0.00036640521647051343,0.0003985738102741524,0.00043113665618571594,0.00046398640798874923,0.0004970255713255188,0.0005301661615942052,0.0005633292467089733,0.000596444415952551,0.0006294492068184452,0.000662288514052198,0.0006949139988703005,0.0007272835113580779,0.0007593605351255042,0.00079111366025005,0.0008225160881970313
40,HIP29442b,8.648630255668956e-10,1.4236408661911393e-09,2.261005197657625e-09,3.4772109176971757e-09,5.194736111840403e-09,7.55962275244247e-09,1.0742246689150423e-08,1.493748269727446e-08,2.0364262443504857e-08,2.7264551514516643e-08,3.5901794780698766e-08,4.655889672214327e-08,5.953581490912279e-08,7.514685101804579e-08,9.371772526664644e-08,1.1558251780418971e-07,1.4108055527058543e-07,1.7055331328658013e-07,2.043413968185577e-07,2.42781650830621e-07
41,HD152843c,5.597275385663673e-09,8.658288237368293e-09,1.2977025382858082e-08,1.8906203029312385e-08,2.6849449103386865e-08,3.7258935667988525e-08,5.0631563758560306e-08,6.750390944170209e-08,8.8446178107304e-08,1.1405543121752489e-07,1.4494834927889931e-07,1.8175378057562146e-07,2.251053011313625e-07,2.756339810574328e-07,3.339615189746112e-07,4.006938720344895e-07,4.7641547607549216e-07,5.616841199336897e-07,6.57026510715702e-07,7.629345433676167e-07
42,K2-26b,7.868324321285529e-15,2.040533189372723e-14,4.947879726995149e-14,1.1294051968677145e-13,2.4411614616779165e-13,5.022260648140242e-13,9.87928589967692e-13,1.865565905111667e-12,3.3938323025090682e-12,5.966634299318338e-12,1.0165856080563409e-11,1.682757336491446e-11,2.712297606028409e-11,4.2654876289209445e-11,6.557021282095067e-11,9.868844074904449e-11,1.456451447731304e-10,2.1104966480037944e-10,3.006550013757685e-10,4.2153779994854595e-10
43,TOI-1246d,3.804670028228501e-11,7.091869214558248e-11,1.2644186485824005e-10,2.1660372556978703e-10,3.5792309332178183e-10,5.724684875188809e-10,8.889121292760634e-10,1.343580411546554e-09,1.981460550445004e-09,2.85712458292938e-09,4.035535555036637e-09,5.592706145056747e-09,7.616186525487796e-09,1.0205365432196907e-08,1.347157567937054e-08,1.7538002318737014e-08,2.2539397972616492e-08,2.8621615352648423e-08,3.594097148095225e-08,4.466346160812708e-08
44,WASP-62b,1.1283430275680776e-05,1.4286946034702453e-05,1.7775837146786014e-05,2.1771830050607555e-05,2.629139992715847e-05,3.134585028743303e-05,3.6941519423028444e-05,4.308008275615659e-05,4.9758923028547895e-05,5.697154391770217e-05,6.470800658555604e-05,7.295537252138015e-05,8.169813962995493e-05,9.091866172065627e-05,0.00010059754432093486,0.00011071401206120132,0.00012124624477827257,0.00013217168099896037,0.00014346728864006572,0.00015510980364449628
45,WASP-80b,1.5184210543284165e-07,2.3517438149849159e-07,3.5299378935895146e-07,5.151148296520209e-07,7.32827975879615e-07,1.018851096145589e-06,1.3872396108049353e-06,1.8532603103299578e-06,2.4332349901950136e-06,3.1443607380488272e-06,4.004513902917061e-06,5.032044577407418e-06,6.245567928771521e-06,7.663758016038025e-06,9.305148910676348e-06,1.1187947066129778e-05,1.3329858011200189e-05,1.574792961375457e-05,1.8458413402077753e-05,2.147664475831204e-05
46,WASP-22b,1.081304751004928e-05,1.3679094928232527e-05,1.700574741579942e-05,2.0813279648487498e-05,2.5116990515103286e-05,2.9927286409124407e-05,3.524988305328917e-05,4.1086096624262566e-05,4.743319775513518e-05,5.428480548006555e-05,6.163130190349273e-05,6.946025202308459e-05,7.775681651996829e-05,8.650414834506613e-05,9.568376653017339e-05,0.00010527590283155027,0.00011525981859330369,0.00012561409063406538,0.00013631686605726078,0.00014734608670859906
47,WASP-60b,3.251888137597193e-06,4.214972999888972e-06,5.359742953410096e-06,6.6993789621650235e-06,8.245307602821876e-06,1.000708544845363e-05,1.1992346372652963e-05,1.4206803017332367e-05,1.6654293120953098e-05,1.9336861520394828e-05,2.2254869207141122e-05,2.5407121664090995e-05,2.8791009699483773e-05,3.2402657030873575e-05,3.623706988636741e-05,4.028828483794458e-05,4.454951193647994e-05,4.901327096755281e-05,5.367151928827397e-05,5.851577024168088e-05
48,TOI-1296b,1.5884824233220174e-05,1.9435030406842272e-05,2.342397246214045e-05,2.7853466677333935e-05,3.272086404239594e-05,3.801953482164191e-05,4.373938146002178e-05,4.986735595252092e-05,5.638796364766184e-05,6.328374055690453e-05,7.053569551537237e-05,7.812371199901469e-05,8.602690711467512e-05,9.42239473345303e-05,0.00010269332204603998,0.00011141357703223867,0.0001203635106763182,0.00012952233607945392,0.00013886981246018405,0.00014838634922406424
49,HAT-P-59b,4.775799265166536e-06,6.246123397589945e-06,8.00940955345786e-06,1.0090047623141558e-05,1.2509834730928096e-05,1.528769521092543e-05,1.8439506819421542e-05,2.1978022144914027e-05,2.5912872194593823e-05,3.0250638394735966e-05,3.499497941452612e-05,4.014680002327463e-05,4.5704450385914214e-05,5.166394560860712e-05,5.8019196829226144e-05,6.476224661012962e-05,7.188350276890748e-05,7.93719660376139e-05,8.721544805220663e-05,9.54007771348297e-05
50,XO-5b,3.5065723505494066e-06,4.639002672210277e-06,6.012492402354818e-06,7.6503796096448e-06,9.574181766703531e-06,1.1803268521058313e-05,1.4354623397805286e-05,1.7242689273194997e-05,2.047928970006631e-05,2.4073616548553864e-05,2.803227371633182e-05,3.235936663838799e-05,3.7056627788579814e-05,4.212356914777843e-05,4.755765358340917e-05,5.335447814099872e-05,5.9507963315559847e-05,6.601054339759698e-05,7.285335394167395e-05,8.002641326531086e-05
51,WASP-99b,5.323933469631855e-06,6.676288892462134e-06,8.232455826838955e-06,9.999237773021716e-06,1.1981215096770262e-05,1.4180839369401222e-05,1.659857094414404e-05,1.9233046553901827e-05,2.2081265530332494e-05,2.5138785173025263e-05,2.8399917677368547e-05,3.185792276008697e-05,3.5505191648456795e-05,3.93334194017253e-05,4.3333763611890544e-05,4.749698839987889e-05,5.1813593303895895e-05,5.627392717421899e-05,6.086828756835277e-05,6.558700640646553e-05
52,HATS-56b,4.985435775933908e-05,5.843571820151528e-05,6.767357307574907e-05,7.753002481865098e-05,8.796383445746191e-05,9.893159622076166e-05,0.0001103887459431385,0.00012229040725875506,0.0001345920857453889,0.000147250224802604,0.00016022263880286047,0.00017346883949442545,0.00018695027119227357,0.00020063046929545624,0.00021447515535736241,0.0002284522804800589,0.0002425320273227221,0.0002566867795836995,0.0002708910664827284,0.00028512148855973043
53,WASP-70Ab,9.235951088925585e-06,1.173053237803376e-05,1.4637656291182673e-05,1.797756101751146e-05,2.1766084904821114e-05,2.6014682683335944e-05,3.073055540137033e-05,3.591686868485472e-05,4.157303581893015e-05,4.7695044810589026e-05,5.4275811607092965e-05,6.130554471838892e-05,6.877210942580755e-05,7.666138243439062e-05,8.495759018010442e-05,9.364362601432405e-05,0.00010270134316179933,0.00011211182170723047,0.0001218556089414322,0.000131912933226852
54,K2-417b,1.462147171337721e-11,2.9073857005107103e-11,5.5060815954364285e-11,9.980459073382486e-11,1.7389544314453311e-10,2.923368367720117e-10,4.757358440460213e-10,7.516147456602572e-10,1.1558112610834933e-09,1.7339282873129156e-09,2.542789820071832e-09,3.651858026575169e-09,5.1445671479669655e-09,7.119532773413419e-09,9.691599667443155e-09,1.2992697302738799e-08,1.717247908971666e-08,2.2398728559625503e-08,2.8857523054658996e-08,3.6753152475939323e-08
