,Planet Name,Eclipse Flux Ratio 1.1-1.1425um,Eclipse Flux Ratio 1.1425-1.185um,Eclipse Flux Ratio 1.185-1.2275um,Eclipse Flux Ratio 1.2275-1.27um,Eclipse Flux Ratio 1.27-1.3125um,Eclipse Flux Ratio 1.3125-1.355um,Eclipse Flux Ratio 1.355-1.3975um,Eclipse Flux Ratio 1.3975-1.44um,Eclipse Flux Ratio 1.44-1.4825um,Eclipse Flux Ratio 1.4825-1.525um,Eclipse Flux Ratio 1.525-1.5675um,Eclipse Flux Ratio 1.5675-1.61um,Eclipse Flux Ratio 1.61-1.6525um,Eclipse Flux Ratio 1.6525-1.695um,Eclipse Flux Ratio 1.695-1.7375um,Eclipse Flux Ratio 1.7375-1.78um,Eclipse Flux Ratio 1.78-1.8225um,Eclipse Flux Ratio 1.8225-1.865um,Eclipse Flux Ratio 1.865-1.9075um,Eclipse Flux Ratio 1.9075-1.95um
195,WASP-126b,1.0120010415431722e-05,1.2593403764268223e-05,1.5418703187212134e-05,1.8604587385617955e-05,2.2155934073245072e-05,2.607405578131e-05,3.0356995454677888e-05,3.499985963169029e-05,3.999517072718343e-05,4.5333223607219906e-05,5.100243503611509e-05,5.698967757304466e-05,6.32805920489534e-05,6.985987486350446e-05,7.671153803406755e-05,8.381914124776235e-05,9.1165996163745e-05,9.873534393766765e-05,0.0001065105074423624,0.00011447501998247423
196,WASP-6b,4.635040211696953e-06,6.219505587656643e-06,8.167938963072056e-06,1.0521500712899704e-05,1.3319298221348057e-05,1.6597721080122015e-05,2.0389906344699647e-05,2.4725334347999094e-05,2.96295494804271e-05,3.51239960667006e-05,4.122595676078336e-05,4.794857945803925e-05,5.530097830475069e-05,6.32883947089441e-05,7.191240509761303e-05,8.117116333798173e-05,9.105966709719249e-05,0.0001015700388437533,0.00011269181361364261,0.0001244122270176462
197,LHS3844b,4.464583471457844e-08,6.741742597529817e-08,9.886165516595835e-08,1.4120018306656204e-07,1.9693091829755526e-07,2.688080318301476e-07,3.59814867782235e-07,4.731310969440679e-07,6.120955671563387e-07,7.801663131228938e-07,9.8087911886327e-07,1.217805900435804e-06,1.4945140147087915e-06,1.814527418905626e-06,2.1812904191757333e-06,2.5981345650044927e-06,3.0682490772804066e-06,3.5946550460668494e-06,4.180183502210437e-06,4.827457355816485e-06
198,KELT-7b,9.85355980398429e-05,0.00011375660808997671,0.00012989554304882318,0.00014687384809176706,0.00016461156539919721,0.00018302894020275784,0.00020204769768244219,0.0002215920277042803,0.00024158931672274887,0.00026197066556954955,0.000282671229429205,0.00030363041286961,0.00032479194891400824,0.0003461038871842592,0.00036751851234986956,0.00038899221062039017,0.0004104852988891048,0.000431961828396299,0.00045338937242431394,0.0004747388055400238
199,K2-198b,7.547273464332123e-10,1.2897134239493042e-09,2.120866678426306e-09,3.369337697761298e-09,5.1887212652913045e-09,7.768703686859369e-09,1.13380782711413e-08,1.6166985588254072e-08,2.2568278895604063e-08,3.08979607287636e-08,4.155468050117052e-08,5.497832233277783e-08,7.16477454578238e-08,9.207776551933487e-08,1.1681548362431395e-07,1.464360815305025e-07,1.815382064586363e-07,2.2273906869402981e-07,2.7066937038170223e-07,3.259681757626383e-07
200,WASP-78b,0.00027460675901580414,0.0003062018553397273,0.0003385780825295966,0.0003715762215611348,0.0004050496255740575,0.0004388645351043462,0.00047289999350944863,0.0005070474737561402,0.0005412103058251089,0.0005753029749034307,0.0006092503444198837,0.0006429868446884377,0.0006764556571808685,0.0007096079159113486,0.0007424019407379978,0.000774802512243732,0.00080678019396125,0.0008383107048044886,0.0008693743424511177,0.0008999554569141803
201,HAT-P-45b,3.855288682913742e-05,4.679615305622723e-05,5.5982330457985364e-05,6.610454902739664e-05,7.714682450266148e-05,8.908530982353363e-05,0.0001018895489207677,0.00011552368783244969,0.00012994761178743177,0.00014511798814059366,0.00016098920397481783,0.00017751419402876558,0.0001946451596599528,0.00021233418311602192,0.00023053374375545547,0.0002491971442939115,0.0002682788558785263,0.00028773479099665456,0.00030752251305864176,0.0003276013910756425
202,TrES-2b,2.2618757449120572e-05,2.8347319929363378e-05,3.493637783311616e-05,4.2414425914409634e-05,5.080060639104128e-05,6.0105108202433824e-05,7.032974684211641e-05,8.146866954922383e-05,9.350913823257254e-05,0.00010643235055516298,0.00012021426745184763,0.00013482642257320074,0.0001502366955214001,0.0001664100361817056,0.00018330913195860245,0.00020089501335752698,0.0002191275962009409,0.00023796616093470926,0.00025736977107277184,0.00027729763394549985
203,CoRoT-2b,6.87737802920793e-05,8.440071132838368e-05,0.00010201105478286735,0.0001216204915050482,0.0001432242011145824,0.0001667989085214035,0.00019230509798975792,0.0002196892825329647,0.00024888624219324704,0.00027982116765134103,0.0003124116651103788,0.0003465695944357078,0.0003822027253046704,0.0004192162059730137,0.00045751384660618896,0.0004969992243726649,0.000537576621047959,0.0005791518060874772,0.0006216326793006222,0.0006649297876561494
204,HAT-P-27b,3.6915460052190826e-06,4.934826469715445e-06,6.4582093923771326e-06,8.292212513482516e-06,1.0465632640381524e-05,1.3005067270733192e-05,1.5934537362765715e-05,1.927520997035481e-05,2.30452151498581e-05,2.725954861508134e-05,3.193004985732584e-05,3.706544462980042e-05,4.267144059770146e-05,4.875086537786305e-05,5.530383696618997e-05,6.232795754024245e-05,6.981852272186182e-05,7.776873951111217e-05,8.616994720139976e-05,9.501183661830446e-05
205,G9-40b,1.7962492565924531e-13,4.240502034216108e-13,9.422410963718902e-13,1.9826802013485095e-12,3.971894102153583e-12,7.610546815674676e-12,1.4004911421255721e-11,2.4840177505194488e-11,4.260129342040179e-11,7.084578028835243e-11,1.1453125390184366e-10,1.8039835653777123e-10,2.774075653134892e-10,4.172260509503107e-10,6.147585517815955e-10,8.887142290285081e-10,1.2621997838867655e-09,1.7633278195000745e-09,2.425828565926268e-09,3.2896526690842865e-09
206,WASP-41b,6.537807064266804e-06,8.620529623983533e-06,1.1138305283356897e-05,1.4131519627120191e-05,1.763708901559355e-05,2.1687920922352022e-05,2.6312534931431468e-05,3.153483282216476e-05,3.73740017758775e-05,4.384453235822458e-05,5.0956332118660445e-05,5.8714915990229095e-05,6.712165580982505e-05,7.617407291702072e-05,8.586615969797637e-05,9.618871794716719e-05,0.00010712970390034529,0.0001186745716642561,0.0001308066084807055,0.00014350725678710674
207,TOI-640b,3.512173341655971e-05,4.2020703195131594e-05,4.959982798770895e-05,5.7840842159808146e-05,6.67198719674811e-05,7.620852012139836e-05,8.627487999375956e-05,9.688445929894262e-05,0.00010800100259642683,0.00011958720911102776,0.00013160534750216853,0.00014401777271459015,0.00015678735225691475,0.0001698778104884706,0.00018325400000629175,0.00019688210922219317,0.0002107298148690284,0.00022476638760212945,0.00023896275816114176,0.000253291550797859
208,TOI-1259Ab,5.979621842564183e-07,8.683172658628912e-07,1.2273627223867791e-06,1.693353751622777e-06,2.285799770106745e-06,3.0251659135359302e-06,3.932555104909967e-06,5.029384110200993e-06,6.337065321707968e-06,7.876703992598492e-06,9.66881851316938e-06,1.1733089235294746e-05,1.4088139429787805e-05,1.6751350271105536e-05,1.9738710318813893e-05,2.3064698812988238e-05,2.6742201210338348e-05,3.0782454736646604e-05,3.519502128985765e-05,3.998778476492861e-05
209,WASP-138b,1.6029598625483725e-05,1.9661007534274027e-05,2.374963290813348e-05,2.8298271106155594e-05,3.330498906607455e-05,3.8763620353833733e-05,4.466429561331171e-05,5.099398142871816e-05,5.773700783250595e-05,6.487557015560507e-05,7.239019552254355e-05,8.026016804207924e-05,8.846390969573477e-05,9.69793161752048e-05,0.0001057840485701957,0.00011485578296580246,0.0001241724207704697,0.0001337122630482017,0.0001434541523457147,0.00015337758554794713
210,WASP-74b,0.00010208999731208863,0.00011875084363528657,0.00013655658398492463,0.00015542754028068694,0.00017527989299262695,0.00019602771533294423,0.00021758466793565394,0.00023986537688692328,0.00026278652552280966,0.0002862676938675445,0.00031023198019883134,0.00033460643796839044,0.00035932235890320265,0.000384315430092034,0.0004095257895909874,0.0004348980018081464,0.000460380970807999,0.0004859278068032553,0.0005114956585212068,0.0005370455218590556
211,HAT-P-25b,3.4279936532997592e-06,4.604010602471612e-06,6.051396539634611e-06,7.801096396225903e-06,9.882554858575621e-06,1.2323213256687554e-05,1.5148103244280698e-05,1.8379538007648653e-05,2.2036897113399054e-05,2.6136497832944846e-05,3.0691543688965005e-05,3.571213984747622e-05,4.1205364617863526e-05,4.717538652740682e-05,5.362361703724983e-05,6.0548889823213434e-05,6.79476585459777e-05,7.581420609590831e-05,8.414085935594107e-05,9.291820453813855e-05
212,HAT-P-62b,1.8403120445405673e-05,2.274217824182192e-05,2.7665388208318858e-05,3.318238286959906e-05,3.929659441792317e-05,4.600575252528572e-05,5.33024574142465e-05,6.117479290870277e-05,6.960695113010005e-05,7.857984697616263e-05,8.807170625698382e-05,9.805861625636009e-05,0.0001085150315233008,0.00011941423092972515,0.00013072872453922743,0.0001424306107170096,0.0001544918852736171,0.00016688470537080957,0.00017958161151330327,0.00019255571128061686
213,WASP-29b,3.1255816114386213e-07,4.5166449262708665e-07,6.35532262181181e-07,8.731152489927877e-07,1.1739253992960334e-06,1.5478824360153987e-06,2.0051563141082504e-06,2.556008971564629e-06,3.2106408953535562e-06,3.979046963902209e-06,4.870884946571334e-06,5.895359010911498e-06,7.061119659294964e-06,8.376180715491863e-06,9.847853320045945e-06,1.1482696370099323e-05,1.328648244579236e-05,1.5264177987863422e-05,1.7419936313521864e-05,1.975710196334044e-05
214,WASP-82b,0.00011920643260837818,0.00013549372613929354,0.00015250097778087143,0.00017014036784258505,0.00018832674814181266,0.00020697868977715303,0.00022601921221409655,0.0002453762507259954,0.00026498291373412296,0.0002847775751461887,0.0003047038401728864,0.00032471041677728535,0.0003447509191435212,0.00036478362446024456,0.0003847711999309723,0.00040468041322316996,0.00042448183649495267,0.00044414955162254313,0.0004636608622185277,0.000482996016407979
215,HAT-P-29b,2.7521114878074957e-06,3.6194282724333947e-06,4.664987182648641e-06,5.904666761819882e-06,7.3528456261972454e-06,9.022201045088173e-06,1.0923573877936275e-05,1.3065894148669363e-05,1.5456159959326918e-05,1.8099461683984585e-05,2.099904324431627e-05,2.415639257286014e-05,2.7571353969669288e-05,3.124225583257461e-05,3.516604809889201e-05,3.9338444609932464e-05,4.375406645259536e-05,4.840658311459243e-05,5.328884899406682e-05,5.839303342250974e-05
216,K2-31b,4.886900300116354e-05,6.006579510591655e-05,7.2705759292934e-05,8.680410599008444e-05,0.00010236106955417034,0.00011936330427247141,0.00013778542136185908,0.0001575915846915414,0.00017873710087756451,0.00020116995555960967,0.0002248322616246296,0.00024966159676627337,0.00027559221714922315,0.0003025561412872411,0.00033048410380370053,0.000359306382801009,0.0003889535073893067,0.0004193568537608224,0.0004504491392600367,0.00048216482437505464
217,HAT-P-37b,9.03681143634751e-06,1.1786888525067604e-05,1.507649868923352e-05,1.8949010919284788e-05,2.344291401053338e-05,2.859134681201353e-05,3.442182109203812e-05,4.0956115338316384e-05,4.821031470388995e-05,5.6194971390196183e-05,6.491536042038565e-05,7.437180748226929e-05,8.45600678927009e-05,9.547173843176545e-05,0.00010709468657942178,0.00011941348439467928,0.0001324098368009267,0.00014606299631793736,0.00016035015828138233,0.00017524683230773824
218,XO-2Nb,8.22939613942249e-06,1.057039486764466e-05,1.3329352103662027e-05,1.6532557513185256e-05,2.0202081379156242e-05,2.4355624962741297e-05,2.9006503689861128e-05,3.4163740663709494e-05,3.983224806562503e-05,4.601307528485172e-05,5.2703704650721995e-05,5.989837807164025e-05,6.75884404517616e-05,7.57626882763698e-05,8.440771411268547e-05,9.35082398953035e-05,0.00010304743372180664,0.00011300720646675946,0.00012336848584051623,0.00013411146659273834
219,HAT-P-32b,0.00017158051470624936,0.00020177615293793724,0.00023439733469574596,0.0002693194223110733,0.0003064037461051344,0.0003455018615488638,0.00038645926935785467,0.0004291185940967819,0.00047332224222332227,0.0005189145766478426,0.0005657436540540635,0.0006136625752994487,0.0006625304997130244,0.0007122133722198579,0.0007625844088443979,0.000813524381939909,0.0008649217419288895,0.0009166726077427267,0.000968680653729534,0.0010208569166864617
220,KPS-1b,2.4413084479367195e-05,3.0382375301350674e-05,3.7204277311020885e-05,4.490094071142734e-05,5.3485382403267946e-05,6.296201645206336e-05,7.332733273747307e-05,8.457067127099627e-05,9.667504811736063e-05,0.0001096179972776239,0.00012337240075836907,0.00013790728606420533,0.00015318857637858994,0.0001691797837208702,0.00018584263943576698,0.00020313765957578235,0.00022102464518666327,0.00023946311931541715,0.00025841270383976167,0.0002778334400684036
221,XO-1b,4.186720519252968e-06,5.59653061966215e-06,7.323512951204508e-06,9.402013757398277e-06,1.1864379410714957e-05,1.4740419214777876e-05,1.805698452944904e-05,2.183766225191944e-05,2.6102575818712056e-05,3.086828362064966e-05,3.614776279568495e-05,4.1950465512904215e-05,4.8282434825700914e-05,5.514646772217426e-05,6.254231394160806e-05,7.0466900300636e-05,7.891457156020415e-05,8.787734017489834e-05,9.734513853618907e-05,0.00010730606850856341
222,WASP-190b,8.481124714092119e-06,1.0556441553655681e-05,1.2926859315022249e-05,1.55994769072695e-05,1.8578187007589753e-05,2.186388174253236e-05,2.5454708054935342e-05,2.9346353807636753e-05,3.353234893019314e-05,3.8004369098075926e-05,4.2752532360449384e-05,4.776568170484905e-05,5.303164872768522e-05,5.853749537111433e-05,6.42697321162521e-05,7.021451212974699e-05,7.635780169049216e-05,8.268552782117285e-05,8.918370445816604e-05,9.583853875144852e-05
223,WASP-92b,0.00010196912845550432,0.00011958927413201399,0.00013857071023297193,0.00015883678643966419,0.00018030371468822688,0.00020288299080717823,0.00022648348232628127,0.00025101318817298145,0.00027638068905606173,0.00030249631519358935,0.00032927306203418426,0.00035662728586399105,0.00038447921056820845,0.0004127532749988353,0.00044137834788785603,0.0004702878343949215,0.0004994196954382602,0.0005287163980910769,0.0005581248126352962,0.0005875960694077693
224,HAT-P-19b,9.019603535093163e-07,1.285168583593047e-06,1.7847815639762025e-06,2.4221270529141844e-06,3.219455173136381e-06,4.199558469523446e-06,5.3853917079421546e-06,6.7997053978916405e-06,8.46470415840941e-06,1.0401738154378957e-05,1.2631033112052171e-05,1.5171462006240386e-05,1.804035946440972e-05,2.1253378276168867e-05,2.4824386119572823e-05,2.876539968689646e-05,3.308655276911856e-05,3.779609449250882e-05,4.290041374445236e-05,4.8404085833843017e-05
225,HAT-P-67b,6.627430342506168e-05,7.72817880427456e-05,8.907175238828666e-05,0.00010159242113407093,0.00011478883896790658,0.00012860427294891113,0.0001429813902860399,0.00015786322429280406,0.00017319394713135878,0.0001889194708986037,0.00020498789948961705,0.00022134985317653446,0.00023795868647619197,0.00025477061802264833,0.0002717447890767299,0.00028884326517505455,0.00030603099336310927,0.00032327572554202293,0.00034054791672487745,0.00035782060546118934
226,K2-107b,4.096716700458927e-05,4.8647391325206563e-05,5.702442293015746e-05,6.607264145868607e-05,7.576133399180956e-05,8.60558607795173e-05,9.691871486422123e-05,0.00010831046256482394,0.00012019056066236091,0.00013251805245077054,0.00014525214907282257,0.00015835270520539305,0.0001717805995858258,0.00018549803141180402,0.00019946874356618357,0.00021365818312265688,0.00022803360883514107,0.0002425641544196235,0.0002572208554851814,0.0002719766470187966
227,HAT-P-1b,7.256836350467468e-06,9.403077600197743e-06,1.1953327024079315e-05,1.4936704484068048e-05,1.8378412061748003e-05,2.229948278898251e-05,2.671666912323458e-05,3.164245147013346e-05,3.708514590998355e-05,4.3049090605169235e-05,4.9534891678285384e-05,5.653971127156173e-05,6.405758273015252e-05,7.207974017773253e-05,8.059495202177739e-05,8.958985004039411e-05,9.904924760589712e-05,0.00010895644226582094,0.00011929349932418914,0.00013004151425321107
228,WASP-16b,6.532490931207715e-06,8.474990921424177e-06,1.0786252473390623e-05,1.3493526925161633e-05,1.662054817902842e-05,2.018728287764036e-05,2.4209808728805994e-05,2.870030378934637e-05,3.366712822929001e-05,3.911498017571305e-05,4.504510825539843e-05,5.1455565067577725e-05,5.834148774967241e-05,6.569539384780712e-05,7.350748272742594e-05,8.176593466353667e-05,9.04572014783795e-05,9.956628411801888e-05,0.00010907699386977927,0.00011897219502440866
229,K2-261b,1.2612438839434794e-07,1.7932748836480258e-07,2.4853193098127055e-07,3.3661858606883706e-07,4.465805706633557e-07,5.814711299236701e-07,7.443520059211637e-07,9.382441503483212e-07,1.1660822273870879e-06,1.4306739477858737e-06,1.7346649009588638e-06,2.0805092245199192e-06,2.4704461776826596e-06,2.906482467883266e-06,3.3903800161415834e-06,3.923648730838337e-06,4.507543785186225e-06,5.143066853699544e-06,5.830970750565358e-06,6.571766921665749e-06
230,GJ3470b,2.2054860645521935e-09,3.751920428300151e-09,6.145818570851734e-09,9.730694387236922e-09,1.4941396618325345e-08,2.2314395354475887e-08,3.249635622408393e-08,4.6250605765665975e-08,6.446120798279158e-08,8.813449413080926e-08,1.1839800584453907e-07,1.5649691854858925e-07,2.0378810285449668e-07,2.617320537097287e-07,3.3188296965064195e-07,4.158772982912751e-07,5.154210808334969e-07,6.32276430223997e-07,7.682474672335381e-07,9.251660188794375e-07
231,HAT-P-15b,7.470825551397098e-08,1.1349781679466767e-07,1.6729217272044237e-07,2.399772596717946e-07,3.359183686995135e-07,4.599202746895297e-07,6.171744791786737e-07,8.131962843644144e-07,1.0537545858177028e-06,1.3447972417689696e-06,1.6923746946555647e-06,2.102564232514625e-06,2.581396925784471e-06,3.1347888943173225e-06,3.768478177489385e-06,4.487968117419371e-06,5.298477835071152e-06,6.204900089486702e-06,7.211766565249121e-06,8.323220432889303e-06
232,K2-55b,8.671981206256477e-08,1.2610439412114043e-07,1.7849465384971656e-07,2.4659960511043964e-07,3.333235669766691e-07,4.417230327385776e-07,5.749602777011702e-07,7.362556793886576e-07,9.288404996351331e-07,1.1559115987862e-06,1.420589250249599e-06,1.7258789236671445e-06,2.074637624470924e-06,2.4695451275913926e-06,2.9130802294849864e-06,3.4075019673822567e-06,3.954835616845401e-06,4.556863175626495e-06,5.215117969596784e-06,5.930882970815744e-06
233,WASP-166b,1.018213666087322e-06,1.3384295935956849e-06,1.7242754831521602e-06,2.1815651418247455e-06,2.7155577230428806e-06,3.3308845455898783e-06,4.031500285517468e-06,4.820656404441849e-06,5.700894108483285e-06,6.674053861752142e-06,7.741298434513363e-06,8.90314658398727e-06,1.0159514690376894e-05,1.1509763958288948e-05,1.2952751110716288e-05,1.4486880824735464e-05,1.6110158468158592e-05,1.78202419837005e-05,1.961449202553704e-05,2.149001967960587e-05
234,HIP65Ab,0.000163569765725993,0.0002035077899611283,0.0002491589385331437,0.00030067783876950617,0.00035815861394624364,0.00042163818291941367,0.0004911005615763611,0.0005664818256070263,0.0006476754467775855,0.0007345377679722667,0.0008268934322880354,0.0009245406264233843,0.0010272560375549724,0.0011347994556230676,0.0012469179796895289,0.001363349808303098,0.001483827610255165,0.0016080814844293787,0.0017358415263212148,0.0018668400248607322
235,WASP-101b,2.3888806547902253e-05,2.9521563063250584e-05,3.591014454639917e-05,4.306611571146399e-05,5.099297302901643e-05,5.968682226437496e-05,6.913714963430022e-05,7.932764012133413e-05,9.023700595067134e-05,0.0001018397969723215,0.00011410717237249576,0.00012700761963462882,0.0001405076119853795,0.000154572199776482,0.00016916553449345572,0.00018425132648762838,0.00019979323923991748,0.00021575522411548196,0.0002321018002756558,0.0002487982847792132
236,WASP-5b,6.721246571895031e-05,8.013958671712368e-05,9.429939178439391e-05,0.00010965463032082696,0.00012615833506646524,0.0001437557990128344,0.00016238640749973113,0.00018198529393925435,0.00020248480392838082,0.00022381576460062637,0.00024590856462170934,0.0002686940559445258,0.00029210429193574425,0.000316073118314671,0.0003405366339567116,0.00036543353837201084,0.0003907053818585434,0.0004162967331642941,0.00044215527813556846,0.00046823186139362933
237,XO-3b,3.237526308105244e-05,3.895334023959128e-05,4.622025043217188e-05,5.416284232060222e-05,6.276185490078922e-05,7.199295214872451e-05,8.182771500437912e-05,9.223456490632092e-05,0.00010317960303794567,0.00011462735720654748,0.00012654143410017077,0.00013888507885527056,0.0001516216467253817,0.000164714993449573,0.00017812979192658357,0.00019183178321395856,0.00020578796986027437,0.000219966759276583,0.0002343380643639152,0.00024887336801500057
238,K2-121b,4.862986954213451e-08,7.575073204541508e-08,1.143007128015269e-07,1.676068768858937e-07,2.3951650598005285e-07,3.3438431932223437e-07,4.5704500220201514e-07,6.12772583641647e-07,8.072286851446627e-07,1.0464019489821185e-06,1.3365410678948933e-06,1.6840838075330505e-06,2.095584271072014e-06,2.5776404344401294e-06,3.136823709708292e-06,3.779611998328589e-06,4.512327395073067e-06,5.341079412877275e-06,6.271714329065544e-06,7.309771011534827e-06
239,WASP-165b,2.0709432317411834e-05,2.5041519276167404e-05,2.985303208241333e-05,3.513871962525954e-05,4.088884605346041e-05,4.7089843629984273e-05,5.372495792080064e-05,6.0774864376829564e-05,6.82182420907006e-05,7.603229597310775e-05,8.419322287581336e-05,9.267662042614685e-05,0.00010145783969034723,0.00011051228441049007,0.00011981566061067129,0.00012934418097351557,0.0001390747286588776,0.0001489849852640615,0.00015905352748211862,0.00016925989675904967
240,K2-25b,4.52603146149585e-12,9.927024615516921e-12,2.0599295466567243e-11,4.0667249640573185e-11,7.675545788659677e-11,1.3908915385213588e-10,2.4289535915845805e-10,4.1012632021227875e-10,6.715133469166962e-10,1.0689437542169545e-09,1.6581375888556606e-09,2.5115853397142264e-09,3.721693924208094e-09,5.404076753376022e-09,7.70091518885682e-09,1.0784313532801458e-08,1.4859567900901767e-08,2.0168270764620614e-08,2.6991177284644783e-08,3.565076634538171e-08
241,LTT3780c,4.487351761524375e-17,1.425074831591005e-16,4.172998369788489e-16,1.1359622760619652e-15,2.8951433092394424e-15,6.951302371312805e-15,1.580971911098126e-14,3.422443849386924e-14,7.081990690094749e-14,1.4061362233611418e-13,2.687943124825818e-13,4.96187617181155e-13,8.869155882975918e-13,1.5388215494231504e-12,2.5972819719908275e-12,4.273056552285258e-12,6.864832188121186e-12,1.0787093061892125e-11,1.660389622179944e-11,2.506905035591889e-11
242,HAT-P-9b,2.0733163659623793e-05,2.5666022942974124e-05,3.1270338413674705e-05,3.755783385073437e-05,4.453302912133063e-05,5.2193809616502515e-05,6.0532086328801816e-05,6.953450478702543e-05,7.918316923743569e-05,8.945635610671752e-05,0.0001003291975750181,0.0001117743218870521,0.00012376244181668065,0.00013626288653219122,0.00014924407508393796,0.0001626739319697736,0.00017652024684685724,0.00019075098156507716,0.00020533452840059164,0.0002202399237576263
243,HAT-P-28b,1.161802077464615e-05,1.4792695804369556e-05,1.8501546773473494e-05,2.277240615572981e-05,2.762746041093082e-05,3.3083225083908483e-05,3.915067277430476e-05,4.5835481800025424e-05,5.313837532016911e-05,6.105552375829118e-05,6.957898701567539e-05,7.869717678284571e-05,8.839532297087123e-05,9.865593171898709e-05,0.00010945922549527168,0.00012078355845138234,0.00013260580241725416,0.0001449017007481519,0.00015764618869982045,0.00017081368015012098
244,HAT-P-49b,9.247692017051754e-05,0.00010593969089526511,0.00012010503130435105,0.00013490096154132004,0.00015025610007872312,0.00016610081657946474,0.0001823680999161426,0.00019899418331686492,0.00021591896704583295,0.00023308627577026356,0.00025044398365427835,0.00026794403582159395,0.0002855423905039767,0.00030319890215657847,0.0003208771621878154,0.0003385443107658139,0.00035617083042753793,0.00037373032990633474,0.0003911993246703855,0.00040855701908372135
245,K2-266d,1.7774719893357166e-12,3.723554150766362e-12,7.401609064483569e-12,1.4034968761789034e-11,2.550458453079647e-11,4.4596346565557166e-11,7.529975573249169e-11,1.2315667011850778e-10,1.9565597686389862e-10,3.02667288208954e-10,4.5690434125820116e-10,6.744068577214913e-10,9.750282993276678e-10,1.3829162842223397e-09,1.9269724031192302e-09,2.641278740646681e-09,3.565479484038452e-09,4.745107484455596e-09,6.23184741295017e-09,8.083729110733206e-09
246,WASP-98b,4.930642034987581e-06,6.644687163709407e-06,8.761277528822744e-06,1.1327914293322286e-05,1.4390094843088748e-05,1.7990522419054138e-05,2.216845623941521e-05,2.6959205712618988e-05,3.239376501357395e-05,3.849857896281579e-05,4.5295427590402266e-05,5.280141469823638e-05,6.102904485588688e-05,6.99863732903953e-05,7.967721380670004e-05,9.010139098846674e-05,0.00010125502430646673,0.00011313083326881445,0.00012571845428395017,0.00013900476140152248
247,WASP-85Ab,2.139012461356024e-05,2.6938391002717534e-05,3.334972125012125e-05,4.06573717602783e-05,4.888520544710882e-05,5.804797565527707e-05,6.815181281662835e-05,7.91948581205573e-05,9.116799505055778e-05,0.00010405563707737324,0.00011783653733669723,0.00013248459325873973,0.00014796962556565333,0.00016425811666750706,0.0001813138982280581,0.0001990987815651222,0.00021757312766430958,0.00023669635600779865,0.0002564273932480155,0.0002767250640850678
248,WASP-157b,4.592433474487136e-06,5.9758446511876965e-06,7.626565778108837e-06,9.565221587708346e-06,1.1809940579295936e-05,1.437614820573054e-05,1.7276454906940695e-05,2.0520627224510462e-05,2.4115628995859543e-05,2.8065719440500192e-05,3.2372595505315376e-05,3.703556687186493e-05,4.2051753341059206e-05,4.741629574410225e-05,5.3122572972055554e-05,5.916241909430812e-05,6.55263358015239e-05,7.220369653550069e-05,7.918293964655261e-05,8.645174874901705e-05
249,HAT-P-6b,2.802576139154274e-05,3.395745315120528e-05,4.055528340630698e-05,4.781261047903097e-05,5.571645123505172e-05,6.424839756684544e-05,7.33855244674391e-05,8.310125918275709e-05,9.336619069199154e-05,0.00010414880670379612,0.00011541615157783308,0.00012713440328171476,0.00013926937090405532,0.0001517869165992512,0.00016465330735638265,0.00017783550285493913,0.0001913013860561963,0.00020501994321420566,0.00021896139978100707,0.00023309731830995837
250,WASP-153b,4.126283757646026e-05,4.937373913717311e-05,5.8287943526439826e-05,6.798478934003246e-05,7.8436952840387e-05,8.961170546330985e-05,0.00010147209477769076,0.00011397802445121694,0.00012708721982791128,0.0001407560740929181,0.00015494037607724368,0.00016959592495231936,0.00018467903977132473,0.0002001469733769325,0.00021595824090630443,0.00023207287322334194,0.0002484526052856481,0.0002650610088567327,0.00028186357821387146,0.00029882777666045843
251,HAT-P-31b,8.100839015488582e-06,1.0180852535350576e-05,1.2579583497748946e-05,1.5308543940922723e-05,1.8375774353385022e-05,2.178596832687829e-05,2.5540668652256806e-05,2.9638514261021408e-05,3.4075520030007e-05,3.88453743348853e-05,4.393974209041803e-05,4.934856368078206e-05,5.506034256494231e-05,6.106241639629851e-05,6.734120821517032e-05,7.388245567267179e-05,8.06714173541066e-05,8.769305612468658e-05,9.493220005756713e-05,0.0001023736819602817
252,TOI-216.02,1.1256241624659061e-10,2.1402383777567046e-10,3.8870799506903914e-10,6.774776198696187e-10,1.1377113289518355e-09,1.847435706377003e-09,2.9097370434075668e-09,4.457307376943364e-09,6.6569651575646975e-09,9.713987073010638e-09,1.3876093624342762e-08,1.9436945599747498e-08,2.673902973510739e-08,3.617583750605068e-08,4.819326909959612e-08,6.329022328956984e-08,8.201836160817574e-08,1.0498106063321791e-07,1.3283158852021055e-07,1.6627056056021265e-07
253,WASP-47b,4.495480395956553e-06,5.882480989199896e-06,7.546749837329262e-06,9.511573513465921e-06,1.1797806108328194e-05,1.4423598130490433e-05,1.740422592957832e-05,2.0752011468751662e-05,2.4476320326572492e-05,2.8583625041661136e-05,3.307762101957428e-05,3.795938293179169e-05,4.322755063048964e-05,4.8878534906553095e-05,5.490673480227969e-05,6.130475956204895e-05,6.806364960187564e-05,7.517309206406173e-05,8.262162757585995e-05,9.039684574390939e-05
