,Planet Name,TSM Estimate 1.1-1.1425um,TSM Estimate 1.1425-1.185um,TSM Estimate 1.185-1.2275um,TSM Estimate 1.2275-1.27um,TSM Estimate 1.27-1.3125um,TSM Estimate 1.3125-1.355um,TSM Estimate 1.355-1.3975um,TSM Estimate 1.3975-1.44um,TSM Estimate 1.44-1.4825um,TSM Estimate 1.4825-1.525um,TSM Estimate 1.525-1.5675um,TSM Estimate 1.5675-1.61um,TSM Estimate 1.61-1.6525um,TSM Estimate 1.6525-1.695um,TSM Estimate 1.695-1.7375um,TSM Estimate 1.7375-1.78um,TSM Estimate 1.78-1.8225um,TSM Estimate 1.8225-1.865um,TSM Estimate 1.865-1.9075um,TSM Estimate 1.9075-1.95um
124,HAT-P-4b,6.872516612024219,6.675128444644661,6.482943784452796,6.296406686455949,6.115788150294165,5.941227760797656,5.772765938109677,5.6103689176583575,5.4539480952464965,5.303374999115344,5.158492863753429,5.019125559557065,4.88508446273171,4.7561737191363305,4.632194254975233,4.512946809354237,4.398234203406358,4.287863013892285,4.1816447827832235,4.079396865966191
125,WASP-32b,1.2746822682096353,1.2365006943310708,1.1994986400357877,1.1637302191133079,1.1292212807351178,1.0959766200692869,1.0639855052005631,1.033225912250975,1.003667767986196,0.9752754287629911,0.9480095711098261,0.9218286284615543,0.8966898774889622,0.8725502537277073,0.8493669580442419,0.8270979015407992,0.8057020257858929,0.7851395269980416,0.7653720064297201,0.7463625642580477
126,WASP-73b,1.8567503344089018,1.801723248650079,1.748333340425088,1.6966701890552953,1.6467807247932995,1.5986799341618796,1.5523590885957779,1.50779206835033,1.4649402195840726,1.4237560802567657,1.3841862324956242,1.3461734795717455,1.3096585001598067,1.274581097755297,1.2408811364365124,1.208499233648456,1.1773772648857914,1.1474587229529452,1.1186889650379204,1.0910153735132453
127,LTT1445Ac,5.873433026936717,5.858276432573318,5.830528375944878,5.792193889391991,5.745018192239999,5.690515003702001,5.629993388756517,5.564582566815304,5.49525443187495,5.422843734478966,5.348065998290021,5.271533313815201,5.193768187022882,5.115215633650208,5.036253709308823,4.957202656667429,4.878332837718958,4.79987160382952,4.722009240427224,4.644904107747412
128,WASP-64b,3.1768676911937037,3.0942662158141263,3.0129214462283445,2.9331844039900097,2.855307468982505,2.7794658551815066,2.70577457101898,2.634301816459381,2.5650795680435103,2.498111943616746,2.433381812483126,2.3708560176094107,2.310489498668548,2.2522285436398244,2.1960133487599336,2.1417800289917754,2.0894621916008127,2.0389921621492832,1.9903019338650036,1.9433238968476125
129,HD110113b,2.851548014076607,2.771661815725115,2.6936632788907664,2.6177717642312377,2.5441301952277664,2.472822924055551,2.4038896437776565,2.3373362241353086,2.2731431514251983,2.2112721003157056,2.151671047337317,2.094278244468045,2.0390253006362484,1.9858395643411293,1.9346459582752324,1.8853683839997173,1.8379307891987613,1.7922579701588557,1.748276166600676,1.7059134938538825
130,K2-30b,4.959739833188765,4.825165513012973,4.6932915347205215,4.564573707263973,4.439325327488086,4.3177494120224065,4.19996395692983,4.086021738488889,3.975925837641956,3.8696418114640343,3.7671072327348014,3.6682391611515226,3.5729399871024996,3.4811019934761065,3.3926109066277346,3.307348649637093,3.2251954656883375,3.146031543959058,3.06973825261324,2.9961990616636247
131,WASP-21b,12.607802293987012,12.24140269497103,11.885130583437759,11.539724602419033,11.205616101299352,10.88300419582177,10.571913742497548,10.272240117632867,9.98378379311071,9.706277012035896,9.43940433922811,9.182818456717413,8.93615226380228,8.699028102608336,8.471064746428896,8.251882646498268,8.041107823387204,7.838374704427489,7.643328142752076,7.455624802328559
132,HAT-P-21b,0.6667545615045252,0.6486352155293004,0.6308826053259926,0.6135575367898416,0.596701717147234,0.5803420809698102,0.5644941794031304,0.5491648361617746,0.5343542292871378,0.5200575227772779,0.5062661449824511,0.49296878946997685,0.4801521975751342,0.46780176902527626,0.45590203703261967,0.4444370364602546,0.43339058758130466,0.42274651319108353,0.412488803100869,0.4026017371116183
133,KOI-13b,0.8606210598111926,0.8298015540926308,0.8004978033952728,0.7726455964581785,0.7461765800513408,0.721020814095087,0.697108546760497,0.6743714252399544,0.6527432987060355,0.6321607273237033,0.6125632803206331,0.5938936837135481,0.5760978619646056,0.5591249059137764,0.5429269905931983,0.5274592601113142,0.5126796920725938,0.49854895052053577,0.48503023382796434,0.47208912206949655
134,WASP-123b,8.758472147796844,8.512707275627562,8.272793439350385,8.039397570916481,7.812952719230963,7.593712813686851,7.3817952942366745,7.17721430328728,6.979906529346535,6.7897513230210365,6.606586342935933,6.430219708600735,6.260439420417058,6.097020639315429,5.939731288620483,5.788336339988792,5.642601066957132,5.502293488662044,5.367186178705847,5.237057576933974
135,KELT-12b,10.71136496854736,10.381429812168468,10.062663702657206,9.755352576864123,9.459568413283522,9.17522651616278,8.902129072031807,8.639998242319152,8.388501267707632,8.147269465390218,7.915912551509145,7.694029381620324,7.481215944832381,7.277071251961817,7.081201609367424,6.893223656666715,6.712766459729092,6.539472883763789,6.373000420133083,6.213021601079711
136,HATS-60b,3.159631045464075,3.0719079846745228,2.986170225932181,2.902674458182226,2.821590902655009,2.743023327738565,2.6670246635989248,2.593609186838284,2.522762029390632,2.454446597777437,2.3886103584732403,2.3251893441301332,2.2641116571759317,2.205300186667412,2.148674707232977,2.094153492380947,2.0416545459904043,1.9910965336056405,1.9423994778079643,1.8954852683537893
137,WASP-133b,2.0232005683735563,1.9668894492619515,1.9118682367861253,1.858298907809567,1.8062883811795645,1.75590129579896,1.7071699743997746,1.6601021946586303,1.614687250575623,1.570900679224011,1.5287079444042955,1.4880673040283174,1.4489320379628763,1.411252174254823,1.374975821560907,1.3400501922267056,1.3064223822661758,1.2740399603096557,1.2428514065066243,1.2128064336944326
138,HATS-65b,6.440072727109794,6.2417624556811315,6.050159217044481,5.86543603810787,5.687637149311861,5.5167124483828225,5.352543707588682,5.1949644869857785,5.043775242410639,4.898754759545501,4.759668775488149,4.626276445145292,4.498335155104519,4.375604070183136,4.257846708432877,4.144832772137364,4.03633941012454,3.9321520466685604,3.8320648814631775,3.7358811414208977
139,HATS-40b,1.4891950723113685,1.4421286232975248,1.3967821659692556,1.353172688659233,1.311290677192914,1.271107607447524,1.2325815939459517,1.195661641976353,1.1602908405051024,1.1264087506071565,1.093953182228113,1.0628615055637625,1.0330716082910496,1.0045225834112916,0.9771552124188537,0.9509122932869205,0.9257388511737051,0.9015822609085299,0.8783923035509213,0.8561211741281618
140,HATS-33b,4.211403458892193,4.095187326787853,3.9815228475246314,3.8707642237285964,3.7631488480573294,3.6588241705378026,3.5578686848240744,3.460308324780018,3.366129276583925,3.2752879885201946,3.1877189873449754,3.1033409756824106,3.0220615806480766,2.943781042999169,2.8683950732746424,2.7957970525130715,2.7258797170529063,2.658536437192031,2.5936621762299352,2.531154198190819
141,HATS-68b,1.5689286347811429,1.5215750100643042,1.4757225458494827,1.4314312574366153,1.3887272830586297,1.3476116326622785,1.3080668798982964,1.270062278778654,1.2335576720171317,1.1985064712267783,1.1648579232314413,1.1325588266633875,1.10155482490115,1.071791372335022,1.0432144487329578,1.0157710794626387,0.9894097062577608,0.9640804431581059,0.9397352444917515,0.9163280057659885
142,HAT-P-57b,8.90142146116848,8.62517502406764,8.358497549904804,8.10158773998606,7.854471997229289,7.617051239451116,7.389136410453128,7.170475391756878,6.960773361447726,6.759708152456347,6.566941790230842,6.382129108662589,6.204924130501561,6.034984737283083,5.871976031246886,5.7155726983496535,5.565460610128297,5.421337847530446,5.282915287876227,5.1499168638348
143,WASP-54b,20.480094108026385,19.86663752694138,19.272132077970095,18.697447197778914,18.14299820042518,17.608862129024484,17.09486655579635,16.60065762699642,16.125752161298255,15.669577478602648,15.231501775661252,14.81085720983815,14.406957352974171,14.019110295952471,13.646628392679075,13.28883540829243,12.945071664250095,12.614697640248911,12.297096390417304,11.991675051840312
144,HATS-25b,4.63739915061151,4.507930123421549,4.381470937184178,4.258386038029834,4.138914559872223,4.023199503782178,3.9113104763588753,3.803261412860548,3.69902439191861,3.598540401007461,3.501727720027198,3.4084884419477146,3.318713534640086,3.2322867591243054,3.1490876905521925,3.0689940347455726,2.991883391498378,2.9176345834243156,2.846128643807963,2.777249537100947
145,TOI-776c,2.913019560311854,2.8868414628519266,2.856139968263118,2.821806138901449,2.7845959474798443,2.7451490052318346,2.7040051033116717,2.661618666122117,2.6183712817480873,2.574582503255521,2.5305191203619546,2.4864030936073425,2.4424183288089694,2.3987164521059703,2.3554217276015894,2.312635241838893,2.2704384628189014,2.2288962663283183,2.1880595090880957,2.1479672166319825
146,HAT-P-5b,4.789728534260658,4.649634464427133,4.513510130635684,4.381620087734705,4.254114316675319,4.131056452726523,4.01244555453558,3.8982328915219457,3.7883348843022353,3.6826430703401742,3.581031766147676,3.483363943618117,3.3894957202765483,3.299279772844801,3.212567914034139,3.1292130189526697,3.049070446190313,2.971999066669495,2.8978619885510044,2.8265270472099435
147,Qatar-8b,14.785121502578017,14.37041430481578,13.965561807207411,13.57169273384645,13.189540615857348,12.819536284310269,12.46187987640192,12.116596904482734,11.78358191600788,11.4626324804283,11.15347562631098,10.855788378419298,10.569213678452313,10.293372690007075,10.027874269029482,9.772322210895677,9.52632075303912,9.28947870906701,9.061412529947999,8.84174852500929
148,WASP-18b,1.5997520321166971,1.5493846460689171,1.5008378104882425,1.45413349142052,1.4092646508554805,1.3662033742073638,1.3249070058735894,1.2853227747573932,1.2473912732987489,1.211049064837284,1.176230627521458,1.1428697928713714,1.110900799322038,1.080259052516449,1.050881662474363,1.0227078113168564,0.9956789926967019,0.969739154514795,0.9448347691755814,0.920914850012247
149,TrES-5b,2.319911468850464,2.2632222923761454,2.206982503428624,2.1515052941002404,2.0970250745590517,2.043713834096057,1.9916941922194482,1.9410498089484653,1.8918336899448678,1.8440748137144303,1.797783420948921,1.7529552364419174,1.7095748385977148,1.667618347561465,1.6270555681158936,1.5878516958396869,1.549968673097513,1.5133662640341212,1.4780029039237983,1.443836367232779
150,WASP-2b,5.112149509966591,4.98689951640658,4.862681891132035,4.740181755059867,4.61991120497563,4.502245312903502,4.387450831007181,4.275709079351745,4.167134198356667,4.061787708079182,3.9596901239010123,3.8608302244457646,3.7651724452801623,3.672662774932208,3.583233452861304,3.4968067080856495,3.4132977288759703,3.332617015614602,3.2546722384938196,3.1793696975335424
151,HAT-P-55b,4.093441016711156,3.977028586480957,3.86355918512998,3.753317608479681,3.646482880256099,3.543153400706349,3.4433664669888233,3.347113427323052,3.254351444432725,3.1650126226249005,3.0790110823558883,2.996248434786818,2.9166180076004258,2.8400080952514846,2.766304446479809,2.6953921552092823,2.6271570847332337,2.5614869269361282,2.4982719763758863,2.4374056819384786
152,HAT-P-36b,3.3943221283838345,3.3026539589997004,3.2127767623824304,3.1250096827805804,3.0395734205412044,2.9566123975427554,2.876212143352632,2.798412936168507,2.7232205074092772,2.6506144421479925,2.580554769521814,2.5129871296057638,2.4478468193719602,2.3850619550186067,2.3245559370132747,2.26624936443588,2.210061514126562,2.1559114758077906,2.103719015258148,2.0534052226094706
153,WASP-65b,2.4957907472161134,2.4277871553892063,2.361180120040157,2.29619423922382,2.232983004119194,2.1716449468669947,2.1122362852252343,2.054780826617615,1.9992777268696276,1.9457075680561922,1.8940371178628301,1.8442230534779382,1.796214871302488,1.7499571557503293,1.705391343036339,1.6624570867185264,1.6210933090180832,1.5812390041565783,1.542833846013663,1.505818641468087
154,WASP-159b,4.886805836547033,4.7399501832616595,4.597682210083539,4.4602006139007475,4.327596942854812,4.199883072837313,4.077012249585877,3.958895197675502,3.8454124420357885,3.7364237173943113,3.6317751357035357,3.531304625424873,3.434846037566853,3.3422322225696917,3.253297312672508,3.1678783911522816,3.085816688902827,3.0069584173010555,2.9311553219679065,2.858265023195523
155,WASP-93b,5.605829539042855,5.423118674373116,5.247665222488332,5.079424909377105,4.918269453631803,4.764012400776868,4.616428362991093,4.475267307293092,4.340265120589976,4.211151372198038,4.087654965468905,3.9695081993728785,3.8564496331569145,3.748226051386588,3.6445937546112535,3.5453193465295114,3.450180147414769,3.3589643323857117,3.2714708694130676,3.18750931391154
156,WASP-140b,5.654627763744465,5.512906485852932,5.3727348068449645,5.234821520970504,5.099689759263947,4.96771625919286,4.83916256652982,4.714199828790424,4.592928500667917,4.475394009257153,4.361599209300787,4.251514285973806,4.14508462603036,4.042237070140583,3.9428848739736817,3.8469316382525176,3.7542744148028784,3.6648061535428087,3.578417622031125,3.494998902762098
157,KELT-16b,2.3824819833241233,2.309569353289823,2.239075243577657,2.171072132384731,2.1055836587372596,2.0425975418687847,1.9820754238981764,1.9239603636299938,1.868182534441125,1.8146635470558778,1.7633197180546798,1.7140645292583265,1.6668104656883105,1.621470376125348,1.5779584669956792,1.536191014877154,1.4960868634317155,1.4575677556091826,1.4205585404504666,1.3849872849339724
158,Kepler-5b,0.9870646284569456,0.9565795419196221,0.9271349933622579,0.8987558031939759,0.8714472912383574,0.8452005245979155,0.8199963046141892,0.7958081933209441,0.7726048071075009,0.7503515505195818,0.7290119217841127,0.7085484904021573,0.688923623496005,0.6701000196407628,0.6520410952492433,0.6347112581587816,0.6180760951001375,0.6021024936202951,0.5867587143368544,0.5720144257865282
159,WASP-129b,1.7689021432705325,1.717719217747668,1.6679268019848312,1.6196325092747292,1.5729003040604521,1.527761103321515,1.4842209732252631,1.4422674668746407,1.4018745234019134,1.3630062521842812,1.3256198519293423,1.289667857575193,1.2550998643293145,1.221863844629396,1.1899071479737726,1.1591772536308766,1.129622330816412,1.1011916489748672,1.0738358715167775,1.047507259134493
160,WASP-145Ab,4.163422566495628,4.07031310857343,3.9769262325471613,3.883950381839595,3.791918692883378,3.7012394820445005,3.6122208732579737,3.5250906803350817,3.4400124549193394,3.3570984400847093,3.276420028051334,3.198016204719961,3.1219003697442407,3.0480658449613123,2.9764903229048714,2.9071394580431,2.8399697639904717,2.774930948335995,2.711967791362931,2.6510216545634546
