,Planet Name,TSM Estimate 1.1-1.1425um,TSM Estimate 1.1425-1.185um,TSM Estimate 1.185-1.2275um,TSM Estimate 1.2275-1.27um,TSM Estimate 1.27-1.3125um,TSM Estimate 1.3125-1.355um,TSM Estimate 1.355-1.3975um,TSM Estimate 1.3975-1.44um,TSM Estimate 1.44-1.4825um,TSM Estimate 1.4825-1.525um,TSM Estimate 1.525-1.5675um,TSM Estimate 1.5675-1.61um,TSM Estimate 1.61-1.6525um,TSM Estimate 1.6525-1.695um,TSM Estimate 1.695-1.7375um,TSM Estimate 1.7375-1.78um,TSM Estimate 1.78-1.8225um,TSM Estimate 1.8225-1.865um,TSM Estimate 1.865-1.9075um,TSM Estimate 1.9075-1.95um
35,HD28109c,7.1791333050054185,6.963389863012169,6.754386113192564,6.552413958170626,6.357607889950711,6.169985355227373,5.9894776680136115,5.815953675118898,5.649237857505708,5.489124153561915,5.3353864886604,5.187786765929837,5.046080898373903,4.91002332907634,4.779370384192476,4.653882725203183,4.533327106791142,4.417477600392201,4.306116407717266,4.199034360868773
36,TOI-2641b,14.92534152410213,14.478270874201485,14.045011299463566,13.626196421936728,13.22212891133104,12.83286491459612,12.458278771005116,12.098112601470337,11.752014276442134,11.41956644207342,11.100308657156846,10.79375421594913,10.499402868077722,10.216750368795598,9.945295580132091,9.684545680315686,9.43401991337475,9.193252214120033,8.961792969000616,8.739210115476348
37,TOI-1685b,4.568911115650848,4.548988113203227,4.5199845469567,4.483423924114987,4.440623297983678,4.392717584962691,4.340682078750083,4.285352882015632,4.227445186798687,4.167569462152269,4.106245679571934,4.043915742926308,3.98095430305824,3.9176781367284024,3.854354260927297,3.7912069405752202,3.7284237326804486,3.666160694645171,3.60454686949554,3.543688146874439
38,K2-87b,2.1171697489827217,2.057677936123993,1.9996116920011946,1.9431307906415558,1.888338658588427,1.8352955892361713,1.784029026340332,1.7345415683825633,1.6868171989406107,1.6408261346587727,1.5965285946116232,1.5538777270221493,1.5128218768855266,1.4733063375232676,1.4352746977131765,1.3986698717048922,1.363434880521424,1.3295134382254417,1.2968503853428024,1.2653920026557042
39,WASP-178b,15.68610924289035,15.085132016176367,14.517661812658206,13.981651900344108,13.47512114351562,12.99617608571547,12.54302331513783,12.113975191848736,11.707451096846118,11.321975718022005,10.956175434122356,10.608773537359344,10.278584808660435,9.964509799001492,9.665529056535592,9.38069745873467,9.109138751924469,8.850040360641678,8.602648501344417,8.366263615729489
40,HIP29442b,6.055151062486285,5.902186372817255,5.75103637202471,5.602441223807478,5.456944508567316,5.314935051673604,5.176680116135197,5.04235174535763,4.91204767434677,4.7858079330592895,4.663628031008754,4.545469426361068,4.431267835895531,4.320939826352588,4.214388036334652,4.111505305878939,4.012177933955908,3.916288239218011,3.823716563773611,3.734342831590996
41,HD152843c,7.762755426174814,7.522547422424966,7.290586575652552,7.067059432010027,6.852000399806516,6.645332845369921,6.446900296048305,6.256490110749375,6.073851406481161,5.8987085984431396,5.730771586236285,5.569743373276954,5.4153257206858765,5.267223295954061,5.125146669471739,4.988814430259116,4.857954629746711,4.732305714566528,4.61161707252869,4.4956492876369785
42,K2-26b,1.272171084649021,1.259282484159532,1.2445632792471462,1.2283919031798596,1.2110878107326246,1.1929199407034674,1.1741141195845055,1.1548594793292555,1.1353139833436567,1.1156091614057275,1.0958541523237504,1.0761391466560493,1.0565383131446215,1.0371122831173898,1.0179102578357049,0.9989717950678777,0.9803283232779169,0.9620044248103471,0.944018923319886,0.9263858053869961
43,TOI-1246d,4.118574583525832,4.018527897247911,3.9192032679856363,3.8211657365504257,3.724839445197977,3.630536778623475,3.5384816303902356,3.4488279776261854,3.3616747121337935,3.277077485079776,3.1950581685988992,3.115612414558435,3.038715692655569,2.9643281120751817,2.8923982690671908,2.8228663137179826,2.755666390237165,2.690728574148118,2.6279804051796076,2.567348095082213
44,WASP-62b,18.434388085702174,17.870744398699248,17.325742403122447,16.799952536822484,16.293565993375083,15.806494877104093,15.33844852734257,14.888991645368801,14.457588504979345,14.043636505165255,13.646491549837078,13.265487153586575,12.899948727775957,12.549204163034984,12.212591566409275,11.889464814366042,11.579197431906065,11.281185192100232,10.994847741117004,10.719629484944294
45,WASP-80b,15.64679718049516,15.413901137078483,15.16630695393239,14.90801169065265,14.64231037524026,14.371910500626694,14.099028827455173,13.825472854279987,13.55270916384103,13.281920632439938,13.014054245984234,12.74986102717182,12.489929356971034,12.234712775876526,11.984553177892858,11.739700161974863,11.50032717969119,11.266545011669274,11.038413016311821,10.815948519878999
46,WASP-22b,6.217110589036294,6.03399085911924,5.856198110630813,5.684052777381561,5.517729691854408,5.357294308565262,5.202730590636957,5.053962476240827,4.910870394466843,4.77330395850489,4.641091703038848,4.514048533323136,4.391981400836704,4.274693603497208,4.161988018656406,4.05366950803737,3.9495466805180293,3.8494331575051857,3.75314845375554,3.660518561742882
47,WASP-60b,2.0496695820744586,1.9903626916594621,1.9326670184446648,1.876707256548126,1.8225575231129758,1.7702536423891442,1.719802643391059,1.6711901035988637,1.6243858256564858,1.5793482222335486,1.536027698440114,1.4943692553640222,1.4543144877563399,1.4158031100256314,1.3787741147656072,1.343166644937717,1.3089206429619582,1.2759773261199598,1.2442795269154339,1.2137719286610604
48,TOI-1296b,10.435633843257149,10.151103921421065,9.872438222701685,9.600572715970797,9.336146451804092,9.07956903387527,8.831073446114596,8.590757424832663,8.35861586504687,8.134566202746097,7.918468288093963,7.710139932573972,7.5093690549466725,7.3159231501435045,7.129556648969013,6.950016614711004,6.777047127702323,6.610392634549385,6.449800480505108,6.295022797747707
49,HAT-P-59b,1.980877119837516,1.9259950263684422,1.8723423029070971,1.8200818294880172,1.7693220238963638,1.7201294205585378,1.6725384881191296,1.6265592937211322,1.5821834868220914,1.5393889701641639,1.4981435438588984,1.4584077452563653,1.42013705822237,1.3832836274206601,1.347797583680402,1.313628063585368,1.2807239885545836,1.2490346547454654,1.2185101742134015,1.189101799225733
50,XO-5b,2.629036336551712,2.5601696261441513,2.492409434770699,2.4260380247472675,2.361257035317909,2.298205145426835,2.2369720048747865,2.177609224670804,2.12013904950173,2.064561202217728,2.0108582854109343,1.959000042837814,1.9089467188873708,1.860651703720507,1.8140636120683198,1.7691279125910384,1.7257882002901939,1.683987185273868,1.6436674560576139,1.6047720636562866
51,WASP-99b,1.5837368817991242,1.5359134464115547,1.4896084956754874,1.4448821891501766,1.4017605482043323,1.3602442792080736,1.3203155215401083,1.2819430063481263,1.2450859964513816,1.2096972901034804,1.175725504796497,1.143116806736554,1.1118162131525648,1.081768565268639,1.0529192473559206,1.0252147101108422,0.9986028434236427,0.9730332334545095,0.9484573311062018,0.9248285529287139
52,HATS-56b,10.059597385973802,9.738423090199632,9.429323283141514,9.132350048179207,8.84738549622287,8.57419103322606,8.312444363842022,8.061767232581664,7.8217461586690336,7.591947864377655,7.371930680416177,7.1612528998974145,6.959478817901971,6.7661830169163535,6.580953324876041,6.403392771356093,6.233120790575837,6.069773861335164,5.913005729298798,5.762487322844966
53,WASP-70Ab,8.231296766946915,7.999261178161304,7.772867256117742,7.552723398360108,7.339220605791795,7.132583648374099,6.9329108557809525,6.7402050679143075,6.554397708775433,6.375367504792604,6.202955026923909,6.036973972007024,5.877219895102712,5.7234769471421325,5.575523050354479,5.4331338495154275,5.2960857037141125,5.164157926263446,5.037134435869018,4.914804947389152
54,K2-417b,1.5627037624691682,1.5451630046893883,1.5255472053694465,1.5043077043289697,1.4818236040932191,1.4584124644536052,1.4343395793851317,1.4098259605949917,1.3850551686356907,1.3601791336225166,1.3353231001133934,1.3105898189547103,1.2860630954792704,1.2618107898877966,1.2378873527941496,1.2143359671870735,1.1911903576207463,1.1684763183087645,1.1462130038929976,1.1244140198826076
55,TOI-1759b,6.691941193146555,6.6067114959466835,6.5136488550730505,6.414599380488812,6.3111024372530045,6.204437970368743,6.095667104449538,5.985666752035172,5.875158979555379,5.764735843338839,5.654880345806021,5.545984089682617,5.438362134731317,5.332265492032718,5.227891627645998,5.125393291458876,5.024885938239594,4.92645396592296,4.830155960357636,4.736029105399509
56,WASP-150b,0.1545131059956016,0.1497974398751552,0.14523682175810348,0.14083619486518392,0.13659730097663464,0.13251952312104986,0.1286005281047864,0.12483675613177792,0.12122379343591931,0.1177566552797156,0.11443000018775144,0.11123829136878378,0.10817591754884161,0.10523728259874851,0.10241687117440457,0.09970929593305579,0.09710933062031715,0.0946119323482548,0.092212255634379,0.08990566019218951
