,Planet Name,ESM Estimate 0.6-0.647um,ESM Estimate 0.647-0.694um,ESM Estimate 0.694-0.741um,ESM Estimate 0.741-0.788um,ESM Estimate 0.788-0.835um,ESM Estimate 0.835-0.882um,ESM Estimate 0.882-0.929um,ESM Estimate 0.929-0.976um,ESM Estimate 0.976-1.023um,ESM Estimate 1.023-1.07um,ESM Estimate 1.07-1.117um,ESM Estimate 1.117-1.164um,ESM Estimate 1.164-1.211um,ESM Estimate 1.211-1.258um,ESM Estimate 1.258-1.305um,ESM Estimate 1.305-1.352um,ESM Estimate 1.352-1.399um,ESM Estimate 1.399-1.446um,ESM Estimate 1.446-1.493um,ESM Estimate 1.493-1.54um,ESM Estimate 1.54-1.587um,ESM Estimate 1.587-1.634um,ESM Estimate 1.634-1.681um,ESM Estimate 1.681-1.728um,ESM Estimate 1.728-1.775um,ESM Estimate 1.775-1.822um,ESM Estimate 1.822-1.869um,ESM Estimate 1.869-1.916um,ESM Estimate 1.916-1.963um,ESM Estimate 1.963-2.01um,ESM Estimate 2.01-2.057um,ESM Estimate 2.057-2.104um,ESM Estimate 2.104-2.151um,ESM Estimate 2.151-2.198um,ESM Estimate 2.198-2.245um,ESM Estimate 2.245-2.292um,ESM Estimate 2.292-2.339um,ESM Estimate 2.339-2.386um,ESM Estimate 2.386-2.433um,ESM Estimate 2.433-2.48um,ESM Estimate 2.48-2.527um,ESM Estimate 2.527-2.574um,ESM Estimate 2.574-2.621um,ESM Estimate 2.621-2.668um,ESM Estimate 2.668-2.715um,ESM Estimate 2.715-2.762um,ESM Estimate 2.762-2.809um,ESM Estimate 2.809-2.856um,ESM Estimate 2.856-2.903um,ESM Estimate 2.903-2.95um,ESM Estimate 2.95-2.997um,ESM Estimate 2.997-3.044um,ESM Estimate 3.044-3.091um,ESM Estimate 3.091-3.138um,ESM Estimate 3.138-3.185um,ESM Estimate 3.185-3.232um,ESM Estimate 3.232-3.279um,ESM Estimate 3.279-3.326um,ESM Estimate 3.326-3.373um,ESM Estimate 3.373-3.42um,ESM Estimate 3.42-3.467um,ESM Estimate 3.467-3.514um,ESM Estimate 3.514-3.561um,ESM Estimate 3.561-3.608um,ESM Estimate 3.608-3.655um,ESM Estimate 3.655-3.702um,ESM Estimate 3.702-3.749um,ESM Estimate 3.749-3.796um,ESM Estimate 3.796-3.843um,ESM Estimate 3.843-3.89um,ESM Estimate 3.89-3.937um,ESM Estimate 3.937-3.984um,ESM Estimate 3.984-4.031um,ESM Estimate 4.031-4.078um,ESM Estimate 4.078-4.125um,ESM Estimate 4.125-4.172um,ESM Estimate 4.172-4.219um,ESM Estimate 4.219-4.266um,ESM Estimate 4.266-4.313um,ESM Estimate 4.313-4.36um,ESM Estimate 4.36-4.407um,ESM Estimate 4.407-4.454um,ESM Estimate 4.454-4.501um,ESM Estimate 4.501-4.548um,ESM Estimate 4.548-4.595um,ESM Estimate 4.595-4.642um,ESM Estimate 4.642-4.689um,ESM Estimate 4.689-4.736um,ESM Estimate 4.736-4.783um,ESM Estimate 4.783-4.83um,ESM Estimate 4.83-4.877um,ESM Estimate 4.877-4.924um,ESM Estimate 4.924-4.971um,ESM Estimate 4.971-5.018um,ESM Estimate 5.018-5.065um,ESM Estimate 5.065-5.112um,ESM Estimate 5.112-5.159um,ESM Estimate 5.159-5.206um,ESM Estimate 5.206-5.253um,ESM Estimate 5.253-5.3um
115,WASP-103b,7.8406241810611705,11.149277381963186,14.991799757894569,19.269333579596466,23.871471056025946,28.687040458995167,33.611654560305524,38.552335711576035,43.42981477966283,48.17914423772629,52.74919104252846,57.101457861965045,61.20856219079663,65.05260010713614,68.62354049686495,71.91773583458593,74.93659377694239,77.68542596830106,80.1724729271792,82.40809364762796,84.4041032712643,86.17324013561611,87.72874345608578,89.08402400901686,90.25241189130035,91.24696737784636,92.08034286145843,92.76468571330628,93.31157358096662,93.73197511858677,94.03623041746874,94.234046486276,94.33450403606624,94.34607257712769,94.276631453287,94.13349494486292,93.92343998183408,93.65273534009583,93.3271714596674,92.9520902360723,92.53241430480278,92.0726754719765,91.57704204878438,91.04934492876764,90.49310230989907,89.91154301157137,89.30762837300692,88.6840727467094,88.04336262031876,87.38777441425685,86.7193910120967,86.04011708663684,85.35169328808693,84.6557093621775,83.95361626587393,83.24673734716461,82.53627865338515,81.82333842995108,81.1089158684514,80.3939191599143,79.67917290578485,78.96542493588433,78.2533525793978,77.54356843174834,76.83662565721748,76.13302286423671,75.43320858753447,74.73758540873631,74.04651374455973,73.36031532947989,72.67927641761611,72.00365072662603,71.33366214453417,70.66950721877416,70.01135744511944,69.35936137276914,68.71364654048944,68.07432125752598,67.44147624186164,66.81518612734183,66.19551085027729,65.58249692524234,64.97617861897443,64.37657903057804,63.783711085547885,63.19757845049457,62.618176374922285,62.04549246587329,61.47950740076553,60.920195583343876,60.367525747252174,59.82146151135134,59.281961890605956,58.74898176603619,58.22247231693879,57.702381418349,57.18865400646531,56.68123241452606,56.180056681457096,55.685064835410465
116,HATS-27b,0.034248138996548404,0.06764982420984623,0.12109637378334334,0.2000996707965659,0.3095849546715795,0.4534710471038822,0.6344111837843294,0.853693494984446,1.1112751307064692,1.4059132890503212,1.7353558114097434,2.0965591750484167,2.485909242123016,2.899427830149067,3.332954889121332,3.7823013500433706,4.243371517220524,4.712256395430457,5.185300836106834,5.6591481207915555,6.13076580888987,6.597456547330078,7.056857212623817,7.506929330909836,7.945943266026335,8.372458221898656,8.785299698058331,9.183535678062356,9.566452523949353,9.933531294575522,10.284424997733849,10.618937119964237,10.937001648013862,11.238664696202882,11.524067779139083,11.793432714537667,12.047048102225766,12.285257299286139,12.508447794846582,12.717041878906414,12.911488495935549,13.09225617428935,13.259826925577904,13.41469101311622,13.557342494766441,13.68827545234032,13.807980826884835,13.916943786345016,14.015641559084408,14.104541673423771,14.184100549644187,14.254762396737487,14.316958371564175,14.371105962988654,14.417608568008566,14.456855230909978,14.489220520082531,14.515064520341975,14.534732921472687,14.5485571862444,14.556854783400148,14.559929473095647,14.558071634015795,14.551558622918177,14.540655158700584,14.525613724255017,14.506674980394218,14.48406818702762,14.45801162753234,14.428713032936642,14.396370003111793,14.361170422670526,14.323292869694153,14.282907015789933,14.240174016288465,14.19524688966907,14.148270885523855,14.099383840574832,14.04871652242024,13.996392960822055,13.942530766470176,13.887241437251703,13.830630652130765,13.772798552816298,13.713840013444571,13.653844898542195,13.592898309575157,13.53108082041105,13.468468702037196,13.405134136896876,13.341145423210834,13.276567169652273,13.21146048075123,13.145883133398982,13.079889744816155,13.013531932348695,12.946858465445436,12.879915410159285,12.812746266511143,12.745392099042336
117,WASP-141b,0.015864827775560104,0.03337317518836464,0.06311497591643331,0.10946467292568818,0.17679464335805048,0.269099647514603,0.3896926910403039,0.5410004147253409,0.7244622229212686,0.9405212254898362,1.1886867491978799,1.4676459166708196,1.7754034201268751,2.1094322512662846,2.466822438058877,2.8444189526192925,3.238943465357684,3.647097376587588,4.065645568746854,4.491481684794351,4.921676577143744,5.353512013851712,5.7845018876668926,6.212403141713465,6.635218474893383,7.051192673574832,7.458804171155695,7.856753188667039,8.243947573436905,8.619487237955362,8.982647911752421,9.33286475647786,9.669716257627266,9.992908693497329,10.302261390407239,10.597692900202455,10.879208178807346,11.146886800545003,11.400872209770107,11.641361987020982,11.868599089645299,12.082864015205294,12.284467828686672,12.473745990613077,12.651052921778883,12.816757240788615,12.971237612414278,13.114879147533191,13.248070298761954,13.371200199618913,13.484656398936886,13.588822946165731,13.684078787061233,13.770796432975088,13.849340870490511,13.920068681467072,13.98332734664719,14.039454708822893,14.088778574176755,14.131616432796005,14.16827528151908,14.199051534230742,14.22423100648516,14.244088962911587,14.258890217278548,14.268889276349986,14.2743305197934,14.275448409400909,14.272467721766734,14.265603799350703,14.255062815549435,14.241042050009538,14.223730170948054,14.203307521726996,14.179946409334471,14.153811392794484,14.125059569836944,14.093840860443505,14.060298286122165,14.024568243969204,13.986780774765391,13.947059824506375,13.905523498899491,13.862284310481769,13.817449418110712,13.7711208586607,13.723395770837408,13.674366611080263,13.624121361571126,13.572743730417589,13.52031334411104,13.46690593238636,13.412593505640078,13.357444525079877,13.301524065789835,13.244893972913891,13.187613011164935,13.129737007869531,13.07131898976851,13.012409313791595
118,K2-238b,0.027189166691736967,0.05477427868593738,0.09976167792668046,0.16740024981281565,0.26258008402570027,0.38941144844528086,0.5509339117627642,0.7489671959264013,0.9840893874410261,1.2557145033253827,1.5622374879531136,1.9012169988715921,2.2695717535238797,2.663772579866824,3.080018339082499,3.5143889316815646,3.962972461100034,4.421966363514876,4.887754090020649,5.356959955571436,5.826485248245184,6.293528793554939,6.755595027436542,7.210492349766135,7.65632418004042,8.09147476694205,8.514591444854887,8.924564700995335,9.320507125694888,9.701732068523924,10.067732613623667,10.418161315854668,10.752811001093907,11.071596824715458,11.374539697518856,11.661751123952106,11.933419449670396,12.189797481025828,12.43119141521971,12.657951004240719,12.870460866455911,13.06913285525895,13.254399393260165,13.426707682145004,13.586514701752883,13.734282916532106,13.870476612859747,13.995558796429266,14.109988584743363,14.214219035531725,14.308695357508741,14.393853455204518,14.470118764598492,14.537905340924995,14.597615164285775,14.64963763260785,14.694349215030197,14.73211324200108,14.763279811248609,14.788185791368914,14.807154907075132,14.820497892201466,14.828512698377391,14.831484748890635,14.829687228685868,14.823381402692355,14.812816955776913,14.79823234858601,14.77985518438329,14.757902582730024,14.732581556500765,14.704089389289607,14.672614010744253,14.63833436779749,14.60142079012306,14.562035348466628,14.520332204766465,14.476457953220661,14.430551951654234,14.38274664270682,14.333167864514627,14.281935150679242,14.229162019416844,14.174956251875278,14.11942015967525,14.062650841788658,14.0047404309231,13.945776329617578,13.885841436283057,13.825014361452961,13.763369634524217,13.700977901279991,13.637906112501655,13.574217703980008,13.509972768235576,13.445228218264836,13.38003794362411,13.31445295915617,13.24852154666645,13.182289389846105
119,TOI-257b,1.905955982796924e-05,6.645629927213342e-05,0.00019533176949616867,0.0004993499645479231,0.0011374731681615437,0.0023530465751762496,0.0044877984130967845,0.00798781616726362,0.013400069080064156,0.021359669653339252,0.03256939718601407,0.04777383800718062,0.06773080506244053,0.09318257655778732,0.12482908232653088,0.16330461071805358,0.20915902415286503,0.26284393730392575,0.3247038724390362,0.3949720783963866,0.4737704805703592,0.5611131056054818,0.6569122775845111,0.7609868927544754,0.8730721292181333,0.9928300212955506,1.1198604134236776,1.253711896620525,1.3938924155402805,1.5398793120733856,1.691128640124164,1.8470836447298906,2.0071823470611347,2.1708642156341615,2.337575934187849,2.5067762992131564,2.6779402962033028,2.850562414418508,3.0241592663470174,3.1982715810027793,3.372465640520518,3.546334227860631,3.7194971503741763,3.89160139995764,4.062321005909015,4.231356631662621,4.398434961549047,4.563307918758899,4.725751750898848,4.885566014998789,5.042572489609482,5.196614037747721,5.347553440916429,5.49527222124743,5.639669465973663,5.780660665922418,5.918176577510038,6.052162115786657,6.182575284406823,6.309386146962742,6.4325758428852415,6.552135650075229,6.668066095552529,6.7803761146755015,6.889082258885194,6.9942079514337285,7.095782790162709,7.193841896086309,7.288425306291191,7.379577409486105,7.4673464224045425,7.5517839051785005,7.632944313747757,7.710884587352745,7.7856637691580906,7.857342658080428,7.925983489928366,7.991649646017516,8.05440538748148,8.114315613564901,8.171445642260473,8.22586101172474,8.277627300982859,8.326809968513727,8.373474207382403,8.417684815660929,8.459506080957542,8.499001677944586,8.536234577843816,8.571266968899243,8.604160186930155,8.634974655116691,8.663769832232894,8.690604168595787,8.71553506904926,8.738618862355384,8.75991077641018,8.779464918742436,8.797334261799593,8.813570632560712
120,WASP-181b,0.00030102483228521064,0.000856028615459523,0.0021058895215739218,0.004603056951052956,0.009126006903999092,0.016678671601059517,0.028461994264588272,0.04582202851088941,0.07018255394662594,0.10297133722418012,0.14554841547882774,0.19914288404014432,0.2648023542033065,0.3433570320391372,0.4353985529123278,0.5412724011008162,0.6610819387005054,0.7947016848044474,0.9417974214112778,1.101850854234694,1.2741868367779121,1.4580015066349525,1.6523900355495396,1.8563730278357324,2.068920897243521,2.2889758019146553,2.5154709190584597,2.7473469979063356,2.9835662462399073,3.2231236882415857,3.465056185689495,3.70844934638782,3.9524425583528022,4.196232390089114,4.439074589967435,4.680284904210419,4.91923891563255,5.155371085837342,5.388173163369334,5.617192100292925,5.842027600479256,6.062329404946014,6.277794403158249,6.488163644382032,6.693219310009779,6.892781696202897,7.086706246144397,7.274880662548609,7.457222123709635,7.633674620159265,7.804206423816775,7.968807697220443,8.127488246922283,8.280275422293647,8.427212158729672,8.568355162474223,8.703773232933406,8.833545717335197,8.957761091871333,9.076515662972758,9.18991238207354,9.298059767080284,9.401070923750186,9.499062660258545,9.59215468839733,9.680468905055408,9.764128747885733,9.843258619348314,9.917983373615515,9.988427861138584,10.054716525987727,10.11697305139237,10.175320049210624,10.229878789362088,10.280768965539869,10.328108493798064,10.372013340867495,10.412597379305792,10.449972266819222,10.484247347310053,10.515529571413452,10.54392343447633,10.569530930105724,10.592451517584198,10.612782101599647,10.63061702287506,10.646048058418982,10.659164430234007,10.670052821428037,10.678797398778805,10.685479840891876,10.690179371174118,10.692972794927101,10.693934539932561,10.693136699963834,10.69064908072082,10.686539247736684,10.680872575850248,10.673712299887308,10.665119566231256
121,WASP-135b,0.15786690658603997,0.29660931996982987,0.5083628710054521,0.8086498546208047,1.209795398654011,1.720006276765134,2.3430296013413487,3.07829225125482,3.9213799565898624,4.8647149794937015,5.89831400260974,7.010538713880421,8.188781853469639,9.420056857150595,10.691478327590813,11.99063366425569,13.305854293485018,14.626399268660252,15.942565679914953,17.24574024913065,18.528405392229345,19.784111408196715,21.00742463929204,22.193859650867775,23.33980182362993,24.442425296056225,25.499609960204346,26.50986019606116,27.472227210104283,28.386236198612767,29.251819059268445,30.069253000316106,30.8391051217963,31.562182847792812,32.23948995501023,32.87218785697853,33.461561753090706,34.00899122819399,34.515924884189346,34.98385859429376,35.41431698890657,35.808837806050555,36.16895876664095,36.496206663584346,36.792088382621614,37.05808360099802,37.29563893689897,37.506163347753876,37.69102459876385,37.85154664429578,37.98900778409326,38.104639473628,38.19962568347861,38.275102716480795,38.33215940366273,38.37183761082566,38.39513299717102,38.40299597573111,38.396332832678425,38.37600696897249,38.34284023334271,38.29761432042519,38.24107221204837,38.17391964324779,38.09682657771486,38.01042868003829,37.91532877439441,37.812098281307186,37.701278625762384,37.58338261139202,37.45889575665096,37.32827758993651,37.191962901445784,37.05036295031234,36.9038666261454,36.75284156461312,36.597635217105285,36.43857587486788,36.27597364826684,36.11012140204825,35.94129564765269,35.769757393764976,35.5957529563724,35.41951472969363,35.24126191938049,35.0612012394143,34.87952757415017,34.696424606951446,34.51206541683802,34.32661304456825,34.140221029538246,33.953033918841236,33.76518774980912,33.57681050730928,33.38802255701898,33.198937055871404,33.009660340814264,32.82029229696754,32.63092670623802,32.441651577394126
122,WASP-81b,0.06235186207103076,0.1244715975713115,0.2248974355717856,0.3747175226528136,0.5840764277411113,0.8613048429792065,1.2123456518639657,1.6404892551385544,2.1463780974626783,2.7282146706401016,3.382102100117241,4.102453705984014,4.882421016606637,5.714304089826952,6.5899210889390325,7.500924711830485,8.43906101964862,9.396371680476303,10.365344069735317,11.339015535476255,12.311038887415812,13.275716172130167,14.22800733853299,15.163519686468929,16.078483172012987,16.96971581117464,17.834582637493575,18.670950960528145,19.477144055648118,20.251894893441882,20.994301084971138,21.70378186873445,22.380037686455562,23.023012677204395,23.632860252858592,24.209911793349715,24.754648409423215,25.267675656860376,25.74970104342046,26.20151414333091,26.623969120066665,27.017969453247524,27.384454667220908,27.724388865334003,28.038750883495823,28.328525888207253,28.59469825693293,28.838245591841506,29.060133731066678,29.261312634426865,29.442713032752177,29.605243741446753,29.749789549603467,29.877209605836562,29.98833623099227,30.083974096077373,30.16489971113524,30.231861177430897,30.28557816125486,30.326742052960828,30.35601627955864,30.37403674336602,30.38141236292122,30.378725695604277,30.366533624295776,30.345368092906224,30.315736877819152,30.278124384222195,30.232992457975683,30.18078120513866,30.121909812544526,30.05677736392819,29.985763647050096,29.909229948107974,29.827519830421785,29.74095989500478,29.64986052114149,29.55451658555944,29.455208159155507,29.352201180555216,29.24574810607208,29.136088535856903,29.023449816212747,28.90804761822588,28.790086492987285,28.669760403779964,28.547253235708464,28.422739283307987,28.296383716717695,28.168343027056647,28.038765451663192,27.907791379871675,27.775553740026094,27.642178368428123,27.507784360910765,27.372484407736632,27.23638511250493,27.09958729573237,26.962186283772844,26.824272183717156
123,WASP-19b,2.3512904143556725,3.7160085634212856,5.478293221726725,7.634307333833934,10.159320124661587,13.012751727228691,16.143562950555516,19.495201884008388,23.009701771419206,26.630799565024873,30.306114456687805,33.988513886890004,37.63682744996005,41.21606880344951,44.697308047146905,48.05731238745995,51.27804733406953,54.34610737509548,57.2521254011882,59.99019438923941,62.557322744246775,64.95293571755258,67.17842888863309,69.23677526144138,71.13218460206775,72.86981183403871,74.45551029533448,75.89562520438209,77.19682259882677,78.36594916737185,79.40991869570922,80.33562122562579,81.14985143615459,81.85925316707923,82.47027739941475,82.98915137365876,83.4218568590112,83.7741158834926,84.05138249627244,84.25883936132291,84.40139817839334,84.48370309621092,84.51013642681092,84.4848260920499,84.41165433647096,84.29426732732078,84.13608533507326,83.94031324831961,83.70995122713202,83.44780534062917,83.15649806880027,82.83847857681232,82.496032693093,82.13129254126163,81.74624579116043,81.34274450648343,80.92251357628822,80.48715872540576,80.03817410484947,79.5769494680426,79.10477694224514,78.62285740723952,78.1323064952743,77.63416022755882,77.12938030348836,76.61885905920927,76.10342411230792,75.58384270933965,75.06082579263591,74.53503180244434,74.00707022995341,73.47750493619048,72.94685725112909,72.41560886673311,71.88420453695329,71.3530545970535,70.82253731393462,70.29300107850698,69.76476645050211,69.23812806547825,68.7133564132131,68.190699496087,67.67038437550177,67.15261861389455,66.6375916194014,66.12547589974545,65.61642823152147,65.11059075062195,64.60809196914805,64.10904772381966,63.61356206054344,63.121728059465184,62.633628604568486,62.14933710158761,61.668918147729926,61.1924281564925,60.71991594061667,60.25142325600023,59.7869853092221,59.32663123113678
124,HAT-P-4b,0.09810055247798365,0.18838636395344616,0.32906825941864304,0.5322372124913466,0.8080661799862786,1.1639898757416047,1.604292937554349,2.1300642512391805,2.739431385801531,3.427977943186054,4.189255589018685,5.015320913984313,5.897247819571316,6.825584749359041,7.790741030578347,8.783297508050136,9.794243947322418,10.81515006006954,11.838279211217621,12.856654570247624,13.864087205447131,14.855174792366217,15.825278501424147,16.770484434905363,17.687554819503355,18.573873094963034,19.427386105097934,20.2465458046003,21.030252239788386,21.777799032138283,22.488822174816903,23.163252628112673,23.801272953783286,24.403278046383264,24.96983988886851,25.501676169305505,25.999622536244132,26.464608234816087,26.897634847881108,27.299757861774758,27.672070780687253,28.015691524512537,28.331750859926128,28.621382631832997,28.885715580931162,29.125866552060536,29.34293491664063,29.537998050405985,29.712107724539564,29.866287284036197,30.001529501614804,30.118795008702747,30.219011216988086,30.303071654807276,30.371835652271308,30.42612831762688,30.46674075497709,30.494430480220217,30.509921998011077,30.513907507775684,30.50704771137983,30.48997269905834,30.46328289370766,30.427550036671068,30.38331820079913,30.331104818842903,30.271401717219405,30.204676146899043,30.13137180462577,30.051909838947143,29.96668983661163,29.87609078581777,29.780472013573803,29.68017409511364,29.575519733862944,29.466814610940514,29.354348203563653,29.23839457207626,29.11921311558768,28.997049296430777,28.87213533384829,28.74469086745846,28.614923591163812,28.48302985827416,28.34919525867841,28.21359516894587,28.076395276287833,27.937752077326568,27.797813352624328,27.65671861794221,27.51459955318663,27.371580409984336,27.227778398824803,27.083304056681985,26.938261595998462,26.792749235902864,26.646859516498047,26.500679597022252,26.3542915386702,26.207772572824226
