,Planet Name,Full Phase Curve SNR 1.1-1.1566667um,Full Phase Curve SNR 1.1566667-1.2133333um,Full Phase Curve SNR 1.2133333-1.27um,Full Phase Curve SNR 1.27-1.3266667um,Full Phase Curve SNR 1.3266667-1.3833333um,Full Phase Curve SNR 1.3833333-1.44um,Full Phase Curve SNR 1.44-1.4966667um,Full Phase Curve SNR 1.4966667-1.5533333um,Full Phase Curve SNR 1.5533333-1.61um,Full Phase Curve SNR 1.61-1.6666667um,Full Phase Curve SNR 1.6666667-1.7233333um,Full Phase Curve SNR 1.7233333-1.78um,Full Phase Curve SNR 1.78-1.8366667um,Full Phase Curve SNR 1.8366667-1.8933333um,Full Phase Curve SNR 1.8933333-1.95um
77,L98-59b,3.867027819504871e-06,8.523012178330067e-06,1.7404454072127796e-05,3.326174570489125e-05,5.999133592791549e-05,0.00010283780689375672,0.0001685491392414799,0.0002654696322110556,0.00040356045812039613,0.0005943394074368302,0.0008507497558372881,0.0011869659765407668,0.0016181348219389668,0.002160089483368675,0.0028290442654859355
78,TOI-2076b,0.0016544654332135338,0.0028004393914276434,0.004496324083945162,0.006896270919983209,0.010163577129275065,0.01446424274220264,0.019960371963505814,0.026804189275679537,0.035132943378814896,0.045064523673728846,0.05669462220802891,0.07009506567913454,0.08531252313042398,0.10236900894936501,0.12126307439988299
79,HAT-P-69b,6.03465045014433,7.094430434135428,8.176833422418046,9.265737302338326,10.347053828979078,11.408873577540037,12.441353661822802,13.4366726205163,14.388869194394347,15.293520683244427,16.147627751155444,16.949419178339966,17.698020440810716,18.39339877486015,19.03621809217083
80,EPIC211945201b,0.0019366560272363318,0.0032513437894364414,0.005181147626476076,0.007891676561236417,0.01155616861070632,0.016348435800993003,0.022435825374934184,0.029973017318597313,0.039096901856328185,0.04992229144993202,0.06253935231828738,0.07701228987763853,0.09337839404531725,0.11164899230570292,0.13181106798395242
81,K2-34b,2.2485753181713566,2.718019831983191,3.212972963911621,3.72590740331575,4.249683495229481,4.777765952662487,5.304309945347106,5.824248310610987,6.333308106888862,6.827933692019548,7.30528011244217,7.763158641192427,8.19990611234646,8.614369524470407,9.005844947131454
82,WASP-61b,0.68107236080643,0.8577342290081779,1.052397037087213,1.2625427294230325,1.4854474228093548,1.7183267487268412,1.9584354483709174,2.2031621064001405,2.450092280804412,2.6970267345309504,2.9420171420386754,3.1833765365183626,3.4196503828167653,3.649627409413551,3.87232795139944
83,KELT-21b,5.676731175435567,6.562635678928764,7.449699599069497,8.325652181725983,9.180346313697079,10.005699319153273,10.795453036840481,11.545034517145492,12.251344849580272,12.912438781124683,13.527402188464855,14.096173093106186,14.619261910161184,15.097710969535328,15.532981015060654
84,HAT-P-16b,2.2953951041568548,2.841684969057733,3.4327905014341775,4.060275652841481,4.7155468869957184,5.390232282970257,6.076408693971476,6.766815514540254,7.454973994267593,8.135178475702553,8.80255169520106,9.453031106242749,10.083247878572385,10.690533258923008,11.272863038132346
85,WASP-174b,1.0037246683627132,1.2742300242049234,1.5748026179562506,1.9017942336730358,2.2511273083955383,2.6185302191733264,2.9997063642592448,3.3904967010364113,3.7869940172937118,4.185586530505072,4.58302641200786,4.976457697752853,5.363380520447223,5.741675315108426,6.109590685191743
86,WASP-130b,0.002747257826502066,0.00479402609073471,0.007913225157991172,0.012447383026513143,0.018773942703259886,0.02729214383185153,0.03840831287876661,0.052521297751293355,0.07000895294902391,0.09121564837701032,0.11644274589988639,0.14594161982440873,0.17990773059112097,0.2184788117779592,0.26173505778748096
