,Planet Name,ESM Estimate 1.1-1.1566667um,ESM Estimate 1.1566667-1.2133333um,ESM Estimate 1.2133333-1.27um,ESM Estimate 1.27-1.3266667um,ESM Estimate 1.3266667-1.3833333um,ESM Estimate 1.3833333-1.44um,ESM Estimate 1.44-1.4966667um,ESM Estimate 1.4966667-1.5533333um,ESM Estimate 1.5533333-1.61um,ESM Estimate 1.61-1.6666667um,ESM Estimate 1.6666667-1.7233333um,ESM Estimate 1.7233333-1.78um,ESM Estimate 1.78-1.8366667um,ESM Estimate 1.8366667-1.8933333um,ESM Estimate 1.8933333-1.95um
10,TOI-4463Ab,0.2455200405514397,0.32200900631759366,0.4099457254962185,0.5086702513285025,0.6172655247353142,0.7346294086029206,0.8595354853661316,0.990695962664873,1.126813353787109,1.2666115495642996,1.4088731834053037,1.5524639837766077,1.6963352978472468,1.8395429408454205,1.9812534034211728
11,TOI-3785b,1.4681720640799538e-06,3.3642194978486514e-06,7.117299254657653e-06,1.4048526549900202e-05,2.609974635074925e-05,4.597609361031411e-05,7.727240562905923e-05,0.00012457160601010033,0.0001935055090344412,0.0002907694060595688,0.00042409125456620105,0.0006021567350278409,0.0008344876140990101,0.0011312917142249552,0.0015032893943674739
12,WASP-124b,0.11452091519733136,0.15079174624227482,0.1926537435607279,0.23981819205758212,0.2918670033870783,0.3482869053104356,0.40849879228454733,0.47188837278154655,0.5378316887510215,0.6057108731603597,0.6749328919869416,0.7449420541615172,0.8152219658556273,0.8853052083594396,0.9547768896785798
13,WASP-25b,0.07880601883493007,0.10992898378085075,0.14801437170677645,0.1932960815207823,0.24581371037358984,0.305427877432324,0.3718402254762402,0.4446215389471496,0.5232410987455087,0.6070904501323339,0.6955122103900747,0.787824537264275,0.8833348157082989,0.9813609416672568,1.0812460618811865
14,LHS1140c,4.787567421353436e-11,1.7364206835622674e-10,5.581367558002173e-10,1.615062993682047e-09,4.262849252460481e-09,1.0377021762651678e-08,2.3516620120622692e-08,5.001224799167333e-08,1.0049781247590366e-07,1.9194805793904096e-07,3.5025548348063676e-07,6.133417977015905e-07,1.0347464733233562e-06,1.6876064124606181e-06,2.6688993137872506e-06
15,TOI-1199b,0.17835821198821922,0.22800399814322242,0.2835845695383933,0.34447511460784047,0.40995270824099744,0.47924086423085255,0.551542837137841,0.6260741171590338,0.7020862751178997,0.778877647273996,0.8558083948199117,0.9323078397233304,1.0078695548643248,1.0820573346051743,1.1545041612763842
16,TOI-1273b,0.05430832162748546,0.07617630238648412,0.10308526812645812,0.1352423641169288,0.17271409194540444,0.2154352192185128,0.2632216468710869,0.31578959891457925,0.3727762344010849,0.43375668822811136,0.4982649898322538,0.5658121390430865,0.6358965754034367,0.7080201550891915,0.7816994968294563
17,TOI-5803b,5.030625017631451e-06,1.0298683015736473e-05,1.965942460672307e-05,3.5318687152148024e-05,6.017707623587394e-05,9.787342029119627e-05,0.00015278614321990373,0.00022999266332037683,0.00033518986995280316,0.0004745778256682349,0.0006547211846057575,0.000882396170700766,0.0011644223265933832,0.0015075054303130943,0.0019180910345112546
18,TOI-3819b,0.22437970762149503,0.27687084544260776,0.33347554373009775,0.39337682030634213,0.45575056919322265,0.5198004588275174,0.5847781813922202,0.6500025603983952,0.7148697157274579,0.778851156723672,0.8414982437273362,0.9024401910785375,0.9613720018270228,1.018054722271262,1.0723098677462175
19,TOI-4791b,0.17007592637271063,0.21867267818301445,0.273398807107972,0.33367646615126684,0.3988169806412431,0.46806559022532646,0.5406358372444062,0.615743440840546,0.6926318391596147,0.7705846860638488,0.8489424684192226,0.9271113498742259,1.0045595980516404,1.0808245691714602,1.155512583194188
20,TOI-4377b,0.5662246676003985,0.6620594977483969,0.7594393944893271,0.8569523791260973,0.9533785533124984,1.0476983755385763,1.139078906181468,1.226867523243303,1.310575838007813,1.3898497223579662,1.4644586609805277,1.5342780427437477,1.5992593813871927,1.6594257280306746,1.714858907505822
