,Planet Name,RSM Estimate 1.1-1.1566667um,RSM Estimate 1.1566667-1.2133333um,RSM Estimate 1.2133333-1.27um,RSM Estimate 1.27-1.3266667um,RSM Estimate 1.3266667-1.3833333um,RSM Estimate 1.3833333-1.44um,RSM Estimate 1.44-1.4966667um,RSM Estimate 1.4966667-1.5533333um,RSM Estimate 1.5533333-1.61um,RSM Estimate 1.61-1.6666667um,RSM Estimate 1.6666667-1.7233333um,RSM Estimate 1.7233333-1.78um,RSM Estimate 1.78-1.8366667um,RSM Estimate 1.8366667-1.8933333um,RSM Estimate 1.8933333-1.95um
32,GJ3473b,0.027597386856034835,0.027470595574088555,0.027247647559074325,0.02694883974649887,0.026591030243577715,0.026188164888250754,0.025751544961956727,0.0252904569208642,0.02481252021331388,0.0243237891102867,0.023829207588190026,0.023332809415085566,0.022837704692797927,0.022346414798148726,0.021860981180261425
33,TOI-2202b,0.05775619066775874,0.0558856820058011,0.05403987780881825,0.05223447205145802,0.05048008660288439,0.04878363404381125,0.04714896103230206,0.04557802459658619,0.04407143041461351,0.042628501249128536,0.041247959008272175,0.0399281294996,0.03866679373894719,0.03746164816603692,0.03631037368096938
34,TOI-833b,0.06439179426062432,0.06331923238439739,0.062120470927387414,0.06083378656942854,0.059489410059521776,0.058111140801198106,0.05671721278566854,0.055321847801094115,0.0539360899428254,0.05256806075216873,0.051223953490554794,0.04990844388813679,0.048624637642524185,0.04737476008770745,0.046160352161282524
35,HD28109c,0.0049712613216897775,0.00477312483411998,0.004583521223566237,0.004402747723803569,0.004230840846297495,0.004067664986147056,0.003912944184361652,0.003766341530287,0.0036274876196483894,0.003495973146194164,0.0033713943265689804,0.003253360452099339,0.003141474390102796,0.003035364083879812,0.0029346829200178853
36,TOI-2641b,0.3796520866327027,0.36456815417654326,0.3501273523995381,0.33635385333430334,0.3232516532999896,0.31081138848531176,0.2990127992218075,0.2878308276677782,0.2772378180472237,0.26720297075304184,0.2576958303732603,0.24868687668195116,0.24014604512029752,0.2320451434589379,0.2243578874498701
37,TOI-1685b,0.17610844060027134,0.17492437593293836,0.1731706563280158,0.1709735305287994,0.1684370189093406,0.16564651827070076,0.16267067518701195,0.15956548385423883,0.15637654729796585,0.15313975999197038,0.14988419644349005,0.14663337494897521,0.1434051728853676,0.14021392743607355,0.1370711079556866
38,K2-87b,0.03127791912400381,0.030109729497830005,0.028981356170341213,0.027897029384420378,0.026858924479954617,0.02586779315736546,0.02492322236186771,0.024024186362539765,0.023169267980631725,0.022356643200392344,0.02158439716722618,0.02085059448107587,0.020153171776603526,0.019490153747285875,0.018859667738759394
39,WASP-178b,1.5653613958864732,1.4863803489254157,1.4132025210380965,1.3453470995472527,1.282363930536701,1.2238377550783963,1.169380263465312,1.1186402955841108,1.071301361555301,1.027070957895698,0.985687309649712,0.9469161186864373,0.9105406089617104,0.8763673081878701,0.8442233052854533
40,HIP29442b,0.019364687725375498,0.018712097291100627,0.018072041388570485,0.017449114296679523,0.016846313030588873,0.016265479792372303,0.015707505131323896,0.01517270989992285,0.014661015254469322,0.01417195774748944,0.013704909775230152,0.01325914193725111,0.012833769042728281,0.012427899140777039,0.012040653055482693
41,HD152843c,0.03438390416440716,0.0329740880469501,0.03163038053141356,0.030353601954493097,0.029142993889122254,0.02799678981634429,0.02691240163843908,0.025886940088919848,0.024917388718486054,0.024000535809095194,0.023133272600721563,0.022312633531976017,0.021535653310074596,0.020799575572319342,0.020101849076457727
42,K2-26b,0.0037313352226379447,0.0036783879140154844,0.003616883108840441,0.0035491733373649113,0.003477138347346792,0.003402275611516041,0.0033257488839011696,0.0032484781844219785,0.0031711886415545444,0.0030944256640483532,0.0030186137926727216,0.0029440815035525264,0.002871058685997132,0.0027997178769740656,0.0027301864444806596
43,TOI-1246d,0.004490246044249682,0.004344529983434127,0.004200783318457124,0.004060218594174081,0.0039236551790077035,0.0037916250613528255,0.0036644227312768013,0.003542196493448968,0.0034249901987549796,0.0033127484770497976,0.003205369670804861,0.0031027216824965577,0.003004630367918728,0.0029109152553972646,0.0028213948718302764
